Iteration	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]
2530	-4773.448	-4668.128	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3192
2540	-4773.448	-4668.128	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3192
2550	-4773.448	-4668.128	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3192
2560	-4773.218	-4667.898	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3192
2570	-4773.257	-4667.936	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318
2580	-4773.257	-4667.936	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318
2590	-4773.257	-4667.936	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318
2600	-4773.257	-4667.936	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318
2610	-4773.257	-4667.936	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318
2620	-4773.257	-4667.936	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318
2630	-4773.257	-4667.936	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318
2640	-4774.789	-4669.469	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318
2650	-4774.359	-4669.039	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318
2660	-4773.236	-4667.916	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181
2670	-4773.236	-4667.916	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181
2680	-4773.236	-4667.916	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181
2690	-4773.236	-4667.916	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181
2700	-4773.236	-4667.916	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181
2710	-4773.236	-4667.916	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181
2720	-4773.236	-4667.916	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181
2730	-4774.062	-4668.742	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181
2740	-4774.062	-4668.742	-105.3204	28.5801	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181
2750	-4773.178	-4667.858	-105.3204	28.5795	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181
2760	-4773.178	-4667.858	-105.3204	28.5795	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181
2770	-4773.178	-4667.858	-105.3204	28.5795	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181
2780	-4773.178	-4667.858	-105.3204	28.5795	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181
2790	-4773.178	-4667.858	-105.3204	28.5795	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181
2800	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181
2810	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181
2820	-4773.051	-4667.731	-105.3204	28.579	42.9461	15.0282	10.8134	26.8554	55.9304	63.3181
2830	-4773.051	-4667.731	-105.3204	28.579	42.9461	15.0282	10.8134	26.8554	55.9304	63.3181
2840	-4773.051	-4667.731	-105.3204	28.579	42.9461	15.0282	10.8134	26.8554	55.9304	63.3181
2850	-4773.051	-4667.731	-105.3204	28.579	42.9461	15.0282	10.8134	26.8554	55.9304	63.3181
2860	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2870	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2880	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2890	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2900	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2910	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2920	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2930	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2940	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2950	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2960	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2970	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2980	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
2990	-4773.09	-4667.769	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181
3000	-4773.206	-4667.885	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3174
3010	-4773.22	-4667.9	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3174
3020	-4774.246	-4668.926	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3174
3030	-4774.246	-4668.926	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3174
3040	-4773.025	-4667.704	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3050	-4773.025	-4667.704	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3060	-4773.025	-4667.704	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3070	-4773.025	-4667.704	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3080	-4773.025	-4667.704	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3090	-4773.03	-4667.709	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3100	-4773.03	-4667.709	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3110	-4773.03	-4667.709	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3120	-4773.03	-4667.709	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3130	-4773.139	-4667.819	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3140	-4773.139	-4667.819	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3150	-4773.139	-4667.819	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3160	-4773.139	-4667.819	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3170	-4773.139	-4667.819	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3180	-4773.139	-4667.819	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3190	-4774.384	-4669.064	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3200	-4774.384	-4669.064	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3210	-4774.384	-4669.064	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3220	-4774.384	-4669.064	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3230	-4773.16	-4667.84	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3240	-4773.16	-4667.84	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3250	-4773.16	-4667.84	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3260	-4773.16	-4667.84	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3270	-4773.16	-4667.84	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3280	-4773.16	-4667.84	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3290	-4773.16	-4667.84	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3300	-4773.16	-4667.84	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3310	-4773.16	-4667.84	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3320	-4773.16	-4667.84	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3330	-4773.21	-4667.89	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3340	-4773.21	-4667.89	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3350	-4773.21	-4667.89	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3360	-4773.296	-4667.976	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3370	-4773.296	-4667.976	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3380	-4773.296	-4667.976	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3390	-4773.296	-4667.976	-105.3204	28.579	42.9461	15.0284	10.8134	26.8554	55.9301	63.3178
3400	-4773.361	-4668.041	-105.3204	28.579	42.9461	15.0283	10.8135	26.8554	55.9301	63.3178
3410	-4773.361	-4668.041	-105.3204	28.579	42.9461	15.0283	10.8135	26.8554	55.9301	63.3178
3420	-4773.361	-4668.041	-105.3204	28.579	42.9461	15.0283	10.8135	26.8554	55.9301	63.3178
3430	-4773.361	-4668.041	-105.3204	28.579	42.9461	15.0283	10.8135	26.8554	55.9301	63.3178
3440	-4773.361	-4668.041	-105.3204	28.579	42.9461	15.0283	10.8135	26.8554	55.9301	63.3178
3450	-4774.084	-4668.763	-105.3204	28.579	42.9461	15.0283	10.8134	26.8554	55.9301	63.3178
3460	-4774.084	-4668.763	-105.3204	28.579	42.9461	15.0283	10.8134	26.8554	55.9301	63.3178
3470	-4774.084	-4668.763	-105.3204	28.579	42.9461	15.0283	10.8134	26.8554	55.9301	63.3178
3480	-4773.098	-4667.778	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.9301	63.3178
3490	-4773.098	-4667.778	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.9301	63.3178
3500	-4773.098	-4667.778	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.9301	63.3178
3510	-4773.098	-4667.778	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.9301	63.3178
3520	-4773.098	-4667.778	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.9301	63.3178
3530	-4773.053	-4667.733	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3540	-4773.285	-4667.965	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3550	-4773.47	-4668.15	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3560	-4773.47	-4668.15	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3570	-4774.656	-4669.336	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3580	-4774.656	-4669.336	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3590	-4774.656	-4669.336	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3600	-4774.656	-4669.336	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3610	-4774.656	-4669.336	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3620	-4774.656	-4669.336	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3630	-4774.656	-4669.336	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3640	-4774.656	-4669.336	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3650	-4774.656	-4669.336	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3660	-4774.656	-4669.336	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3670	-4773.315	-4667.994	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3680	-4773.315	-4667.994	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3178
3690	-4775.304	-4669.984	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3700	-4775.304	-4669.984	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3710	-4775.304	-4669.984	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3720	-4775.304	-4669.984	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3730	-4773.667	-4668.347	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.9301	63.3177
3740	-4773.667	-4668.347	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.9301	63.3177
3750	-4773.345	-4668.025	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3760	-4773.345	-4668.025	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3770	-4773.345	-4668.025	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3780	-4773.22	-4667.9	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3790	-4773.22	-4667.9	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3800	-4773.22	-4667.9	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3810	-4773.22	-4667.9	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3820	-4773.22	-4667.9	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3830	-4773.22	-4667.9	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3840	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3850	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3860	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3870	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3880	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3890	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3900	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3910	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3920	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3930	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3940	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3950	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3960	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3970	-4773.493	-4668.173	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3980	-4773.236	-4667.916	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
3990	-4773.236	-4667.916	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4000	-4773.517	-4668.197	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4010	-4773.406	-4668.086	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4020	-4773.406	-4668.086	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4030	-4773.406	-4668.086	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4040	-4773.406	-4668.086	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4050	-4773.381	-4668.06	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4060	-4773.381	-4668.06	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4070	-4773.81	-4668.49	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4080	-4774.863	-4669.543	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4090	-4774.863	-4669.543	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4100	-4773.459	-4668.139	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4110	-4775.481	-4670.161	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4120	-4776.972	-4671.652	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4130	-4776.972	-4671.652	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4140	-4776.972	-4671.652	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4150	-4776.972	-4671.652	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4160	-4778.018	-4672.697	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4170	-4778.018	-4672.697	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4180	-4778.018	-4672.697	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4190	-4778.018	-4672.697	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4200	-4778.018	-4672.697	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4210	-4773.359	-4668.039	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4220	-4773.359	-4668.039	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4230	-4775.758	-4670.437	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4240	-4775.758	-4670.437	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4250	-4773.589	-4668.269	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4260	-4773.589	-4668.269	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4270	-4775.718	-4670.398	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4280	-4775.718	-4670.398	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4290	-4775.729	-4670.409	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4300	-4775.729	-4670.409	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4310	-4773.364	-4668.043	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4320	-4773.364	-4668.043	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4330	-4773.364	-4668.043	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4340	-4773.364	-4668.043	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4350	-4773.364	-4668.043	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4360	-4773.364	-4668.043	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4370	-4773.364	-4668.043	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4380	-4773.364	-4668.043	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4390	-4773.364	-4668.043	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4400	-4773.364	-4668.043	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4410	-4774.232	-4668.912	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4420	-4774.232	-4668.912	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4430	-4774.232	-4668.912	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4440	-4774.969	-4669.649	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4450	-4774.969	-4669.649	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4460	-4774.969	-4669.649	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4470	-4774.969	-4669.649	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4480	-4773.152	-4667.832	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4490	-4773.152	-4667.832	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4500	-4773.152	-4667.832	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4510	-4773.152	-4667.832	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4520	-4773.152	-4667.832	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4530	-4773.152	-4667.832	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4540	-4773.152	-4667.832	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4550	-4773.232	-4667.912	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4560	-4773.232	-4667.912	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4570	-4773.232	-4667.912	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4580	-4773.232	-4667.912	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4590	-4773.232	-4667.912	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4600	-4773.232	-4667.912	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4610	-4773.08	-4667.76	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4620	-4773.507	-4668.187	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4630	-4773.507	-4668.187	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4640	-4773.507	-4668.187	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4650	-4774.96	-4669.64	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4660	-4774.96	-4669.64	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4670	-4774.96	-4669.64	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4680	-4774.96	-4669.64	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4690	-4774.96	-4669.64	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4700	-4774.96	-4669.64	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4710	-4774.96	-4669.64	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4720	-4775.245	-4669.925	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4730	-4775.245	-4669.925	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4740	-4773.057	-4667.737	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4750	-4775.218	-4669.898	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4760	-4775.218	-4669.898	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4770	-4773.717	-4668.396	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4780	-4773.717	-4668.396	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4790	-4774.776	-4669.456	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4800	-4774.776	-4669.456	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4810	-4774.776	-4669.456	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4820	-4774.776	-4669.456	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4830	-4773.084	-4667.764	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4840	-4773.084	-4667.764	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4850	-4773.996	-4668.676	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4860	-4773.996	-4668.676	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4870	-4773.996	-4668.676	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4880	-4773.996	-4668.676	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4890	-4773.996	-4668.676	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4900	-4773.996	-4668.676	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4910	-4773.996	-4668.676	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4920	-4773.996	-4668.676	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4930	-4773.996	-4668.676	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4940	-4773.05	-4667.73	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4950	-4773.352	-4668.032	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4960	-4773.352	-4668.032	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4970	-4773.352	-4668.032	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4980	-4773.352	-4668.032	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
4990	-4773.352	-4668.032	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
5000	-4773.352	-4668.032	-105.3204	28.5791	42.9462	15.0283	10.8134	26.8554	55.93	63.3177
