Iteration	Posterior	Likelihood	Prior	delta_log_extinction[1]	delta_log_extinction[2]	delta_log_extinction[3]	delta_log_extinction[4]	delta_log_extinction[5]	delta_log_extinction[6]	delta_log_extinction[7]	delta_log_extinction[8]	delta_log_extinction[9]	delta_log_speciation[1]	delta_log_speciation[2]	delta_log_speciation[3]	delta_log_speciation[4]	delta_log_speciation[5]	delta_log_speciation[6]	delta_log_speciation[7]	delta_log_speciation[8]	delta_log_speciation[9]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction_global_scale	log_extinction_at_present	log_speciation_at_present	sigma_extinction[1]	sigma_extinction[2]	sigma_extinction[3]	sigma_extinction[4]	sigma_extinction[5]	sigma_extinction[6]	sigma_extinction[7]	sigma_extinction[8]	sigma_extinction[9]	sigma_speciation[1]	sigma_speciation[2]	sigma_speciation[3]	sigma_speciation[4]	sigma_speciation[5]	sigma_speciation[6]	sigma_speciation[7]	sigma_speciation[8]	sigma_speciation[9]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation_global_scale
48670	-1585.576	-1567.449	-18.12622	-0.077902	0.671866	-0.110993	0.26034	-0.000857243	0.0173795	-0.021458	0.109693	0.000779069	-0.00510457	-0.0422812	-0.00502781	0.115972	-0.0139461	0.0257029	0.143497	0.0211026	-0.000444104	0.106705	0.0987082	0.193259	0.172957	0.224389	0.224197	0.228127	0.223284	0.249171	0.249365	2.070949	-2.237686	-1.411597	0.972067	4.57303	1.77017	2.7847	0.0555457	0.373226	1.56971	0.726868	0.169147	0.375829	3.64138	0.797778	2.6887	2.21141	6.38152	3.15766	7.99574	0.224956	0.243754	0.242513	0.232473	0.231307	0.259749	0.256152	0.262821	0.303375	0.309845	0.309708	0.8810114
48680	-1594.62	-1566.71	-27.91039	-0.00400651	-0.027266	-0.130779	0.0217344	0.0653581	0.027052	-0.0124112	-0.0124759	-0.0490762	-0.140438	-0.567386	-0.0339633	-0.387842	0.0331721	0.101496	0.0523003	0.54302	-0.0602895	0.0474698	0.04728	0.0460083	0.0403682	0.0412552	0.0440416	0.0452492	0.0446911	0.044137	0.0420232	0.4850163	-3.047662	-1.500358	0.244507	0.905567	14.3107	1.12154	1.24269	1.05677	0.897518	14.7159	2.29713	0.334736	3.435	1.27671	1.82232	0.633184	0.477426	1.61028	1.80647	0.92985	0.22305	0.193826	0.1099	0.10623	0.0720793	0.0745104	0.0824701	0.0868981	0.149569	0.140818	4.155273
48690	-1571.847	-1571.171	-0.6761258	0.030671	0.0257259	0.0479806	-0.0135837	0.0221359	0.017163	-0.0123972	0.0161418	-0.0154303	0.0266486	-0.0525774	-0.00427692	0.00924187	-0.502514	-0.081065	0.0319748	0.000196643	-0.33913	0.116752	0.120389	0.123526	0.129597	0.127849	0.13071	0.132973	0.131335	0.133472	0.131428	1.088038	-2.147702	-1.325669	1.03135	0.42135	1.28852	0.744087	0.635538	0.432762	0.565438	0.384311	0.717109	1.13235	4.31144	0.273236	0.524623	7.85366	4.32083	0.357018	0.0942531	3.63216	0.265625	0.272799	0.258827	0.257722	0.260115	0.157371	0.145117	0.149833	0.149862	0.10676	1.172304
48700	-1572.524	-1567.562	-4.962159	0.244819	0.013477	-0.00144275	0.0461212	0.0211399	0.000290026	-0.00229872	0.0198877	0.00206567	-0.0276876	-0.77912	-0.0226247	-0.0882435	-0.0143187	0.0435449	0.00138213	0.0530583	0.0829677	0.0333772	0.0426357	0.0432142	0.0431519	0.0451887	0.0461541	0.0461675	0.0460615	0.0469867	0.0470839	0.3067494	-3.399883	-1.464284	48.6073	1.06771	0.29495	3.5235	2.33034	0.416257	0.381921	1.59137	0.240042	0.682857	21.5846	0.521544	1.11449	0.759117	0.372451	1.14638	1.4815	1.83072	0.231243	0.224929	0.103199	0.100891	0.0923694	0.0910562	0.0951088	0.0952404	0.10043	0.109118	1.36562
48710	-1579.566	-1568.352	-11.21419	0.00661737	-0.0319956	0.0192854	0.011514	0.115186	0.033788	0.021085	-0.0903809	-0.0145729	-0.0368086	-0.0303373	-0.122492	-0.064618	0.00455148	-0.225718	0.00916187	-0.0914954	0.0370877	0.129201	0.130059	0.125964	0.128417	0.129904	0.145763	0.150772	0.153985	0.140678	0.138643	0.4250307	-2.046383	-1.393419	0.27209	1.01831	0.722945	0.496997	2.87536	4.38234	1.28902	25.3694	1.07466	2.45321	0.239988	1.38159	0.368254	0.096925	2.4537	0.430441	0.931221	0.852771	0.248225	0.239254	0.232105	0.205346	0.192497	0.193375	0.154302	0.155722	0.142107	0.147476	3.21847
48720	-1608.093	-1568.237	-39.85613	0.031745	0.102116	-0.0969952	0.0263932	-0.0474096	-0.0941203	-0.00868262	-0.231453	0.084319	0.111277	-0.343875	-0.0147639	-0.0326759	0.00613104	-0.145206	0.136106	-0.138032	-0.0370697	0.14598	0.150689	0.16689	0.151462	0.155513	0.148312	0.13499	0.133823	0.106173	0.115513	2.426821	-1.924284	-1.270301	0.507773	2.33993	0.700606	2.86418	0.47651	0.64436	2.99227	5.06793	0.678632	3.99063	20.2167	3.62594	0.88135	0.151681	7.01587	3.35754	26.281	1.78664	0.280747	0.313792	0.222484	0.219224	0.212176	0.213481	0.184628	0.211547	0.184273	0.177567	0.7623633
48730	-1567.945	-1569.248	1.303086	-0.000733753	0.0246722	-0.00919661	0.0345875	-0.00303282	-0.089623	-0.0190761	0.000944244	-0.34513	0.00724384	-0.126238	0.00801528	-0.0213303	0.0248939	0.00138859	0.00677514	0.00440316	-0.110181	0.199205	0.199059	0.204031	0.202163	0.209278	0.208644	0.190758	0.187154	0.18733	0.132654	0.6088123	-1.613423	-1.22276	0.496101	0.687914	2.20655	0.709855	0.0968249	2.68869	0.771193	0.466544	7.76097	1.31575	4.56366	0.459984	1.45691	14.7366	0.0576981	0.402125	0.812217	5.95283	0.294416	0.296557	0.261387	0.26349	0.257929	0.264431	0.264798	0.266598	0.267775	0.239838	0.3786252
48740	-1559.033	-1569.44	10.40704	0.0751192	0.0507089	-0.0118916	-0.00103627	0.0275902	-0.0203607	0.0401825	-0.00859682	-0.0371166	0.00852569	0.00169953	0.00106164	-0.0258128	-0.00761062	0.00174697	-0.0180139	0.0071351	0.0501952	0.199205	0.214745	0.225915	0.223245	0.223014	0.229252	0.224632	0.233842	0.23184	0.223393	0.7297429	-1.613423	-1.217923	3.62766	3.16798	1.52703	0.105524	2.2841	1.02883	0.512113	1.3509	7.96492	0.493258	0.046986	0.249673	1.28187	0.319175	0.326811	0.555999	0.859515	0.955916	0.295844	0.298377	0.298885	0.299202	0.291578	0.289367	0.289873	0.284698	0.286737	0.301497	0.6884683
48750	-1560.69	-1568.658	7.968468	-0.0277028	0.0667514	0.169866	0.141312	0.0152904	-0.0817895	-0.120665	0.401782	-0.00849209	0.000484193	-9.66688e-05	0.00212368	0.00803737	0.00279965	-0.109368	-0.00131793	-0.00515278	0.00142247	0.166684	0.16213	0.173322	0.205411	0.23659	0.240235	0.221368	0.196205	0.293226	0.290747	1.331432	-1.791655	-1.272139	0.825938	0.672962	2.11561	2.10734	2.50697	1.73918	1.67435	7.53138	0.893849	0.489763	0.00835307	0.282591	1.40614	0.354091	11.5987	0.05311	0.484757	0.269221	0.280232	0.280367	0.28034	0.280936	0.283203	0.283997	0.254575	0.25424	0.252933	0.253293	0.1888738
48760	-1574.696	-1567.162	-7.534153	-0.00366651	-0.00842112	0.0985164	0.00202484	0.0144071	-0.00465868	-0.089998	0.271951	0.00106941	-0.0534877	-0.447103	-0.0117653	-0.0601758	7.14733e-05	0.0296034	-0.0416646	0.0106771	0.0920085	0.0572275	0.0570181	0.0565399	0.0623937	0.0625201	0.0634274	0.0631326	0.0576989	0.0757312	0.0758122	0.4201528	-2.86072	-1.511442	0.35046	0.707141	3.09899	0.571287	1.4968	0.566802	1.55027	24.012	0.126193	1.57787	27.7933	0.806942	2.84915	0.0421657	2.9395	0.916149	0.949025	1.97978	0.220592	0.209103	0.133717	0.132153	0.124435	0.124444	0.128183	0.122952	0.124271	0.136248	0.4776281
48770	-1565.842	-1567.733	1.891311	-7.79341e-05	0.00139674	0.132406	-0.0292294	0.00371729	-0.0346736	-0.00055833	-0.0446581	-0.00728649	-0.00568749	-0.220724	-0.0240566	-0.0165186	0.000817692	-0.0802639	-0.0401883	-0.00365622	0.0274606	0.124551	0.124541	0.124715	0.142371	0.13827	0.138785	0.134055	0.13398	0.128129	0.127198	0.5253649	-2.083044	-1.313813	1.36231	0.240846	4.44565	0.695111	0.296144	1.73663	0.0824135	3.82905	2.25948	0.891325	9.12061	1.1951	1.30945	0.0469766	2.46234	0.536659	1.5244	2.73283	0.268793	0.267269	0.214333	0.209238	0.205811	0.205979	0.190092	0.182604	0.181938	0.187003	0.8126169
48780	-1586.47	-1567.145	-19.32528	-0.00945748	0.0618054	-0.0566514	0.241129	-0.0917208	-0.21575	0.192592	0.345115	-0.843468	0.00174692	-0.730743	0.00517809	-0.0211349	-0.0167803	-0.000303924	0.141023	-0.0262002	-0.0394305	0.0706916	0.0700262	0.0744907	0.070388	0.0895818	0.0817309	0.0658699	0.0798599	0.112774	0.0485173	2.919451	-2.649428	-1.461677	1.19958	0.543122	0.425361	2.21948	0.615196	4.71153	5.63624	1.28166	7.09667	0.108245	7.43528	0.117136	0.374124	0.384188	0.0169866	1.95314	1.11106	0.925831	0.231847	0.232253	0.111841	0.112422	0.110071	0.108239	0.108206	0.124594	0.121372	0.11668	1.679804
48790	-1588.399	-1568.526	-19.87358	-0.0427957	-0.0175382	-0.00568602	0.00210829	-0.157064	0.019029	-0.107787	0.0158414	-0.121523	-0.00379578	-0.73887	0.00210308	-0.0296041	-0.294435	-0.00680627	-0.050483	-1.01163	-0.0921991	0.0912868	0.0874625	0.0859419	0.0854547	0.085635	0.0731879	0.0745939	0.0669718	0.0680412	0.0602553	1.994377	-2.393749	-1.361241	0.947407	0.87601	1.20667	0.075736	0.868071	0.481593	1.45113	0.919022	1.16889	0.113212	8.38762	0.0684786	0.419351	1.48933	0.299425	18.5224	9.5583	0.842503	0.256343	0.255371	0.121979	0.122236	0.11867	0.0884036	0.087804	0.0834814	0.0303559	0.0276822	1.548872
48800	-1575.648	-1566.902	-8.74671	0.537741	-0.036547	0.0781892	0.00469554	0.0749798	-0.000175046	0.0430082	-0.0420476	-0.0162797	-0.0469152	0.0119116	-0.0269378	-0.208673	-0.356387	-0.0117395	0.518893	-0.0395526	-0.00634854	0.063901	0.109407	0.105481	0.114059	0.114596	0.123519	0.123497	0.128924	0.123616	0.12162	2.373785	-2.750421	-1.431552	2.84909	1.17355	1.36502	0.104477	1.90753	0.0229648	1.25774	0.303436	0.372237	0.847035	0.097665	2.00386	2.93244	2.07595	0.245572	2.95042	0.281075	0.0430044	0.238938	0.227987	0.230719	0.224587	0.182288	0.127639	0.126149	0.211951	0.203732	0.202442	2.057748
48810	-1582.559	-1567.657	-14.90182	-0.0138883	-0.00567431	0.0091743	0.0547274	-0.1744	-0.0811479	0.133602	0.00578367	0.00340609	0.0203002	-0.288616	-0.0597258	-0.141576	-0.0961342	-0.0178597	-0.224354	-0.00485505	-0.0632811	0.0805383	0.0794274	0.078978	0.0797059	0.0841896	0.0707159	0.0652041	0.0745243	0.0749566	0.0752123	0.6995348	-2.519023	-1.444534	0.777259	0.38983	1.45946	3.69826	8.72743	1.60907	2.12149	1.25602	0.296306	0.6498	2.19177	0.760902	3.08824	0.87943	0.328447	13.1957	0.134319	1.1868	0.235856	0.240693	0.180351	0.169895	0.147467	0.13395	0.131579	0.105136	0.104627	0.0982111	1.6395
48820	-1575.975	-1566.917	-9.057475	0.272996	0.0109771	-0.0182136	0.000199555	0.0457923	0.176887	0.00860121	-0.0423692	0.00259712	0.00118756	-0.378029	-0.0072313	-0.197452	-0.0469559	-0.0756903	0.309726	-0.0751958	0.0108195	0.0454054	0.0596579	0.0603164	0.0592278	0.0592396	0.0620154	0.0740151	0.0746545	0.0715575	0.0717436	1.975396	-3.092125	-1.567087	2.28871	0.191731	0.153917	0.0167042	0.994625	1.721	0.474458	0.908267	0.331332	0.220459	12.0224	0.130076	6.07409	0.818139	2.82661	9.58405	1.75999	0.516971	0.208652	0.2089	0.14314	0.142109	0.116646	0.111295	0.103182	0.140643	0.130455	0.131874	1.230864
48830	-1588.024	-1572.07	-15.95431	0.000159687	0.0292824	-0.0376595	-0.123019	-0.0293215	0.0747886	-0.0143857	-0.0094701	-0.0193883	-0.370196	-0.0473532	0.0200901	-0.262002	-0.00426671	-0.00654806	-0.0361759	-0.0501539	0.194717	0.00677801	0.00677909	0.00698053	0.00672254	0.00594438	0.00577261	0.00622089	0.00613204	0.00607424	0.00595761	0.5306519	-4.994072	-1.668494	0.0498992	1.12859	0.558093	3.96647	3.94888	6.23808	0.528576	0.375458	0.644258	5.13731	0.469239	0.835607	14.0569	0.466504	3.71649	0.90886	1.00369	3.21725	0.188531	0.130199	0.124177	0.126697	0.0974949	0.0970798	0.0964462	0.0930195	0.0884693	0.107487	1.276211
48840	-1568.292	-1567.969	-0.3227827	-0.025486	-0.00195171	0.0240358	-0.00608856	0.212638	-0.0454178	0.0127419	-0.000183683	-0.00812331	-0.237649	-0.451719	-0.0153487	-0.0138309	-0.0405705	-0.119819	-0.00122365	-0.00274033	-0.0224603	0.0361216	0.0352126	0.0351439	0.0359989	0.0357804	0.0442581	0.0422929	0.0428353	0.0428274	0.0424809	0.9288923	-3.320865	-1.402579	1.44001	0.986031	0.882246	0.118666	2.06208	0.94087	0.442823	0.537047	2.74702	1.16217	6.04783	0.275728	0.572357	0.464474	3.93078	0.0632958	0.0277693	0.366608	0.245962	0.193936	0.123447	0.121566	0.119897	0.11513	0.102129	0.102004	0.101725	0.0994659	1.615872
48850	-1590.933	-1567.945	-22.98892	0.0279635	0.0743974	-0.167436	-0.0325991	0.00266617	-0.0109918	0.0149443	-0.113471	0.03588	-0.203856	-0.602196	-0.0178407	0.00177783	0.051148	0.125505	-0.152732	0.0266285	0.193605	0.0368419	0.0378867	0.0408128	0.0345208	0.0334136	0.0335028	0.0331365	0.0336355	0.0300274	0.0311243	2.102405	-3.301119	-1.527003	0.98459	1.51598	10.2227	0.291175	0.254575	0.413242	0.59704	3.98188	0.979443	1.20849	4.45469	0.112372	0.0423555	0.282348	7.63634	0.758927	0.354267	5.93495	0.217186	0.177132	0.0969989	0.0952838	0.0954533	0.100463	0.113896	0.0977642	0.100402	0.12185	3.838697
48860	-1587.643	-1567.259	-20.38342	0.00214533	0.140276	0.020444	0.00891479	0.0108902	-0.0150513	0.000936636	0.00086242	0.000796194	-0.247587	-0.449022	-0.0916352	-0.600602	0.200639	-0.0207985	0.0620291	-0.231771	-0.640625	0.0134006	0.0134294	0.0154517	0.0157709	0.0159121	0.0160864	0.015846	0.0158609	0.0158746	0.0158872	0.06704309	-4.312455	-1.631461	0.873503	77.1911	11.9639	1.41203	4.89324	8.20142	0.297679	0.590818	0.530997	0.933193	2.45887	0.635616	3.80031	1.0509	0.589805	0.188263	1.50965	1.1458	0.195644	0.152735	0.0974837	0.0889478	0.0487862	0.0596257	0.0583984	0.0621355	0.0492814	0.0259695	4.721775
48870	-1578.489	-1566.524	-11.96513	-0.000828029	0.000238675	-0.000496965	-0.0100528	-0.0197312	-0.00237419	-0.00439853	-0.0128565	-0.000897829	-0.138518	-0.531745	-0.171859	-0.0129278	-0.515672	0.080819	-0.432494	-0.281664	0.88122	0.000898093	0.000897349	0.000897564	0.000897118	0.000888144	0.000870792	0.000868727	0.000864914	0.000853866	0.000853099	0.09832936	-7.015237	-1.597555	0.598084	1.27811	0.396502	1.68678	2.84795	0.442115	0.559742	2.12559	0.178678	1.6152	1.94177	0.530271	1.63132	5.27269	5.56475	3.19831	1.54118	6.24956	0.202391	0.176211	0.103538	0.0871889	0.086069	0.0513917	0.0557176	0.0361545	0.0272796	0.0658486	3.828918
48880	-1599.258	-1569.69	-29.56744	-0.016995	-0.0387213	0.000231352	0.00389502	0.540993	-0.0077653	0.00376471	-0.00879432	-0.0187331	-0.492703	-0.693682	0.667737	0.0563305	-1.06067	-0.433607	-0.282383	-0.0411331	1.87106	0.0102042	0.0100322	0.00965118	0.00965341	0.00969109	0.0166465	0.0165177	0.01658	0.0164349	0.0161298	0.7726884	-4.584959	-1.450927	1.08139	2.21105	0.118373	0.503112	6.54454	0.228644	0.704954	0.885438	0.452386	2.77013	6.95983	1.07055	0.242774	2.12163	1.91936	0.60466	1.223	3.73903	0.234353	0.143183	0.0715533	0.139516	0.147601	0.0511028	0.0331231	0.0249744	0.0239679	0.155676	9.793282
48890	-1597.537	-1569.204	-28.33294	-0.00546909	-0.00235249	-0.011716	-0.0357845	-0.00357212	-0.0067095	-0.152195	-0.0492763	-0.0556378	-0.358378	-0.235165	0.0479209	0.02973	-1.09701	-0.00950811	0.453926	-1.14331	0.115933	0.0186476	0.0185459	0.0185023	0.0182868	0.017644	0.0175811	0.0174635	0.0149981	0.0142769	0.0135043	0.9674479	-3.982036	-1.660571	0.735401	11.1924	0.288111	0.476464	0.0930772	0.707508	2.80489	2.07476	2.47733	1.94623	1.82321	0.745069	0.721115	4.19289	0.0318684	1.24643	2.7411	3.7835	0.19003	0.132795	0.104966	0.110119	0.113442	0.0378745	0.0375161	0.0590685	0.0188289	0.0211433	5.850012
48900	-1575.314	-1567.745	-7.568674	-0.000206332	2.93038e-05	-0.00566597	-0.00105829	-0.0215985	-0.0289478	0.00124223	-0.0116176	0.00626433	-0.301608	-0.416337	0.188672	-0.0417307	-1.40422	0.0695307	1.42495	-0.399159	-0.148795	0.000792328	0.000792164	0.000792187	0.000787712	0.000786878	0.000770065	0.000748093	0.000749023	0.000740371	0.000745024	0.2376971	-7.140536	-1.577448	0.0412712	0.014269	3.12504	0.177511	2.41305	1.8532	2.42504	1.13752	0.653959	0.771541	1.99307	1.06475	0.280652	5.80985	0.790636	5.82116	0.701039	1.02623	0.206502	0.152734	0.100722	0.121636	0.116665	0.0286482	0.030711	0.127685	0.0856618	0.0738187	4.603724
48910	-1562.876	-1569.819	6.943422	-0.0123944	-0.00146957	-0.0419558	0.00168702	-0.00437078	-0.000950628	2.03282e-05	0.00341587	-0.000618062	-0.178557	-0.00536234	-0.22029	-0.913843	-0.0816881	-0.0244755	-0.0160436	-0.0760977	-0.297698	0.00154837	0.0015293	0.00152705	0.00146431	0.00146678	0.00146039	0.001459	0.00145903	0.00146402	0.00146311	0.2509026	-6.470552	-1.708203	1.3297	0.196219	4.62129	0.209561	0.619928	0.491241	0.0888228	0.388204	0.136335	5.89084	0.0828056	6.0583	30.812	1.18462	0.644124	0.300619	0.758594	3.58708	0.181191	0.151562	0.150752	0.120946	0.0484969	0.0446928	0.0436122	0.042918	0.0397733	0.0295327	1.571092
48920	-1579.697	-1566.813	-12.88452	-0.000399405	0.0273631	0.0312255	-0.133012	0.0230163	-0.112691	0.0108838	0.0572453	0.000244562	-0.218155	-0.450783	0.0090412	0.0103624	-1.00823	-0.0603771	8.98638e-05	0.00688659	-0.0574764	0.000276694	0.000276584	0.000284256	0.000293272	0.000256747	0.000262725	0.000234725	0.000237294	0.000251274	0.000251336	1.326299	-8.192598	-1.543175	0.0830339	0.687968	1.32188	2.38269	1.01252	1.97936	0.264219	1.11208	1.30067	3.52374	23.2284	0.148499	0.519226	12.3112	2.95881	0.00624697	0.881911	1.84668	0.213702	0.171816	0.109469	0.110463	0.111614	0.0407238	0.0383378	0.0383412	0.0386062	0.0364498	0.6224226
48930	-1592.419	-1567.081	-25.33834	-0.0215555	-0.0296821	-0.0710853	-0.0696774	0.0556171	-0.0256732	-0.00281033	-0.143252	0.0555371	-0.194907	-0.494607	0.0685525	-0.51124	-0.0557807	-0.153989	-0.972587	-0.211281	-0.068566	0.000604972	0.000592071	0.000574755	0.000535317	0.000499287	0.000527843	0.000514464	0.00051302	0.00044455	0.000469938	0.9268465	-7.410328	-1.587326	1.7414	1.28462	1.67101	1.60818	2.25658	0.971162	0.39337	1.63718	0.875678	1.05752	1.31112	0.662618	3.67743	0.735266	1.63917	4.35836	1.19548	0.344672	0.204472	0.168262	0.102608	0.109889	0.0659059	0.0623303	0.0534346	0.0202038	0.0163559	0.015272	4.212081
48940	-1608.372	-1568.06	-40.31156	0.0154204	-0.895896	-0.000171625	0.0338362	-0.0482488	0.00533166	-0.0110037	0.0718887	0.0540669	-0.21427	-0.909435	-0.128063	0.312621	-1.08412	0.41375	0.0754451	0.304591	-0.208035	7.2409e-05	7.35342e-05	3.00197e-05	3.00146e-05	3.10475e-05	2.95851e-05	2.97433e-05	2.94178e-05	3.16104e-05	3.33666e-05	1.212632	-9.53318	-1.606963	0.58986	43.2577	0.0433287	1.20792	0.904647	0.108846	1.83757	1.2585	2.03956	5.15124	3.51354	0.354957	0.515197	6.14865	1.73754	0.27843	0.956182	11.8268	0.200496	0.161826	0.0651757	0.0573415	0.078386	0.0265101	0.0400959	0.043238	0.0586338	0.0476211	6.800771
48950	-1608.323	-1565.914	-42.40881	-0.0139416	0.0134897	0.128165	-0.0321774	1.02747e-05	-0.185041	-0.122496	-0.192245	0.13034	-0.391432	-0.261744	-0.0749694	-0.966694	0.0867043	0.307396	-0.0253994	-0.124586	-0.000635166	0.000138663	0.000136743	0.0001386	0.000157552	0.000152563	0.000152565	0.000126792	0.000112174	9.25554e-05	0.000105441	3.104164	-8.883466	-1.556381	3.00501	1.33416	0.969015	3.18729	0.00204901	2.45426	2.27473	2.54671	3.24918	3.43324	10.5158	0.847079	5.66513	0.672075	0.979089	2.65576	1.0622	0.883692	0.210898	0.142586	0.109749	0.101822	0.0387269	0.0422346	0.0574339	0.0559935	0.0494346	0.0494032	2.725537
48960	-1599.699	-1570.089	-29.60955	0.0488283	0.00244512	0.246588	-0.0952661	-0.572334	-0.0313299	-0.00656238	-0.0316928	0.0146684	-0.00639709	-0.897412	0.390488	-1.08861	-0.267044	-0.0966011	-0.01761	-0.270095	0.320724	0.0560614	0.0588667	0.0590108	0.0755133	0.0686515	0.0387336	0.0375389	0.0372934	0.03613	0.0366639	1.859908	-2.881308	-1.438792	1.86745	0.320979	4.05657	0.75424	3.50985	0.86902	0.0419829	0.843673	0.252803	0.0925444	6.39174	1.13781	6.27	1.16383	0.899322	0.934721	1.82365	1.0125	0.237214	0.235702	0.0960774	0.141974	0.0478003	0.0365978	0.0332278	0.0326478	0.0249203	0.0343432	4.533096
48970	-1584.955	-1571.594	-13.36111	0.00209514	-0.00964947	0.00155396	-0.0629789	0.0069245	-0.0680464	-0.0359354	-0.257974	0.025582	-0.373988	0.0126985	-0.00123825	0.00265124	0.0259799	-0.0793586	-0.0148154	-0.0970777	0.0382572	0.125302	0.125565	0.124359	0.124552	0.11695	0.117763	0.110016	0.106133	0.0819997	0.0841245	0.428448	-2.07703	-1.211684	1.57188	1.70285	0.432949	17.4726	1.28481	2.47591	10.2463	10.456	1.1625	4.58089	0.331353	0.023661	0.590191	0.924416	1.21555	0.32291	5.43535	1.04882	0.297696	0.20481	0.207428	0.207171	0.207721	0.213188	0.196924	0.194028	0.176077	0.182944	1.143418
48980	-1591.171	-1566.769	-24.40223	-0.0474388	0.208506	0.0114872	0.036365	-0.0265514	-0.00528328	0.208849	-0.00310428	0.0791089	-0.353053	-0.126428	-0.239688	-0.11837	0.0165949	0.0590988	0.0488496	-0.532131	-0.0713223	0.0504831	0.0481442	0.0593057	0.0599909	0.0622127	0.0605826	0.0602633	0.07426	0.0740299	0.0801242	1.735381	-2.986116	-1.397223	0.664109	18.0673	0.0751249	1.92387	1.28907	0.627606	1.96646	0.0474824	0.954505	1.37949	1.42979	4.01919	1.24393	0.0938437	2.248	0.306456	2.39786	0.511105	0.247283	0.173726	0.153094	0.120466	0.107018	0.108809	0.115433	0.121212	0.0711939	0.066293	2.388459
48990	-1588.997	-1566.541	-22.4569	0.41611	-0.141541	0.740298	-0.0345824	-0.618614	0.0344956	0.397723	-0.194241	0.0541267	-0.00133289	-0.0478197	0.0113615	0.000374555	-0.0115995	-0.0492269	-0.0155715	-0.0366142	-0.118176	0.111278	0.168704	0.146438	0.307017	0.296581	0.159765	0.165373	0.246146	0.202691	0.213965	2.664404	-2.195719	-1.328616	1.88026	0.613627	4.71769	0.410439	2.71786	0.177801	3.39904	1.29501	0.670301	1.97445	0.614716	0.235391	0.241341	1.5915	0.764727	1.38352	2.24638	1.30451	0.264844	0.264491	0.252141	0.255022	0.255117	0.252175	0.240062	0.236353	0.227855	0.202458	1.606849
49000	-1608.586	-1568.65	-39.93599	-0.864395	0.591433	0.196616	0.462386	0.160714	-0.325063	-0.0420255	-0.00265257	-1.6643	-0.0524089	-0.494448	-0.00713615	0.00843748	0.0902686	0.00377395	0.0369388	0.0720743	0.00912254	0.0554621	0.0233665	0.0422134	0.0513854	0.0815927	0.0958183	0.069227	0.066378	0.0662021	0.0125336	1.402898	-2.892056	-1.569189	11.8151	9.10126	2.0928	4.21833	4.71806	3.08505	0.489148	0.49119	24.3565	2.27917	8.05726	0.939886	0.182769	1.39273	0.058742	0.817653	4.00268	0.342911	0.208214	0.197583	0.120507	0.11965	0.120664	0.132063	0.132562	0.137551	0.14783	0.149185	0.8026726
49010	-1591.257	-1568.145	-23.11245	1.39604	-0.0937721	0.089621	0.105604	-0.417562	-0.331991	-0.00698842	-0.322906	0.114759	-0.280341	-0.368111	0.0424697	0.00373045	-0.0334669	0.0427167	0.0186314	-0.0375188	0.000825901	0.0102062	0.041225	0.0375349	0.0410542	0.0456269	0.0300522	0.0215623	0.0214121	0.0155032	0.0173885	8.380663	-4.584756	-1.520904	3.06347	0.754479	0.654121	1.07362	1.49758	0.429925	0.111423	1.88038	0.566685	6.74915	3.99386	0.416324	0.182614	0.738487	0.979913	0.807535	1.48666	0.148258	0.218514	0.165093	0.114251	0.119208	0.119653	0.115715	0.120765	0.123036	0.118506	0.118604	1.021581
49020	-1626.166	-1571.566	-54.60023	-0.231034	-0.0465338	0.0370299	-0.00962919	0.578094	0.194212	0.0454812	-6.84132	-0.0304789	-0.548851	-0.0756603	-0.00211001	-0.0335659	-0.339317	0.200431	-0.144799	0.00259734	0.566785	0.000116031	9.20954e-05	8.79081e-05	9.12243e-05	9.03501e-05	0.000161061	0.000195586	0.000204686	2.18747e-07	2.1218e-07	4.876696	-9.061651	-1.628054	2.10836	0.158739	0.368618	0.062825	19.4053	0.964888	0.184906	40.8324	29.8594	15.2008	0.751186	0.135535	0.567771	2.10934	3.57815	6.70401	0.0201776	7.88117	0.196311	0.113392	0.105129	0.104908	0.101445	0.0722547	0.0882901	0.0763883	0.0765869	0.134992	1.540787
49030	-1591.114	-1572.035	-19.07821	0.00184823	-0.00797639	0.0647759	0.00951664	0.239063	0.0494799	0.121202	0.000439721	-0.0533157	-0.598052	0.000841852	0.00651182	-0.067002	0.0511652	-0.121172	-0.187455	0.000680697	0.0329566	0.00615466	0.00616604	0.00611705	0.00652641	0.00658881	0.00836818	0.00879265	0.00992562	0.00992998	0.00941442	0.6851953	-5.090546	-1.562328	3.39641	0.346677	0.963432	1.67092	12.5673	0.530872	1.89998	0.587105	1.41091	10.0396	0.140801	1.28967	2.20904	1.03188	2.67712	2.8561	0.0524935	1.87752	0.209647	0.115281	0.115378	0.116132	0.108606	0.114307	0.101263	0.0839537	0.0840109	0.0868257	1.199968
