Iteration	Replicate_ID	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]
2371	1	-1576.729	-1565.578	-11.15077	0.217304	0.222484	0.223273	0.216096	0.21603	0.21962	0.220313	0.21577	0.213012	0.21249
2372	0	-1579.422	-1568.369	-11.05338	0.184693	0.128299	0.113199	0.119775	0.0651254	0.0286395	0.0361883	0.0359119	0.0402473	0.0453891
2373	1	-1595.025	-1566.255	-28.77038	0.215911	0.216829	0.208824	0.209887	0.209415	0.215754	0.179574	0.177882	0.164399	0.163946
2374	0	-1607.143	-1567.715	-39.42797	0.200295	0.182545	0.104446	0.0784707	0.0848387	0.0736913	0.0674338	0.0631921	0.0542137	0.0536662
2375	1	-1612.136	-1570.248	-41.88806	0.22349	0.243029	0.233255	0.108208	0.114148	0.114024	0.118923	0.118253	0.0707194	0.0576112
2376	0	-1582.407	-1571.936	-10.47141	0.174709	0.145428	0.144478	0.139772	0.0364904	0.0373174	0.0343222	0.0183779	0.018251	0.0176142
2377	1	-1616.888	-1568.666	-48.22193	0.223654	0.195512	0.176262	0.20497	0.098726	0.055205	0.0407764	0.0417087	0.0442702	0.0398389
2378	0	-1586.374	-1569.502	-16.87182	0.199706	0.18123	0.102345	0.0934256	0.0982922	0.101935	0.0954297	0.046801	0.0486179	0.0478497
2379	1	-1589.178	-1566.413	-22.76494	0.225119	0.20176	0.144986	0.127246	0.0567399	0.0363033	0.047601	0.0486661	0.0994304	0.143851
2380	0	-1577.668	-1566.411	-11.25744	0.192489	0.16091	0.108749	0.10017	0.0499253	0.0415841	0.052476	0.0492871	0.0470875	0.0799683
2381	1	-1574.583	-1569.654	-4.929301	0.22183	0.149605	0.149757	0.148059	0.0976237	0.0976075	0.0910815	0.0733271	0.0569722	0.0191747
2382	0	-1583.47	-1566.213	-17.25664	0.21529	0.155412	0.0891089	0.0902887	0.0665861	0.0662873	0.0565515	0.0584868	0.059742	0.0775082
2383	1	-1612.647	-1567.036	-45.61046	0.213439	0.14163	0.088816	0.119101	0.0717613	0.0715876	0.0534015	0.057541	0.0851607	0.0767099
2384	0	-1578.756	-1567.728	-11.02733	0.194475	0.153581	0.139451	0.0946863	0.0364861	0.036582	0.0479568	0.0369545	0.0231391	0.0184728
2385	1	-1609.643	-1567.894	-41.74878	0.209522	0.155736	0.108961	0.100779	0.0698455	0.111007	0.0979753	0.0820188	0.0619208	0.0520477
2386	0	-1591.691	-1568.291	-23.39934	0.208178	0.123529	0.0789264	0.0796429	0.0763783	0.0765261	0.0585426	0.0556118	0.0483065	0.0521413
2387	1	-1592.754	-1567.685	-25.0698	0.194863	0.133237	0.125852	0.110189	0.0889515	0.0292776	0.0293488	0.0340577	0.0340318	0.0365183
2388	0	-1606.016	-1567.285	-38.73082	0.228043	0.133259	0.0971017	0.10776	0.0911207	0.0445185	0.0354188	0.0348158	0.0637479	0.0433421
2389	1	-1614.031	-1568.615	-45.41588	0.188887	0.179852	0.0754324	0.0753045	0.0759623	0.0737713	0.0422344	0.0450648	0.0452776	0.0568377
2390	0	-1589.775	-1567.828	-21.94728	0.197467	0.185225	0.085143	0.0763134	0.0702316	0.0682319	0.0673246	0.0614074	0.0581026	0.0571344
2391	1	-1585.966	-1566.821	-19.14515	0.194805	0.165974	0.0856001	0.0811705	0.0524101	0.0471953	0.0449204	0.03355	0.0474774	0.0348365
2392	0	-1597.002	-1567.466	-29.53547	0.209218	0.209452	0.108119	0.102293	0.098204	0.0734072	0.0629863	0.0764521	0.0176887	0.0159115
2393	1	-1600.659	-1566.928	-33.73077	0.206554	0.145396	0.0880153	0.0721546	0.06021	0.0662186	0.0617105	0.059438	0.0564866	0.0685585
2394	0	-1570.511	-1568.965	-1.54606	0.202948	0.201536	0.1149	0.110635	0.109468	0.0998575	0.101534	0.101623	0.128606	0.120014
2395	1	-1590.194	-1566.399	-23.79513	0.23274	0.156235	0.0831237	0.0801237	0.0472615	0.0488565	0.0616791	0.0721628	0.0253613	0.0250561
2396	0	-1600.995	-1567.269	-33.72648	0.230483	0.177132	0.152522	0.121816	0.0452822	0.0440938	0.0564393	0.0553468	0.0676136	0.0667083
2397	1	-1574.295	-1566.184	-8.110706	0.204389	0.137502	0.0885668	0.0899059	0.0447342	0.0475174	0.0496553	0.0443817	0.0385551	0.0370857
2398	0	-1574.916	-1569.577	-5.338795	0.30397	0.30383	0.304343	0.307868	0.276046	0.28325	0.339217	0.341988	0.3438	0.342493
2399	1	-1598.381	-1569.505	-28.87597	0.182158	0.163225	0.12724	0.120773	0.0513072	0.0560025	0.0337506	0.0295123	0.0593921	0.132179
2400	0	-1574.954	-1569.782	-5.172621	0.280211	0.283198	0.314673	0.280722	0.261156	0.228976	0.252376	0.313126	0.313038	0.304779
2401	1	-1601.663	-1567.908	-33.75522	0.186209	0.167208	0.114563	0.0931369	0.0618586	0.0693458	0.0627422	0.0667638	0.0247991	0.0247732
2402	0	-1562.634	-1567.825	5.190489	0.235241	0.221014	0.136583	0.120423	0.121517	0.138465	0.142947	0.143563	0.140638	0.141367
2403	1	-1620.832	-1572.779	-48.05297	0.19637	0.121053	0.120173	0.110068	0.114262	0.102877	0.0952935	0.106316	0.11404	0.174979
2404	0	-1574.24	-1571.061	-3.179378	0.259155	0.193428	0.125765	0.130608	0.144725	0.145852	0.114065	0.111328	0.116667	0.112466
2405	1	-1588.338	-1566.968	-21.36953	0.231051	0.223679	0.187571	0.131168	0.126038	0.113952	0.112306	0.109631	0.0971004	0.0961828
2406	0	-1560.512	-1569.346	8.834311	0.302171	0.301184	0.296753	0.298373	0.281884	0.272644	0.284932	0.280075	0.278417	0.26621
2407	1	-1592.049	-1568.82	-23.22869	0.198328	0.193719	0.0902932	0.102582	0.108468	0.0875636	0.0867765	0.0691778	0.0698876	0.0610197
2408	0	-1545.537	-1567.772	22.23487	0.258813	0.259026	0.259086	0.256499	0.145578	0.147205	0.146806	0.146892	0.147176	0.144619
2409	1	-1597.636	-1566.287	-31.34874	0.219383	0.162156	0.177831	0.173383	0.148634	0.182147	0.182573	0.160188	0.191056	0.191011
2410	0	-1579.473	-1566.948	-12.52413	0.26756	0.222637	0.213071	0.207269	0.207474	0.207513	0.218018	0.198658	0.198459	0.198309
2411	1	-1609.61	-1566.386	-43.22417	0.21189	0.200262	0.0925694	0.114713	0.0582575	0.0538418	0.0535291	0.0430371	0.0422375	0.043741
2412	0	-1582.226	-1565.464	-16.76144	0.247743	0.247591	0.268335	0.255206	0.259807	0.265606	0.264886	0.228415	0.228299	0.23886
2413	1	-1603.853	-1568.41	-35.44383	0.220733	0.133597	0.0819776	0.0822522	0.0808654	0.0836684	0.0839786	0.0684928	0.0710015	0.0681016
2414	0	-1591.342	-1573.829	-17.51286	0.242196	0.257137	0.256089	0.256917	0.251096	0.191144	0.185707	0.173837	0.17278	0.149073
2415	1	-1600.595	-1568.043	-32.55219	0.195936	0.186838	0.0895796	0.0925797	0.0925676	0.0907399	0.0906497	0.0912435	0.0845072	0.0721465
2416	0	-1585.289	-1567.579	-17.70963	0.300351	0.296875	0.231967	0.256749	0.259782	0.184566	0.275173	0.277658	0.270169	0.296927
2417	1	-1591.732	-1569.992	-21.73994	0.184158	0.178116	0.0789545	0.0829756	0.0823261	0.0845983	0.0699565	0.0695002	0.0694963	0.0690494
2418	0	-1571.386	-1566.111	-5.274302	0.256774	0.247982	0.187209	0.17703	0.166823	0.1589	0.156716	0.155024	0.151264	0.173579
2419	1	-1591.617	-1568.193	-23.4239	0.198665	0.195409	0.0809534	0.0824414	0.06699	0.0589901	0.0582772	0.0691732	0.0733216	0.0736405
2420	0	-1568.406	-1572.194	3.78752	0.31433	0.314577	0.314451	0.318118	0.3173	0.31669	0.316216	0.316574	0.326274	0.328543
2421	1	-1588.907	-1569.316	-19.59068	0.20317	0.203022	0.100476	0.100355	0.0810138	0.0762008	0.0766627	0.0776979	0.0770324	0.0787028
2422	0	-1578.856	-1569.357	-9.499663	0.311737	0.352708	0.34295	0.322093	0.327791	0.298638	0.298942	0.301075	0.294834	0.305345
2423	1	-1601.754	-1568.813	-32.94034	0.186896	0.189276	0.0752407	0.0726274	0.0585249	0.0591297	0.0597123	0.0581763	0.0230203	0.0229489
2424	0	-1579.205	-1566.925	-12.28006	0.258535	0.238737	0.232007	0.206835	0.203201	0.16693	0.175154	0.176697	0.174142	0.191931
2425	1	-1590.271	-1571.046	-19.22535	0.21034	0.175001	0.111551	0.119071	0.127632	0.106518	0.112884	0.115599	0.0510327	0.0604279
2426	0	-1571.093	-1568.011	-3.082157	0.252669	0.191269	0.191897	0.134616	0.137036	0.134232	0.126334	0.0739558	0.0671189	0.0677414
2427	1	-1600.671	-1573.457	-27.21354	0.208554	0.191632	0.0563264	0.0773738	0.0860149	0.0718	0.188789	0.0746151	0.0831308	0.08333
2428	0	-1578.667	-1567.386	-11.28078	0.235521	0.243946	0.247517	0.247262	0.246284	0.236305	0.25895	0.28579	0.283346	0.261155
2429	1	-1569.82	-1569.399	-0.4204587	0.181448	0.160863	0.0677483	0.0670106	0.0634584	0.0633132	0.0551711	0.0506611	0.0322289	0.0321423
2430	0	-1563.798	-1572.091	8.29278	0.241607	0.239057	0.24089	0.238792	0.238607	0.23396	0.255102	0.24998	0.250297	0.250889
2431	1	-1580.248	-1568.434	-11.81411	0.225189	0.160334	0.135396	0.132336	0.0931573	0.0290861	0.0624281	0.069735	0.0803197	0.0756076
2432	0	-1581.638	-1568.478	-13.16039	0.274033	0.272744	0.265292	0.268045	0.265051	0.215392	0.215988	0.221681	0.21628	0.215446
2433	1	-1602.526	-1566.893	-35.63293	0.213959	0.1702	0.122509	0.0775431	0.0395706	0.0229008	0.0162661	0.0223552	0.0195256	0.0233912
2434	0	-1546.383	-1567.374	20.99088	0.28588	0.248147	0.233893	0.221756	0.22132	0.222886	0.222101	0.221153	0.220346	0.224048
2435	1	-1575.535	-1567.509	-8.026147	0.234607	0.168256	0.0834193	0.119646	0.0298779	0.048773	0.0761529	0.0505181	0.0449559	0.0543864
2436	0	-1536.805	-1569.159	32.35416	0.292181	0.2935	0.293638	0.292916	0.293446	0.292257	0.289011	0.290958	0.290665	0.290909
2437	1	-1562.103	-1567.141	5.038202	0.204702	0.182551	0.0836956	0.0841381	0.0684133	0.0645071	0.0638777	0.0367997	0.0349768	0.035968
2438	0	-1555.307	-1567.128	11.82129	0.267659	0.267222	0.267507	0.263321	0.263113	0.262619	0.267872	0.262738	0.262052	0.262811
2439	1	-1586.283	-1566.933	-19.35039	0.245205	0.166728	0.116142	0.117707	0.1021	0.0730461	0.0643007	0.0647641	0.0564701	0.0535218
2440	0	-1580.679	-1567.028	-13.65108	0.260702	0.259417	0.252481	0.252455	0.251643	0.247774	0.242157	0.248493	0.274144	0.288605
2441	1	-1535.691	-1567.494	31.80241	0.213577	0.210123	0.110341	0.110896	0.111228	0.111435	0.109265	0.10774	0.0895162	0.104146
2442	0	-1563.457	-1567.05	3.593168	0.278888	0.278786	0.325365	0.328968	0.328916	0.301825	0.302143	0.303027	0.286805	0.291161
2443	1	-1577.715	-1567.187	-10.52802	0.237456	0.160075	0.145661	0.152195	0.0975696	0.0931663	0.0911538	0.141734	0.135188	0.0915352
2444	0	-1568.34	-1567.927	-0.4128556	0.277252	0.263622	0.177086	0.180709	0.183535	0.183109	0.176875	0.178848	0.186981	0.188035
2445	1	-1583.816	-1571.004	-12.81198	0.22085	0.115019	0.0763238	0.0765235	0.0762498	0.0802152	0.0797849	0.0427634	0.0417121	0.0419039
2446	0	-1583.43	-1568.566	-14.86461	0.237704	0.203324	0.205585	0.194868	0.161081	0.101921	0.105715	0.114905	0.117717	0.122565
2447	1	-1591.545	-1568.504	-23.04081	0.211304	0.123094	0.0803778	0.0806897	0.0818475	0.0202355	0.0189592	0.0187631	0.0179497	0.0181927
2448	0	-1580.39	-1568.905	-11.48561	0.284635	0.276823	0.275029	0.263683	0.138383	0.133244	0.127434	0.127334	0.124837	0.123227
2449	1	-1577.207	-1569.001	-8.205629	0.195667	0.198599	0.0725317	0.0724823	0.0725267	0.0202095	0.02032	0.0203194	0.0210058	0.0212794
2450	0	-1585.667	-1570.072	-15.59493	0.266414	0.266651	0.27728	0.2102	0.256331	0.252674	0.155938	0.154015	0.159938	0.159218
2451	1	-1573.134	-1567.47	-5.66444	0.203582	0.199813	0.0840133	0.0795925	0.0803873	0.037276	0.0372399	0.0372397	0.0365086	0.0363368
2452	0	-1560.958	-1569.362	8.403916	0.297043	0.295818	0.283558	0.248729	0.248304	0.27201	0.272772	0.274377	0.270244	0.271016
2453	1	-1552.266	-1571.748	19.48184	0.181292	0.180738	0.0906328	0.0922001	0.0988334	0.0994007	0.0996434	0.100755	0.10054	0.100597
2454	0	-1586.622	-1567.688	-18.93416	0.258285	0.258858	0.256024	0.254923	0.191555	0.191546	0.197661	0.254981	0.298877	0.250798
2455	1	-1585.214	-1567.57	-17.64368	0.227781	0.238256	0.11161	0.125271	0.124917	0.0948207	0.0954405	0.0928611	0.0949901	0.0952487
2456	0	-1569.191	-1569.403	0.2126539	0.284673	0.267353	0.268148	0.242293	0.232259	0.165873	0.147374	0.163859	0.155644	0.158631
2457	1	-1581.204	-1567.72	-13.48362	0.210845	0.211315	0.124595	0.0924605	0.0498643	0.0488439	0.0477252	0.0448576	0.0450452	0.0470071
2458	0	-1560.486	-1566.41	5.923473	0.245242	0.247298	0.142199	0.140757	0.124648	0.118867	0.119824	0.119994	0.11986	0.121607
2459	1	-1611.747	-1568.873	-42.87383	0.196134	0.147107	0.146488	0.0889939	0.0991638	0.0510794	0.0511447	0.0510421	0.0537933	0.0557998
2460	0	-1567.456	-1567.061	-0.3951305	0.247839	0.243653	0.143363	0.145305	0.148902	0.147972	0.149248	0.143955	0.143411	0.115473
2461	1	-1607.388	-1568.177	-39.21089	0.192847	0.151335	0.0751015	0.079608	0.0814932	0.0775762	0.0619432	0.0452157	0.045085	0.0459768
2462	0	-1563.331	-1568.376	5.044478	0.314331	0.293933	0.296917	0.29109	0.292074	0.291668	0.293268	0.295143	0.27256	0.278187
2463	1	-1592.087	-1566.237	-25.8506	0.227737	0.141244	0.104415	0.107759	0.0651913	0.0511946	0.0469416	0.0495243	0.0466422	0.0850536
2464	0	-1588.624	-1568.013	-20.61047	0.265181	0.275725	0.275266	0.271172	0.168233	0.286325	0.257725	0.248419	0.225582	0.338886
2465	1	-1572.133	-1568.535	-3.598293	0.24785	0.251514	0.131445	0.131538	0.13284	0.132377	0.125379	0.120907	0.106605	0.0974223
2466	0	-1570.872	-1568.368	-2.504274	0.299563	0.300206	0.300611	0.300772	0.219714	0.219668	0.215898	0.211024	0.207118	0.168824
2467	1	-1575.777	-1568.513	-7.264132	0.214659	0.164483	0.114685	0.119657	0.122429	0.115754	0.112015	0.112101	0.112244	0.111477
2468	0	-1578.888	-1567.365	-11.52367	0.30495	0.284179	0.285207	0.28385	0.248764	0.242442	0.245994	0.242954	0.231351	0.232946
2469	1	-1592.371	-1570.733	-21.63785	0.229084	0.224003	0.173847	0.16694	0.130423	0.0542623	0.0545821	0.0551858	0.0458311	0.0416259
2470	0	-1535.218	-1568.795	33.57646	0.281012	0.281013	0.281015	0.281608	0.282848	0.282675	0.282882	0.283071	0.281713	0.282993
2471	1	-1581.52	-1567.163	-14.35751	0.281504	0.303214	0.227395	0.206858	0.197177	0.186244	0.208962	0.200383	0.190452	0.18952
2472	0	-1549.086	-1571.42	22.33397	0.274266	0.256371	0.254208	0.25425	0.254245	0.254422	0.254392	0.249438	0.247439	0.250134
2473	1	-1578.121	-1569.729	-8.392562	0.236065	0.269022	0.246228	0.234785	0.176715	0.200674	0.170242	0.126981	0.11674	0.114734
2474	0	-1592.6	-1568.209	-24.39139	0.271485	0.213294	0.20195	0.18753	0.195136	0.197789	0.223664	0.221304	0.212098	0.212103
2475	1	-1584.946	-1572.569	-12.3775	0.272808	0.229032	0.202871	0.200905	0.196082	0.200785	0.200601	0.179131	0.176713	0.175259
2476	0	-1568.116	-1567.546	-0.5695638	0.274182	0.265811	0.262236	0.226288	0.211726	0.174303	0.132892	0.133313	0.137348	0.141615
2477	1	-1574.961	-1567.868	-7.092541	0.255434	0.254735	0.220821	0.220444	0.0970849	0.120863	0.13183	0.121113	0.118448	0.118026
2478	0	-1561.523	-1569.945	8.421401	0.203231	0.202729	0.204375	0.197917	0.107004	0.0997102	0.109164	0.109513	0.106429	0.103453
2479	1	-1540.609	-1568.22	27.61143	0.225975	0.225952	0.206759	0.207497	0.14254	0.118872	0.119028	0.118143	0.11811	0.123379
2480	0	-1577.917	-1566.244	-11.67236	0.270354	0.270415	0.27495	0.269558	0.278714	0.265165	0.25449	0.250347	0.240934	0.243524
2481	1	-1538.598	-1567.607	29.00846	0.248024	0.251446	0.165964	0.166468	0.165788	0.165891	0.165288	0.165008	0.116676	0.118555
2482	0	-1591.591	-1566.713	-24.878	0.237663	0.252401	0.262684	0.230796	0.231266	0.226666	0.163809	0.158461	0.146448	0.167134
2483	1	-1554.127	-1570.022	15.8951	0.184766	0.184966	0.075719	0.0787076	0.07634	0.0730217	0.072924	0.0777614	0.076761	0.081606
2484	0	-1591.011	-1569.014	-21.99702	0.244951	0.23785	0.238446	0.229117	0.232038	0.217319	0.191013	0.195915	0.205623	0.131929
2485	1	-1552.138	-1566.682	14.54371	0.221315	0.177654	0.114629	0.108752	0.107381	0.0913519	0.0912846	0.0905975	0.106844	0.0930957
2486	0	-1577.987	-1566.525	-11.46168	0.245531	0.234317	0.158352	0.157934	0.161358	0.156762	0.159236	0.158725	0.132711	0.131641
2487	1	-1581.463	-1567.827	-13.63612	0.229673	0.184199	0.138476	0.0937862	0.091546	0.090273	0.0865664	0.0885351	0.0651351	0.0655385
2488	0	-1581.078	-1566.53	-14.54844	0.218957	0.221528	0.204436	0.205714	0.16345	0.170534	0.153677	0.177008	0.206327	0.199172
2489	1	-1572.669	-1565.909	-6.7598	0.222591	0.175613	0.107054	0.125433	0.0502818	0.0565515	0.0551105	0.0563939	0.0536241	0.059337
2490	0	-1564.822	-1566.578	1.755722	0.232683	0.209861	0.139703	0.135794	0.135535	0.134653	0.125013	0.122665	0.123419	0.124032
2491	1	-1582.721	-1567.902	-14.81927	0.213582	0.212153	0.146166	0.110633	0.109446	0.109609	0.107273	0.104316	0.1019	0.100714
2492	0	-1562.362	-1568.37	6.00842	0.227504	0.240824	0.206853	0.173187	0.166405	0.152407	0.15086	0.150854	0.156638	0.144543
2493	1	-1608.176	-1567.369	-40.8072	0.209644	0.208742	0.148887	0.144386	0.140969	0.148449	0.142096	0.142898	0.144441	0.166614
2494	0	-1593.629	-1567.458	-26.17158	0.302396	0.305674	0.306533	0.275371	0.204865	0.203383	0.197622	0.198099	0.196699	0.187895
2495	1	-1592.707	-1566.705	-26.00218	0.20958	0.209643	0.176984	0.176198	0.193736	0.182171	0.176405	0.190457	0.18848	0.0651785
2496	0	-1579.699	-1569.164	-10.53508	0.306547	0.312746	0.305967	0.310821	0.3139	0.29414	0.322297	0.323335	0.315646	0.337408
2497	1	-1580.654	-1566.216	-14.43748	0.204005	0.2025	0.2027	0.198981	0.197915	0.198071	0.188098	0.201043	0.19699	0.169812
2498	0	-1584.938	-1574.573	-10.36418	0.387012	0.386993	0.380278	0.375134	0.373427	0.368465	0.339506	0.332545	0.331768	0.330764
2499	1	-1583.816	-1565.357	-18.45858	0.237628	0.244641	0.240983	0.20914	0.18285	0.195936	0.222526	0.222195	0.221153	0.221739
2500	0	-1561.579	-1566.735	5.155842	0.269907	0.265154	0.182972	0.18285	0.176996	0.166228	0.148261	0.144301	0.143637	0.13723
2501	1	-1581.804	-1566.322	-15.48166	0.219378	0.215093	0.180681	0.181774	0.201608	0.199297	0.231687	0.232665	0.223186	0.223751
2502	0	-1605.539	-1566.929	-38.6103	0.277995	0.275316	0.333261	0.323559	0.356329	0.363004	0.480388	0.41819	0.0728782	0.0680331
2503	1	-1599.888	-1565.41	-34.47793	0.212711	0.194271	0.198182	0.279041	0.303336	0.301884	0.302057	0.305602	0.307366	0.298863
2504	0	-1586.122	-1567.736	-18.38585	0.243502	0.235149	0.188131	0.191139	0.186401	0.18675	0.177011	0.184269	0.182812	0.181881
2505	1	-1588.364	-1566.692	-21.67177	0.205546	0.208345	0.238584	0.237998	0.23232	0.213635	0.201932	0.208861	0.211801	0.212135
2506	0	-1565.874	-1567.156	1.281317	0.274013	0.269	0.253336	0.246247	0.256513	0.255901	0.24259	0.244584	0.247581	0.246717
2507	1	-1606.57	-1568.084	-38.48657	0.229067	0.194353	0.191345	0.185982	0.13991	0.136362	0.128753	0.12421	0.127374	0.12948
2508	0	-1593.306	-1567.616	-25.69075	0.230228	0.227292	0.226097	0.160353	0.160286	0.153585	0.157712	0.41858	0.426707	0.42793
2509	1	-1598.945	-1564.812	-34.13362	0.238558	0.246805	0.249783	0.245023	0.108442	0.10661	0.105428	0.100801	0.0873363	0.0873261
2510	0	-1572.634	-1567.124	-5.510856	0.230277	0.230859	0.226034	0.222655	0.196706	0.193153	0.189422	0.189297	0.186339	0.193976
2511	1	-1581.02	-1566.191	-14.82846	0.227272	0.228831	0.223779	0.225424	0.18584	0.163194	0.163623	0.163221	0.158432	0.158054
2512	0	-1591.788	-1566.154	-25.6335	0.233458	0.213572	0.206371	0.206837	0.230693	0.220394	0.284367	0.287899	0.233627	0.271931
2513	1	-1555.079	-1564.967	9.887238	0.235923	0.239322	0.233677	0.230673	0.230945	0.229017	0.230516	0.230468	0.229919	0.232967
2514	0	-1598.652	-1567.675	-30.97761	0.238016	0.186862	0.185049	0.148095	0.119922	0.139779	0.143258	0.132557	0.164918	0.164688
2515	1	-1544.457	-1565.867	21.41057	0.222126	0.222287	0.222583	0.222583	0.222431	0.223228	0.224925	0.225004	0.226336	0.226065
2516	0	-1575.36	-1567.044	-8.316045	0.277328	0.272688	0.165078	0.162884	0.16988	0.150103	0.147509	0.148884	0.139667	0.139912
2517	1	-1560.612	-1565.401	4.789734	0.243129	0.242803	0.245586	0.246749	0.247254	0.247252	0.247274	0.250929	0.241181	0.242107
2518	0	-1562.846	-1567.64	4.79378	0.23825	0.231827	0.101996	0.0955196	0.0955164	0.0954929	0.0951609	0.0956547	0.0858402	0.0870548
2519	1	-1575.103	-1568.239	-6.864266	0.214358	0.180642	0.181621	0.177803	0.177221	0.173535	0.172959	0.17251	0.170966	0.171054
2520	0	-1562.349	-1567.199	4.850792	0.247499	0.228624	0.108385	0.104362	0.0888719	0.0878446	0.0877663	0.0944616	0.0966295	0.0899834
2521	1	-1602.656	-1567.067	-35.5897	0.234288	0.212934	0.128938	0.128754	0.0643822	0.0635521	0.0626064	0.0552882	0.0262371	0.0259517
2522	0	-1548.323	-1568.259	19.93592	0.25399	0.248067	0.244789	0.132844	0.141123	0.139573	0.143846	0.143115	0.144805	0.150904
2523	1	-1565.97	-1569.792	3.822202	0.259838	0.255813	0.231961	0.225137	0.223506	0.220327	0.220833	0.212944	0.277691	0.277382
2524	0	-1560.939	-1573.544	12.60427	0.199345	0.199417	0.196782	0.18792	0.147697	0.146937	0.150859	0.141375	0.177612	0.177329
2525	1	-1571.032	-1567.715	-3.316487	0.275889	0.283302	0.283138	0.276585	0.256606	0.239015	0.238531	0.245388	0.245303	0.268128
2526	0	-1552.431	-1567.801	15.36972	0.265863	0.265842	0.216456	0.216284	0.216283	0.216273	0.194893	0.202744	0.143176	0.142786
2527	1	-1574.129	-1568.69	-5.439075	0.301297	0.301743	0.265881	0.273068	0.231603	0.232659	0.276663	0.271035	0.252009	0.253857
2528	0	-1559.85	-1566.888	7.03831	0.261653	0.263464	0.208156	0.196755	0.161835	0.167388	0.168197	0.167537	0.167523	0.17435
2529	1	-1567.395	-1567.784	0.38929	0.294669	0.294762	0.298212	0.289696	0.267028	0.220411	0.218485	0.220213	0.219996	0.229254
2530	0	-1569.921	-1567.14	-2.781267	0.275028	0.309518	0.297841	0.272808	0.264936	0.264249	0.265905	0.294284	0.279092	0.271505
2531	1	-1575.535	-1567.763	-7.772637	0.245948	0.243511	0.240889	0.241206	0.247711	0.178144	0.164022	0.164329	0.202358	0.199015
2532	0	-1569.601	-1567.643	-1.957798	0.261173	0.25949	0.26215	0.262547	0.163904	0.147624	0.139989	0.188428	0.187957	0.190846
2533	1	-1588.235	-1568.351	-19.88398	0.195488	0.195544	0.116438	0.0901259	0.090179	0.077353	0.0767925	0.0616017	0.072591	0.0726684
2534	0	-1565.694	-1568.596	2.901552	0.280563	0.275597	0.27549	0.27131	0.164046	0.168057	0.17651	0.181075	0.156738	0.0569545
2535	1	-1593.912	-1566.706	-27.20634	0.268242	0.226676	0.151481	0.202842	0.177868	0.129402	0.123775	0.230554	0.251567	0.233696
2536	0	-1580.468	-1565.364	-15.10418	0.223013	0.208132	0.210389	0.188364	0.110749	0.131559	0.137818	0.145521	0.123437	0.105952
2537	1	-1609.574	-1566.788	-42.78618	0.22612	0.224506	0.233825	0.231037	0.228739	0.0768356	0.0766013	0.0910258	0.0902843	0.091575
2538	0	-1596.849	-1568.225	-28.62375	0.250648	0.221022	0.152374	0.0871976	0.0821184	0.0810716	0.0791644	0.0892299	0.0895305	0.0869737
2539	1	-1595.611	-1567.77	-27.8413	0.229285	0.227504	0.179048	0.178251	0.203014	0.218631	0.218524	0.220779	0.212525	0.215371
2540	0	-1591.019	-1566.775	-24.24361	0.268324	0.244132	0.245137	0.251734	0.231266	0.118432	0.114859	0.230949	0.237938	0.228311
2541	1	-1592.52	-1565.061	-27.45919	0.248087	0.23703	0.236878	0.218341	0.220514	0.223758	0.262686	0.226531	0.195319	0.229184
2542	0	-1585.978	-1567.296	-18.68162	0.265724	0.258131	0.178084	0.183393	0.18604	0.19804	0.206719	0.213199	0.209428	0.227348
2543	1	-1599.535	-1567.929	-31.6063	0.234998	0.261497	0.219685	0.198774	0.201593	0.203901	0.203367	0.204373	0.18221	0.178966
2544	0	-1559.888	-1568.842	8.954736	0.238754	0.240989	0.235077	0.187414	0.188664	0.186158	0.139079	0.191342	0.183897	0.182068
2545	1	-1578.377	-1565.965	-12.41171	0.267833	0.264075	0.24212	0.238411	0.228639	0.230833	0.227974	0.236479	0.232207	0.1909
2546	0	-1551.836	-1568.193	16.35659	0.246013	0.253377	0.155105	0.159112	0.17547	0.158506	0.158564	0.163676	0.171572	0.17404
2547	1	-1619.439	-1566.97	-52.46895	0.271673	0.273184	0.230225	0.136906	0.138104	0.0983655	0.0848049	0.147206	0.101444	0.124673
2548	0	-1567.702	-1569.835	2.133224	0.26383	0.265186	0.274075	0.277869	0.208898	0.211196	0.187498	0.187669	0.180836	0.161692
2549	1	-1596.068	-1570.031	-26.03715	0.229509	0.150958	0.120718	0.120254	0.114404	0.115917	0.126066	0.0681345	0.065711	0.0877142
2550	0	-1573.134	-1567.219	-5.914871	0.25274	0.270209	0.213672	0.227077	0.220925	0.220583	0.221434	0.216509	0.176722	0.176821
2551	1	-1622.365	-1570.276	-52.08951	0.179829	0.187168	0.115184	0.112012	0.0371912	0.0384872	0.0441202	0.0162233	0.0131385	0.0127472
2552	0	-1582.091	-1566.017	-16.07413	0.211433	0.211807	0.211963	0.21088	0.209276	0.212133	0.247989	0.282112	0.282418	0.281757
2553	1	-1615.971	-1566.842	-49.12898	0.206208	0.172966	0.0882021	0.0858869	0.0832884	0.0830975	0.0734654	0.0744605	0.0711757	0.0695694
2554	0	-1597.369	-1568.522	-28.84707	0.223442	0.220537	0.175992	0.176794	0.177627	0.175602	0.173258	0.174383	0.160709	0.151734
2555	1	-1589.148	-1567.935	-21.21239	0.225666	0.141084	0.129831	0.134126	0.0966636	0.0941483	0.0941411	0.0868801	0.0866723	0.118618
