Iteration	Replicate_ID	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]
7482	0	-1578.662	-1567.893	-10.76893	0.240062	0.239553	0.25638	0.210505	0.203131	0.207459	0.196749	0.189064	0.147469	0.125017
7483	1	-1588.769	-1569.893	-18.87602	0.211641	0.120789	0.111882	0.129525	0.114484	0.0939902	0.0484568	0.0482391	0.0545132	0.0524461
7484	0	-1581.298	-1565.902	-15.39538	0.242101	0.206788	0.186501	0.186518	0.124385	0.115608	0.117673	0.113218	0.0538236	0.2268
7485	1	-1589.119	-1568.585	-20.53418	0.237778	0.138045	0.100657	0.0968975	0.0794352	0.0779124	0.0675055	0.0630376	0.0754896	0.0524301
7486	0	-1586.167	-1568.518	-17.6489	0.235125	0.236618	0.137343	0.136263	0.135999	0.156821	0.162565	0.154389	0.0132128	0.0141602
7487	1	-1573.399	-1567.448	-5.951328	0.247355	0.241738	0.223832	0.17915	0.176973	0.14686	0.153452	0.153985	0.143336	0.183529
7488	0	-1564.782	-1566.718	1.935878	0.29969	0.307113	0.283382	0.281155	0.275305	0.224111	0.226942	0.23127	0.248924	0.240388
7489	1	-1586.471	-1568.374	-18.09738	0.234758	0.172724	0.157802	0.144394	0.183702	0.053086	0.0477746	0.0531067	0.0503074	0.0705776
7490	0	-1579.233	-1569.422	-9.810507	0.230801	0.230707	0.227925	0.227708	0.227867	0.228737	0.226982	0.226736	0.244542	0.221981
7491	1	-1553.998	-1568.808	14.81039	0.20843	0.197901	0.0861841	0.0709488	0.0720814	0.0875877	0.0618235	0.0519504	0.0519498	0.0519169
7492	0	-1572.294	-1567.315	-4.978748	0.255426	0.25257	0.16938	0.164509	0.152118	0.155042	0.179071	0.180954	0.146257	0.128092
7493	1	-1572.472	-1567.817	-4.655005	0.23402	0.213334	0.11132	0.11163	0.117317	0.113904	0.11547	0.117616	0.117822	0.117765
7494	0	-1574.01	-1566.261	-7.749561	0.231291	0.21911	0.17498	0.169187	0.146647	0.143001	0.144078	0.142782	0.142326	0.13617
7495	1	-1591.741	-1567.617	-24.12361	0.216086	0.167508	0.0771063	0.0794907	0.0791707	0.0719062	0.077223	0.0742048	0.0770683	0.0765585
7496	0	-1590.531	-1569.985	-20.54521	0.1989	0.174159	0.15913	0.139543	0.114788	0.10623	0.101953	0.109222	0.0444426	0.0447012
7497	1	-1577.021	-1565.22	-11.80084	0.23579	0.235505	0.24721	0.225637	0.22647	0.219938	0.218902	0.218557	0.228069	0.229242
7498	0	-1607.922	-1566.578	-41.34462	0.21085	0.17074	0.0967765	0.0971554	0.0937102	0.0765351	0.0813311	0.0802199	0.0755763	0.0846834
7499	1	-1597.723	-1564.981	-32.74114	0.223789	0.22144	0.234648	0.230187	0.235929	0.237403	0.30542	0.314248	0.31434	0.303348
7500	0	-1605.29	-1568.218	-37.07133	0.191084	0.176077	0.0928362	0.0920782	0.09197	0.0639124	0.0667381	0.0671096	0.0251121	0.0239911
7501	1	-1573.975	-1566.345	-7.629716	0.231419	0.232035	0.231802	0.231743	0.247497	0.246512	0.170459	0.173144	0.172426	0.172331
7502	0	-1615.687	-1570.188	-45.4983	0.206824	0.206607	0.134225	0.0807071	0.0740443	0.0685536	0.0260366	0.0239695	0.0709898	0.0687765
7503	1	-1565.249	-1569	3.750698	0.210176	0.206015	0.138827	0.139002	0.134214	0.135005	0.13324	0.128807	0.130108	0.131066
7504	0	-1622.048	-1567.354	-54.6942	0.239416	0.242368	0.243545	0.242803	0.23004	0.1927	0.210684	0.231105	0.228666	0.151927
7505	1	-1589.503	-1565.737	-23.76546	0.24208	0.239399	0.23595	0.215625	0.211357	0.210994	0.214048	0.213969	0.165227	0.194938
7506	0	-1586.661	-1567.465	-19.19597	0.288766	0.28472	0.254861	0.252682	0.116932	0.11724	0.117173	0.11936	0.120576	0.185563
7507	1	-1560.702	-1565.18	4.478121	0.246677	0.246684	0.246273	0.24595	0.245448	0.244581	0.252174	0.252573	0.255455	0.256116
7508	0	-1596.136	-1569.355	-26.78133	0.296731	0.290994	0.179405	0.159243	0.147961	0.125703	0.144259	0.177247	0.282565	0.281776
7509	1	-1574.149	-1565.85	-8.298993	0.23878	0.183179	0.183434	0.180396	0.173598	0.17491	0.174879	0.186414	0.187121	0.188149
7510	0	-1577.761	-1571.852	-5.908577	0.263099	0.199131	0.186445	0.192561	0.0644981	0.069754	0.0679364	0.0612636	0.0601931	0.0341097
7511	1	-1595.498	-1569.813	-25.68519	0.204055	0.210204	0.154527	0.153738	0.102087	0.0994541	0.102711	0.103716	0.11416	0.121549
7512	0	-1564.322	-1569.057	4.734715	0.233725	0.231651	0.155963	0.156322	0.152999	0.149806	0.151412	0.152864	0.154777	0.163775
7513	1	-1609.119	-1565.655	-43.46337	0.235551	0.27497	0.277215	0.195555	0.189045	0.188501	0.186357	0.18566	0.186672	0.184375
7514	0	-1571.797	-1566.821	-4.976143	0.262884	0.255084	0.152372	0.152616	0.153497	0.148674	0.149921	0.150621	0.142384	0.142071
7515	1	-1601.211	-1570.693	-30.5176	0.223904	0.223683	0.219169	0.245856	0.244334	0.236424	0.273714	0.218357	0.232437	0.230214
7516	0	-1582.736	-1568.437	-14.29946	0.247548	0.198294	0.213583	0.172249	0.159178	0.155011	0.131623	0.169153	0.170011	0.172146
7517	1	-1588.685	-1565.707	-22.978	0.232674	0.232511	0.222148	0.19683	0.13285	0.147285	0.154975	0.154299	0.185212	0.188148
7518	0	-1548.339	-1568.532	20.19279	0.298182	0.297873	0.29526	0.298349	0.23397	0.212506	0.204016	0.205211	0.211129	0.209739
7519	1	-1586.228	-1567.038	-19.18955	0.193959	0.158918	0.122099	0.0831115	0.0836704	0.0449865	0.0451378	0.0585849	0.046335	0.0565908
7520	0	-1589.697	-1568.628	-21.06963	0.284868	0.296295	0.290092	0.289418	0.270517	0.260184	0.256634	0.246051	0.249636	0.264648
7521	1	-1596.807	-1565.827	-30.97934	0.213225	0.160589	0.107556	0.0922128	0.0645992	0.0522247	0.0547468	0.0569898	0.0546341	0.101135
7522	0	-1594.515	-1568.166	-26.34945	0.192318	0.185353	0.122187	0.0722058	0.0749828	0.0615674	0.0619649	0.0622188	0.0477654	0.0637452
7523	1	-1615.138	-1569.799	-45.3386	0.261435	0.217505	0.0756112	0.0784256	0.0596945	0.0727689	0.0754586	0.0750088	0.0771912	0.0573742
7524	0	-1584.359	-1566.3	-18.05892	0.222261	0.164686	0.0868539	0.0754172	0.0655462	0.0382262	0.0340026	0.0264375	0.0254882	0.0255377
7525	1	-1574.136	-1568.304	-5.831755	0.26342	0.265738	0.171164	0.174821	0.178877	0.178429	0.156517	0.178697	0.168724	0.15541
7526	0	-1599.099	-1572.698	-26.40178	0.211632	0.155226	0.163691	0.140512	0.0907717	0.0801372	0.06673	0.063115	0.0718855	0.0724849
7527	1	-1593.241	-1568.375	-24.86665	0.254296	0.172235	0.154249	0.17891	0.201749	0.0703804	0.0785048	0.0805941	0.0780318	0.111076
7528	0	-1608.452	-1569.562	-38.89007	0.180461	0.184608	0.129871	0.142549	0.0515197	0.0373391	0.0512561	0.0743558	0.0792542	0.0589019
7529	1	-1574.577	-1568.2	-6.376656	0.202833	0.160582	0.138042	0.137607	0.124106	0.0405111	0.0408274	0.0423868	0.044737	0.0371842
7530	0	-1616.069	-1569.011	-47.05782	0.22685	0.120641	0.0817861	0.087281	0.0232084	0.0157694	0.0393105	0.0402537	0.040278	0.0610104
7531	1	-1619.753	-1567.534	-52.21812	0.229069	0.152118	0.162167	0.172154	0.0996967	0.0568084	0.0561063	0.0533549	0.0506619	0.0843654
7532	0	-1610.771	-1565.686	-45.08467	0.222261	0.146718	0.114366	0.124925	0.0568169	0.0332639	0.0309936	0.033749	0.032921	0.0355166
7533	1	-1607.333	-1567.391	-39.94205	0.18752	0.146382	0.0999339	0.101947	0.0679381	0.0374527	0.0400873	0.032304	0.0347154	0.0476287
7534	0	-1577.909	-1566.013	-11.89552	0.234383	0.191712	0.130044	0.115677	0.100937	0.102331	0.053306	0.057515	0.0540951	0.0573365
7535	1	-1599.254	-1568.376	-30.87743	0.263495	0.193329	0.150586	0.0899145	0.0964441	0.0930047	0.0862614	0.0894814	0.10444	0.244306
7536	0	-1579.096	-1567.7	-11.39626	0.234213	0.185854	0.184935	0.117871	0.117781	0.109069	0.107914	0.101117	0.174251	0.326958
7537	1	-1586.937	-1566.763	-20.17442	0.216537	0.164694	0.168392	0.136072	0.12503	0.12079	0.121173	0.121279	0.127474	0.127595
7538	0	-1608.646	-1568.828	-39.81802	0.202254	0.119176	0.0971354	0.0967472	0.0935943	0.044644	0.0380819	0.0381172	0.0490907	0.0665502
7539	1	-1590.268	-1569.359	-20.90913	0.215673	0.193562	0.178575	0.17015	0.16754	0.167165	0.162675	0.161112	0.162333	0.161783
7540	0	-1608.956	-1567.983	-40.97361	0.187022	0.189085	0.106231	0.0874099	0.0892139	0.0583207	0.0428798	0.0438543	0.0418179	0.0417668
7541	1	-1582.427	-1566.261	-16.1663	0.213637	0.216011	0.216455	0.213253	0.211317	0.17597	0.178159	0.178172	0.171956	0.191553
7542	0	-1590.4	-1568.368	-22.03295	0.182821	0.129672	0.110283	0.101249	0.0428417	0.0401158	0.0355689	0.0424199	0.0412597	0.0417924
7543	1	-1594.328	-1567.47	-26.85806	0.238007	0.154834	0.15737	0.159541	0.158262	0.157337	0.156164	0.158296	0.141625	0.188078
7544	0	-1586.849	-1568.322	-18.52637	0.197333	0.148457	0.113398	0.104378	0.103977	0.0885278	0.0517077	0.0497109	0.0483536	0.0383747
7545	1	-1594.144	-1568.75	-25.39339	0.230298	0.183832	0.206663	0.175173	0.177687	0.100835	0.0804991	0.0798013	0.0991145	0.123813
7546	0	-1605.941	-1571.494	-34.44727	0.204919	0.218783	0.0808961	0.0756612	0.0872518	0.0632492	0.010633	0.0392281	0.11324	0.0833462
7547	1	-1605.794	-1574.844	-30.94997	0.218806	0.209684	0.117162	0.120875	0.122189	0.118756	0.118871	0.118847	0.120458	0.0913849
7548	0	-1579.216	-1565.724	-13.49243	0.210699	0.171098	0.102028	0.0808636	0.0327432	0.0275296	0.0219081	0.0595789	0.0389806	0.0345036
7549	1	-1605.422	-1570.139	-35.28302	0.201777	0.201815	0.061241	0.0592006	0.0567668	0.0563714	0.0564416	0.0563759	0.0575172	0.0651284
7550	0	-1602.867	-1566.951	-35.9162	0.220028	0.159647	0.0789382	0.0614316	0.0536577	0.055619	0.0541943	0.0537711	0.0186002	0.0155223
7551	1	-1593.783	-1567.764	-26.01923	0.207805	0.179223	0.0791951	0.0589749	0.0577501	0.0594443	0.0589926	0.0568787	0.0544617	0.0537974
7552	0	-1585.688	-1565.958	-19.73028	0.217442	0.149979	0.0954554	0.0950818	0.0376043	0.0334824	0.0308721	0.0975071	0.0718397	0.0867639
7553	1	-1587.25	-1571.208	-16.04143	0.206218	0.205605	0.0722691	0.071508	0.0782184	0.0776299	0.0877731	0.0896216	0.0898707	0.0893089
7554	0	-1595.178	-1568.104	-27.07398	0.199394	0.183115	0.14284	0.0889088	0.0520696	0.0364059	0.0363772	0.0321406	0.0264391	0.0202261
7555	1	-1591.744	-1569.67	-22.07381	0.210138	0.206732	0.0747788	0.0746165	0.0703333	0.0711062	0.0710093	0.0710022	0.0710159	0.0710251
7556	0	-1589.314	-1566.853	-22.46084	0.198325	0.14078	0.115629	0.107041	0.0727561	0.0217832	0.0219729	0.0219322	0.0222263	0.0234651
7557	1	-1568.107	-1570.993	2.885836	0.191469	0.191428	0.0877843	0.0870165	0.0888589	0.0926532	0.0926674	0.0911701	0.0907821	0.0909824
7558	0	-1571.07	-1567.702	-3.368117	0.196371	0.121811	0.0853313	0.0872764	0.052036	0.0518095	0.0466637	0.0491713	0.0451894	0.0459482
7559	1	-1580.507	-1568.243	-12.26402	0.227705	0.223712	0.0855218	0.0856143	0.0856277	0.0856198	0.0843466	0.102265	0.102306	0.102461
7560	0	-1567.442	-1569.629	2.187118	0.239475	0.183464	0.0896339	0.0918546	0.0978472	0.0675739	0.0700849	0.0722253	0.0699901	0.0698253
7561	1	-1584.901	-1567.435	-17.46513	0.267946	0.261381	0.27969	0.280801	0.275305	0.274483	0.272678	0.272324	0.274948	0.337574
7562	0	-1570.253	-1572.659	2.406533	0.216724	0.153081	0.154829	0.133469	0.115148	0.111142	0.10394	0.0745849	0.0741472	0.0735324
7563	1	-1566.285	-1567.963	1.678496	0.304679	0.299743	0.299532	0.297169	0.297178	0.329447	0.329477	0.313541	0.292362	0.292008
7564	0	-1577.181	-1565.692	-11.48904	0.220265	0.168001	0.0885651	0.0910323	0.049344	0.0471654	0.0436658	0.0429619	0.0427894	0.0429073
7565	1	-1552.129	-1570.896	18.76662	0.27908	0.245121	0.244334	0.25106	0.252511	0.254331	0.248713	0.247643	0.247433	0.248958
7566	0	-1582.809	-1568.334	-14.47544	0.222924	0.136075	0.0995523	0.0982871	0.0969437	0.0922047	0.0619457	0.0772027	0.0739272	0.0623193
7567	1	-1572.146	-1567.832	-4.314196	0.297809	0.313481	0.25714	0.255517	0.158245	0.162268	0.163675	0.163991	0.284039	0.388662
7568	0	-1611.347	-1568.049	-43.29834	0.197178	0.180457	0.0977815	0.0978584	0.0627939	0.0645357	0.103133	0.0628675	0.0647401	0.0489193
7569	1	-1576.162	-1568.979	-7.18257	0.322479	0.294134	0.292822	0.297402	0.197265	0.187087	0.187951	0.201098	0.19875	0.10805
7570	0	-1595.361	-1566.756	-28.60542	0.199081	0.169822	0.106954	0.1287	0.0771798	0.0771041	0.085675	0.0731868	0.0407366	0.0423608
7571	1	-1584.587	-1567.835	-16.75195	0.287916	0.252293	0.248128	0.239757	0.200201	0.199039	0.200853	0.176388	0.161888	0.174934
7572	0	-1563.452	-1566.548	3.09601	0.23067	0.240004	0.240352	0.248752	0.244338	0.246372	0.253703	0.252562	0.251868	0.299233
7573	1	-1583.201	-1567.899	-15.30266	0.29707	0.304691	0.273973	0.275508	0.276798	0.242599	0.241788	0.2463	0.248821	0.255034
7574	0	-1582.319	-1567.569	-14.75061	0.203101	0.179061	0.164095	0.170024	0.169926	0.162479	0.150005	0.178607	0.176723	0.20303
7575	1	-1572.016	-1570.911	-1.104361	0.235658	0.231934	0.232869	0.225123	0.226054	0.217523	0.217986	0.218899	0.220023	0.20838
7576	0	-1575.145	-1564.38	-10.76544	0.226334	0.219272	0.231438	0.218406	0.191524	0.166341	0.168974	0.169406	0.167251	0.170855
7577	1	-1562.129	-1566.769	4.640362	0.277637	0.288644	0.293741	0.282245	0.281218	0.287761	0.274401	0.274362	0.273658	0.273884
7578	0	-1554.025	-1567.191	13.16635	0.20784	0.212867	0.214301	0.214135	0.214521	0.214516	0.214478	0.214725	0.213393	0.21462
7579	1	-1577.283	-1571.697	-5.585324	0.240716	0.228249	0.175571	0.176377	0.172685	0.171489	0.173661	0.169047	0.174688	0.174482
7580	0	-1576.029	-1569.263	-6.766109	0.197899	0.203929	0.0893977	0.080883	0.079422	0.0597137	0.0462869	0.055827	0.0587165	0.0247209
7581	1	-1584.637	-1570.679	-13.95839	0.256827	0.224499	0.221888	0.214754	0.215889	0.213321	0.205904	0.205594	0.190493	0.198291
7582	0	-1559.861	-1571.951	12.08988	0.201407	0.194765	0.194536	0.1044	0.0285918	0.0279538	0.0274337	0.0388807	0.0389156	0.0378935
7583	1	-1593.908	-1569.177	-24.73179	0.257099	0.156381	0.1561	0.181059	0.0852111	0.0847035	0.0631839	0.0632451	0.0619537	0.0574483
7584	0	-1598.149	-1570.405	-27.7448	0.192881	0.181862	0.0995052	0.0747179	0.0771432	0.082154	0.0746206	0.0452508	0.0462897	0.0376494
7585	1	-1584.314	-1566.816	-17.49805	0.225477	0.18426	0.183354	0.18683	0.151432	0.148879	0.152316	0.130409	0.118064	0.110326
7586	0	-1588.654	-1566.538	-22.11605	0.248052	0.233423	0.170701	0.14597	0.150131	0.143528	0.146457	0.147694	0.124348	0.130001
7587	1	-1573.95	-1567.467	-6.482622	0.228373	0.220855	0.152711	0.151643	0.156353	0.145454	0.144444	0.144288	0.150821	0.15027
7588	0	-1593.433	-1565.999	-27.43399	0.219468	0.153545	0.106464	0.0936107	0.0976659	0.0742087	0.0916766	0.0825983	0.0270966	0.130358
7589	1	-1571.58	-1566.49	-5.089779	0.272355	0.25255	0.244656	0.252236	0.251536	0.226407	0.226844	0.224802	0.227854	0.229209
7590	0	-1578.048	-1569.077	-8.971534	0.237539	0.126745	0.123767	0.164919	0.0393444	0.0684282	0.0658315	0.0591592	0.0604066	0.0648521
7591	1	-1558.55	-1566.175	7.625057	0.247083	0.24749	0.232597	0.232773	0.246104	0.246819	0.254843	0.256305	0.25708	0.25655
7592	0	-1593.903	-1566.272	-27.63139	0.210417	0.135352	0.0939613	0.0918253	0.0868734	0.0257111	0.0289228	0.0296288	0.0256758	0.021926
7593	1	-1563.673	-1568.308	4.635353	0.236485	0.232647	0.215528	0.215871	0.228433	0.228573	0.236103	0.236045	0.232347	0.229516
7594	0	-1592.675	-1569.214	-23.46156	0.195444	0.197937	0.0707886	0.075107	0.059994	0.0613329	0.0593376	0.0571653	0.0542879	0.113912
7595	1	-1586.383	-1566.717	-19.66632	0.21463	0.217354	0.217944	0.216807	0.223619	0.230361	0.230708	0.230151	0.145436	0.144437
7596	0	-1612.738	-1568.681	-44.05663	0.233619	0.201306	0.0826864	0.0844313	0.0849675	0.0255738	0.0257888	0.0393566	0.0387613	0.0261124
7597	1	-1589.919	-1565.175	-24.74375	0.25322	0.258123	0.261615	0.267081	0.245362	0.245408	0.32015	0.336832	0.339483	0.346862
7598	0	-1584.914	-1565.108	-19.8052	0.214962	0.149929	0.0949718	0.104644	0.0598841	0.0482395	0.0496661	0.0450849	0.0219299	0.0340559
7599	1	-1564.714	-1565.432	0.7177767	0.238124	0.239915	0.252626	0.244231	0.246285	0.245456	0.243455	0.238812	0.230354	0.230063
7600	0	-1568.349	-1567.104	-1.24477	0.221774	0.138425	0.110023	0.0956332	0.0773804	0.0392356	0.0488383	0.041437	0.036086	0.00881684
7601	1	-1592.223	-1565.996	-26.22693	0.214714	0.214816	0.211843	0.210827	0.182306	0.185798	0.183351	0.191193	0.194401	0.22463
7602	0	-1582.154	-1567.388	-14.76645	0.206643	0.149268	0.136087	0.0690108	0.0590086	0.0504456	0.0396802	0.0361372	0.0360051	0.0363581
7603	1	-1577.932	-1565.232	-12.69946	0.24406	0.245365	0.24661	0.229637	0.22974	0.222354	0.2252	0.226312	0.236819	0.254959
7604	0	-1582.541	-1567.334	-15.20751	0.200164	0.203225	0.111499	0.109269	0.0471154	0.0443125	0.043657	0.0427816	0.0425355	0.0428307
7605	1	-1577.473	-1566.187	-11.28515	0.226169	0.224386	0.216031	0.233629	0.211625	0.173645	0.172902	0.177379	0.177229	0.140328
7606	0	-1586.107	-1567.226	-18.88048	0.232291	0.236373	0.113079	0.112218	0.0771069	0.0712738	0.0638255	0.0655096	0.065543	0.0664709
7607	1	-1577.278	-1568.858	-8.420801	0.237883	0.193722	0.195886	0.19554	0.19108	0.127489	0.124931	0.13905	0.136305	0.134928
7608	0	-1581.06	-1569.698	-11.36145	0.232486	0.196456	0.168465	0.16294	0.150985	0.145317	0.150603	0.0484203	0.0466644	0.0481559
7609	1	-1569.444	-1570	0.5560101	0.291185	0.267781	0.268901	0.274266	0.275238	0.27586	0.276093	0.275746	0.276526	0.275939
7610	0	-1578.765	-1567.709	-11.05604	0.244082	0.217592	0.174358	0.225853	0.0638823	0.0647158	0.0698356	0.0627267	0.0703855	0.0634406
7611	1	-1582.294	-1567.205	-15.08944	0.303463	0.305335	0.2937	0.283517	0.283785	0.287956	0.29034	0.288696	0.385898	0.393335
7612	0	-1608.238	-1567.945	-40.29272	0.197504	0.146258	0.0824239	0.0895112	0.0452624	0.0461606	0.0580355	0.0625127	0.0632997	0.18761
7613	1	-1587.973	-1568.163	-19.81015	0.245869	0.233508	0.113938	0.103605	0.10103	0.0973819	0.0962271	0.0905899	0.0906285	0.0907622
7614	0	-1612.87	-1569.631	-43.23848	0.207663	0.174541	0.0784181	0.0771758	0.0806058	0.0555854	0.0551088	0.0589634	0.190711	0.183123
7615	1	-1589.766	-1567.352	-22.41372	0.265967	0.252035	0.253711	0.253674	0.255282	0.185055	0.190881	0.185289	0.17966	0.141711
7616	0	-1593.467	-1569.587	-23.8796	0.26602	0.160586	0.1833	0.18304	0.138674	0.108966	0.105471	0.122377	0.105944	0.109311
7617	1	-1571.957	-1567.567	-4.390927	0.281024	0.309854	0.225469	0.22845	0.229966	0.183397	0.166636	0.167628	0.178467	0.277379
7618	0	-1591.862	-1567.4	-24.46253	0.209822	0.188068	0.119373	0.117017	0.109682	0.0336133	0.0381377	0.0360012	0.0283422	0.0318769
7619	1	-1583.878	-1568.236	-15.64186	0.214767	0.197637	0.118495	0.130421	0.132958	0.132394	0.136606	0.132629	0.102103	0.08205
7620	0	-1572.749	-1572.396	-0.3527102	0.224006	0.13846	0.145023	0.131446	0.127424	0.102747	0.104322	0.0732112	0.0740227	0.0736964
7621	1	-1578.545	-1570.902	-7.642447	0.217832	0.212833	0.136677	0.142388	0.128181	0.123972	0.186156	0.187577	0.186622	0.178724
7622	0	-1578.921	-1565.981	-12.93966	0.21828	0.178652	0.135038	0.113376	0.0919249	0.0647403	0.0656716	0.0684788	0.0748127	0.0758718
7623	1	-1574.305	-1570.867	-3.437874	0.184358	0.196058	0.140536	0.100249	0.0990803	0.0953064	0.0435626	0.0414939	0.0318195	0.0305955
7624	0	-1610.143	-1568.294	-41.84929	0.248207	0.197147	0.202293	0.208128	0.136131	0.136117	0.104141	0.0957883	0.0822101	0.0840742
7625	1	-1555.547	-1568.397	12.84957	0.236241	0.121374	0.113607	0.110761	0.0548776	0.0577891	0.0602911	0.0556583	0.0732182	0.0745489
7626	0	-1596.034	-1567.124	-28.90971	0.221929	0.223246	0.145099	0.133719	0.055365	0.0556019	0.0541976	0.05661	0.0768168	0.0989099
7627	1	-1567.703	-1567.721	0.01806462	0.200209	0.158401	0.0808897	0.0814552	0.0663828	0.0878484	0.0820301	0.0835247	0.0467693	0.0427113
7628	0	-1576.142	-1568.748	-7.393825	0.231291	0.229453	0.222657	0.238088	0.229117	0.232517	0.241895	0.233945	0.225535	0.217464
7629	1	-1556.211	-1568.048	11.83737	0.205154	0.152949	0.147179	0.0880844	0.0865367	0.0860137	0.0691797	0.0668875	0.0600521	0.0606553
7630	0	-1568.312	-1569.504	1.191993	0.263992	0.253531	0.257796	0.296847	0.295019	0.295304	0.299553	0.299689	0.274529	0.296168
7631	1	-1573.269	-1569.768	-3.501273	0.231713	0.231254	0.158405	0.142703	0.0723448	0.0719813	0.0310701	0.0319959	0.032229	0.0363652
7632	0	-1561.517	-1569.89	8.372816	0.291808	0.226707	0.220534	0.219322	0.218497	0.206986	0.208306	0.20489	0.210127	0.21032
7633	1	-1585.036	-1568.096	-16.93949	0.286492	0.239736	0.237633	0.237925	0.257326	0.250745	0.250364	0.24193	0.244313	0.247532
7634	0	-1584.575	-1569.635	-14.94021	0.253192	0.254796	0.245233	0.260961	0.260874	0.261742	0.265049	0.291109	0.275615	0.26825
7635	1	-1567.389	-1568.571	1.181296	0.232612	0.23098	0.228694	0.227123	0.102808	0.10405	0.102623	0.100643	0.104385	0.105299
7636	0	-1538.512	-1568.29	29.77713	0.276105	0.276171	0.276156	0.276202	0.275255	0.275162	0.275186	0.275172	0.275168	0.275234
7637	1	-1565.944	-1572.712	6.767658	0.353991	0.346522	0.256989	0.259017	0.270326	0.270631	0.270561	0.275272	0.265109	0.247642
7638	0	-1546.693	-1567.712	21.01904	0.26919	0.269314	0.269304	0.269923	0.270398	0.279778	0.279774	0.279249	0.279143	0.277696
7639	1	-1571.638	-1568.671	-2.967085	0.317301	0.3222	0.322129	0.282533	0.282325	0.288914	0.305225	0.303077	0.302835	0.304393
7640	0	-1551.226	-1569.91	18.68402	0.236146	0.236191	0.239943	0.23954	0.239769	0.227428	0.232935	0.23298	0.233008	0.211162
7641	1	-1563.936	-1568.367	4.430751	0.248945	0.249121	0.249179	0.205412	0.202796	0.194217	0.191279	0.190877	0.194514	0.198981
7642	0	-1536.512	-1569.123	32.61137	0.24956	0.249565	0.24846	0.24736	0.25279	0.252783	0.252731	0.252719	0.252671	0.252624
7643	1	-1578.548	-1566.601	-11.94734	0.265933	0.233379	0.209842	0.20897	0.207016	0.132962	0.131634	0.19498	0.185898	0.212545
7644	0	-1550.168	-1568.739	18.57039	0.259415	0.254543	0.253112	0.256273	0.238993	0.238173	0.238881	0.236261	0.241262	0.241243
7645	1	-1588.063	-1570.612	-17.45077	0.22201	0.219254	0.213365	0.218616	0.156749	0.15791	0.149144	0.201465	0.200209	0.186752
7646	0	-1579.045	-1569.187	-9.857807	0.278823	0.279175	0.279403	0.291901	0.248807	0.268122	0.267735	0.266376	0.257326	0.258154
7647	1	-1571.801	-1567.491	-4.310251	0.263927	0.254558	0.144872	0.145606	0.144058	0.158372	0.158694	0.143751	0.143692	0.143752
7648	0	-1574.553	-1566.762	-7.7913	0.268963	0.265143	0.243928	0.245587	0.242012	0.2419	0.259496	0.258258	0.262668	0.246081
7649	1	-1572.468	-1568.397	-4.070786	0.211254	0.193982	0.107251	0.110023	0.109713	0.11415	0.113328	0.110671	0.113549	0.113348
7650	0	-1577.653	-1570.606	-7.04745	0.25125	0.244784	0.272717	0.184377	0.160704	0.160505	0.163777	0.163605	0.173359	0.180196
7651	1	-1576.945	-1566.692	-10.25265	0.208912	0.175946	0.130259	0.146253	0.116857	0.0752506	0.0757766	0.0757968	0.0851195	0.0962002
7652	0	-1582.643	-1569.017	-13.62568	0.29348	0.294473	0.293102	0.292366	0.292493	0.280476	0.18867	0.18836	0.203315	0.202746
7653	1	-1590.126	-1571.14	-18.98659	0.214775	0.128117	0.133377	0.138426	0.0890783	0.0886962	0.0810521	0.0906755	0.103915	0.0969542
7654	0	-1555.228	-1569.249	14.02085	0.288537	0.288471	0.28728	0.286946	0.286958	0.288175	0.288845	0.279532	0.27986	0.280552
7655	1	-1601.653	-1569.92	-31.73294	0.241931	0.141172	0.107124	0.0923036	0.0817424	0.0814638	0.170777	0.170627	0.21066	0.200919
7656	0	-1551.813	-1571.089	19.2764	0.276318	0.276033	0.279352	0.273539	0.273133	0.267058	0.267183	0.241542	0.243524	0.242397
7657	1	-1588.456	-1567.033	-21.42277	0.240338	0.161642	0.102052	0.118018	0.106066	0.089314	0.0842838	0.089219	0.0889488	0.0896967
7658	0	-1536.312	-1567.671	31.35861	0.294556	0.2947	0.290016	0.290122	0.289886	0.291231	0.291321	0.290733	0.290836	0.288483
7659	1	-1585.19	-1569.226	-15.96423	0.251475	0.241162	0.209246	0.182853	0.0713521	0.0749389	0.0746927	0.0753049	0.0792572	0.0760357
7660	0	-1572.616	-1570.362	-2.253897	0.274523	0.273797	0.273765	0.278596	0.282204	0.282433	0.284615	0.296123	0.296656	0.295814
7661	1	-1596.985	-1567.738	-29.24717	0.259098	0.208922	0.174847	0.183864	0.11395	0.12468	0.137355	0.131995	0.0983902	0.0376899
7662	0	-1536.825	-1568.057	31.23109	0.304811	0.304822	0.304867	0.304778	0.307458	0.307433	0.307706	0.307921	0.307994	0.307862
7663	1	-1567.028	-1570.198	3.16999	0.262681	0.265657	0.200441	0.200203	0.198486	0.198217	0.105445	0.102779	0.102795	0.104074
7664	0	-1540.111	-1568.248	28.13709	0.302356	0.274421	0.272276	0.222211	0.221735	0.212743	0.211426	0.203916	0.206533	0.20144
7665	1	-1591.077	-1568.361	-22.71647	0.249526	0.232432	0.232011	0.167801	0.166483	0.160042	0.127922	0.127516	0.0728418	0.0836221
