Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]
24930	-1577.851	-1568.129	-9.722849	0.187337	0.177231	0.073848	0.0742855	0.0530527	0.0375104	0.0378126	0.0264103	0.0202743	0.0201501
24940	-1595.533	-1567.472	-28.0611	0.205695	0.133849	0.123056	0.123678	0.0254132	0.025629	0.0256373	0.0276811	0.0298376	0.0354716
24950	-1555.44	-1569.684	14.2443	0.296147	0.296152	0.23676	0.226613	0.229522	0.214404	0.199016	0.253606	0.25319	0.248344
24960	-1566.66	-1568.247	1.587354	0.294474	0.298857	0.261116	0.249578	0.249579	0.245908	0.177442	0.188101	0.205383	0.206481
24970	-1583.391	-1572.437	-10.9541	0.327653	0.346986	0.356802	0.355492	0.358696	0.355379	0.353837	0.336346	0.334098	0.332358
24980	-1609.985	-1568.079	-41.90654	0.299309	0.308278	0.307823	0.317327	0.317223	0.2961	0.369563	0.358594	0.359506	0.38275
24990	-1568.066	-1568.606	0.5398475	0.254963	0.25512	0.255784	0.187896	0.18388	0.181043	0.182316	0.182476	0.182278	0.167567
25000	-1614.928	-1567.525	-47.40328	0.25678	0.234256	0.227327	0.225681	0.0628244	0.132423	0.137879	0.132883	0.104334	0.122977
25010	-1590.113	-1567.521	-22.59189	0.253206	0.241939	0.237103	0.167762	0.156733	0.142983	0.134791	0.133654	0.133903	0.118851
25020	-1575.282	-1566.752	-8.529416	0.24644	0.242838	0.164345	0.139497	0.100926	0.106509	0.106812	0.106712	0.117272	0.104425
25030	-1579.58	-1568.94	-10.64007	0.20258	0.170249	0.17191	0.14745	0.0999119	0.0580987	0.0600216	0.0611424	0.062206	0.0730428
25040	-1585.358	-1572.71	-12.64733	0.20082	0.20206	0.208661	0.215168	0.172954	0.162466	0.169899	0.1827	0.191093	0.190109
25050	-1570.585	-1567.17	-3.414725	0.250868	0.248543	0.167444	0.170232	0.159516	0.185486	0.162468	0.163416	0.155751	0.153956
25060	-1601.346	-1567.734	-33.61216	0.206437	0.183442	0.183932	0.136823	0.135025	0.131587	0.13247	0.131131	0.135082	0.142274
25070	-1600.835	-1568.454	-32.3816	0.238243	0.240896	0.195114	0.200553	0.199259	0.191123	0.190305	0.17839	0.168942	0.134274
25080	-1554.208	-1566.273	12.0648	0.219652	0.219579	0.219097	0.218905	0.21777	0.21753	0.218381	0.218603	0.222602	0.222865
25090	-1574.802	-1565.836	-8.966315	0.24081	0.241662	0.236501	0.226719	0.231746	0.231949	0.232748	0.160972	0.161975	0.160811
25100	-1598.509	-1567.97	-30.53943	0.222216	0.164881	0.160858	0.179596	0.182432	0.142362	0.17254	0.207434	0.205812	0.204853
25110	-1605.65	-1565.128	-40.52252	0.220558	0.196087	0.201523	0.159584	0.154231	0.153553	0.173506	0.172742	0.148113	0.130683
25120	-1576.515	-1567.278	-9.237239	0.208101	0.192523	0.200881	0.165796	0.153801	0.1813	0.197159	0.193787	0.207283	0.203353
25130	-1592.717	-1569.502	-23.21502	0.248296	0.179386	0.183128	0.0979437	0.0953353	0.108055	0.111441	0.120371	0.11475	0.116022
25140	-1604.911	-1567.293	-37.61766	0.192637	0.154535	0.104701	0.100643	0.103356	0.0584027	0.0649602	0.0645059	0.061275	0.0894984
25150	-1598.003	-1567.179	-30.82336	0.205347	0.131373	0.126141	0.106011	0.087106	0.097051	0.0987466	0.100909	0.0980119	0.0957989
25160	-1600.751	-1564.843	-35.90795	0.221603	0.219492	0.18958	0.189839	0.209987	0.140682	0.133316	0.166595	0.140485	0.143385
25170	-1599.789	-1565.449	-34.3395	0.220261	0.220106	0.220648	0.219367	0.205003	0.183035	0.185202	0.182927	0.168549	0.168994
25180	-1576.768	-1570.589	-6.179316	0.180392	0.179481	0.178858	0.20623	0.205953	0.205506	0.210615	0.210725	0.212032	0.212845
25190	-1581.548	-1566.568	-14.98069	0.208645	0.221539	0.220468	0.22108	0.209892	0.212103	0.211847	0.214034	0.210144	0.212813
25200	-1589.319	-1565.609	-23.70948	0.215552	0.215644	0.214392	0.182017	0.182014	0.179353	0.17978	0.163694	0.160473	0.201294
25210	-1583.849	-1567.487	-16.36208	0.189475	0.189756	0.134458	0.13425	0.135486	0.136999	0.144142	0.144223	0.152228	0.151818
25220	-1562.304	-1565.429	3.124465	0.200066	0.199649	0.199645	0.200137	0.200484	0.198724	0.200926	0.201208	0.201785	0.19941
25230	-1574.811	-1566.548	-8.26257	0.234703	0.233286	0.233658	0.240573	0.244191	0.242466	0.233053	0.236272	0.236612	0.239462
25240	-1591.192	-1566.088	-25.10339	0.208098	0.208344	0.205966	0.208215	0.210128	0.223129	0.225565	0.221493	0.217307	0.212946
25250	-1576.075	-1566.047	-10.02858	0.196206	0.161373	0.159883	0.157229	0.166438	0.166204	0.166104	0.168644	0.168639	0.148216
25260	-1580.795	-1566.202	-14.59249	0.224815	0.218686	0.232528	0.23029	0.229671	0.248371	0.271779	0.272202	0.268621	0.272021
25270	-1580.51	-1565.491	-15.01962	0.218669	0.214368	0.220382	0.220959	0.215438	0.226809	0.230104	0.236605	0.205309	0.205757
25280	-1595.491	-1567.995	-27.49566	0.187653	0.192902	0.238871	0.244974	0.238311	0.23881	0.225559	0.25145	0.253325	0.252321
25290	-1588.655	-1568.982	-19.67325	0.246902	0.224883	0.209862	0.206341	0.206115	0.208767	0.213875	0.240649	0.236348	0.235936
25300	-1600.393	-1565.725	-34.66786	0.211781	0.19758	0.21095	0.153826	0.1561	0.153587	0.154479	0.145179	0.145535	0.0883693
25310	-1581.947	-1566.528	-15.41859	0.190242	0.20722	0.20896	0.232502	0.233222	0.234403	0.224531	0.214548	0.126338	0.12274
25320	-1586.615	-1565.213	-21.40186	0.210763	0.210751	0.209772	0.208612	0.208412	0.207694	0.21278	0.208186	0.212161	0.18914
25330	-1580.309	-1566.756	-13.55317	0.195743	0.24293	0.220663	0.225681	0.229772	0.230056	0.208336	0.203804	0.207027	0.207473
25340	-1570.037	-1564.469	-5.568128	0.213403	0.199673	0.201179	0.200302	0.196105	0.19663	0.196648	0.197163	0.193836	0.190953
25350	-1563.42	-1565.132	1.711643	0.205837	0.222878	0.226153	0.219485	0.226513	0.226655	0.238998	0.237058	0.186301	0.227311
25360	-1571.031	-1565.151	-5.879999	0.227932	0.229122	0.227641	0.25809	0.25475	0.256404	0.227608	0.25696	0.295036	0.297135
25370	-1578.074	-1565.041	-13.03295	0.222607	0.219185	0.179914	0.182337	0.178891	0.177827	0.178153	0.184029	0.127542	0.113264
25380	-1591.885	-1565.112	-26.77288	0.204241	0.196252	0.176063	0.173696	0.157864	0.153625	0.167381	0.166507	0.143527	0.146532
25390	-1587.408	-1566.793	-20.61423	0.203327	0.194049	0.188697	0.200193	0.202683	0.208934	0.169991	0.166816	0.166395	0.16269
25400	-1607.207	-1568.721	-38.48582	0.191841	0.135166	0.133059	0.109313	0.108495	0.108423	0.0991523	0.0856349	0.084902	0.085459
25410	-1586.178	-1568.332	-17.84574	0.199436	0.157804	0.147034	0.144001	0.0558757	0.0578548	0.0563161	0.0560847	0.065322	0.0678902
25420	-1595.276	-1568.208	-27.06799	0.209819	0.204541	0.0947146	0.0833084	0.0841672	0.0617741	0.049253	0.0492912	0.0490182	0.0608641
25430	-1591.62	-1571.249	-20.37116	0.187527	0.182718	0.0949368	0.101942	0.10755	0.104183	0.101416	0.101524	0.101062	0.0969877
25440	-1584.424	-1566.853	-17.57142	0.208001	0.17274	0.112753	0.105296	0.087656	0.0250812	0.0205787	0.0194043	0.0199742	0.020464
25450	-1584.608	-1569.698	-14.90971	0.187892	0.174106	0.143801	0.129358	0.0494472	0.0473354	0.047402	0.0326262	0.031241	0.0241241
25460	-1582.193	-1566.903	-15.29033	0.251528	0.190057	0.184298	0.170672	0.0760646	0.0786384	0.0983474	0.0875784	0.0890215	0.0975771
25470	-1583.724	-1567.673	-16.05164	0.289315	0.290042	0.293677	0.294403	0.292186	0.292324	0.290218	0.27149	0.277089	0.281128
25480	-1565.554	-1570.889	5.335695	0.259798	0.242582	0.126126	0.127585	0.124759	0.124568	0.122035	0.12209	0.123176	0.120525
25490	-1554.891	-1568.398	13.50643	0.258834	0.258738	0.168243	0.159677	0.156233	0.164211	0.17418	0.173949	0.173992	0.172352
25500	-1580.06	-1566.771	-13.28834	0.24804	0.24751	0.169144	0.165973	0.166017	0.163772	0.16343	0.222053	0.152148	0.13821
25510	-1577.83	-1567.634	-10.19652	0.271227	0.245193	0.218652	0.208789	0.202307	0.140021	0.132451	0.134849	0.220233	0.156066
25520	-1583.575	-1567.661	-15.9141	0.216135	0.197371	0.150562	0.135921	0.134442	0.129047	0.131051	0.104707	0.107047	0.0998142
25530	-1581.538	-1566.294	-15.24436	0.243595	0.158835	0.128622	0.128614	0.0693441	0.0391942	0.0395884	0.0405365	0.0403609	0.0584267
25540	-1578.748	-1567.767	-10.98124	0.219419	0.17255	0.172639	0.131672	0.104752	0.105112	0.104401	0.0981709	0.103093	0.103172
25550	-1601.897	-1569.098	-32.79959	0.215738	0.210674	0.088758	0.0776603	0.0771693	0.0769974	0.0773182	0.0776949	0.0777006	0.0767383
25560	-1599.192	-1571.18	-28.01193	0.191132	0.156828	0.162004	0.169727	0.17492	0.16569	0.168257	0.172762	0.174041	0.165369
25570	-1583.357	-1569.977	-13.37999	0.191613	0.185844	0.177224	0.17148	0.172014	0.17586	0.169997	0.168897	0.169636	0.170147
25580	-1574.111	-1566.874	-7.237136	0.199817	0.199486	0.199548	0.191932	0.193194	0.193185	0.193142	0.192725	0.191663	0.191587
25590	-1570.531	-1566.172	-4.359071	0.212463	0.210722	0.208999	0.206957	0.206935	0.206778	0.144302	0.147224	0.157701	0.157858
25600	-1588.132	-1565.164	-22.96721	0.255815	0.254022	0.257065	0.25537	0.258982	0.259429	0.267947	0.267983	0.267289	0.281667
25610	-1561.597	-1569.271	7.673784	0.236385	0.224007	0.222201	0.222315	0.222941	0.225774	0.187847	0.190021	0.188788	0.193104
25620	-1564.806	-1567.823	3.017069	0.264825	0.264522	0.264508	0.264699	0.265151	0.290592	0.291951	0.292231	0.293371	0.293274
25630	-1540.503	-1567.604	27.10126	0.285456	0.285519	0.285266	0.285293	0.285217	0.284972	0.283624	0.283544	0.283499	0.287335
25640	-1567.138	-1567.179	0.04104527	0.251604	0.256411	0.256573	0.256109	0.239066	0.238546	0.233382	0.233415	0.240153	0.239945
25650	-1538.141	-1567.376	29.23471	0.267547	0.267031	0.266869	0.266359	0.26595	0.265781	0.265829	0.265712	0.265553	0.265987
25660	-1524.133	-1567.099	42.96603	0.254175	0.254195	0.25343	0.253495	0.253479	0.253037	0.252965	0.252889	0.253029	0.253169
25670	-1537.706	-1566.252	28.54652	0.270133	0.270323	0.270311	0.281199	0.281217	0.281391	0.281641	0.281286	0.281287	0.281206
25680	-1537.816	-1566.266	28.45033	0.257382	0.257023	0.257093	0.257949	0.256623	0.256706	0.258499	0.257329	0.256447	0.263031
25690	-1565.573	-1567.16	1.587152	0.24346	0.228136	0.224128	0.238521	0.19804	0.201857	0.200344	0.211181	0.21131	0.210148
25700	-1573.827	-1565.865	-7.961563	0.255749	0.254827	0.261971	0.274285	0.269658	0.268106	0.270454	0.278715	0.27843	0.278401
25710	-1570.91	-1568.397	-2.512693	0.250597	0.264262	0.255302	0.25465	0.254688	0.253048	0.256731	0.265146	0.308695	0.31065
25720	-1564.657	-1567.96	3.303001	0.272229	0.2723	0.200848	0.20146	0.207587	0.183477	0.181489	0.181647	0.175654	0.17659
25730	-1553.442	-1565.47	12.02777	0.244269	0.24488	0.246	0.245879	0.245676	0.245666	0.24497	0.245578	0.244968	0.244821
25740	-1594.048	-1570.247	-23.80051	0.269023	0.269181	0.27013	0.273023	0.272953	0.263013	0.255108	0.255504	0.25612	0.253665
25750	-1544.551	-1569.209	24.65884	0.27934	0.279283	0.279732	0.279691	0.277247	0.277293	0.277827	0.268981	0.265092	0.265087
25760	-1578.232	-1568.831	-9.400516	0.283217	0.280264	0.236892	0.13195	0.140416	0.140667	0.132462	0.132965	0.132887	0.0791586
25770	-1544.165	-1568.858	24.69336	0.293084	0.293186	0.24262	0.24235	0.237834	0.142477	0.143202	0.16585	0.173394	0.175366
25780	-1553.627	-1567.468	13.84131	0.269824	0.268489	0.226973	0.168647	0.170481	0.169428	0.145579	0.141049	0.150363	0.159298
25790	-1563.003	-1570.672	7.669016	0.256128	0.234756	0.209482	0.203321	0.193097	0.194234	0.188908	0.180804	0.149773	0.150532
25800	-1593.782	-1569.343	-24.43826	0.262185	0.236324	0.23959	0.232098	0.240015	0.169762	0.177491	0.151286	0.147519	0.0514153
25810	-1595.117	-1571.784	-23.33291	0.258369	0.29088	0.226905	0.256899	0.266361	0.224769	0.230619	0.200579	0.162786	0.579095
25820	-1562.037	-1568.06	6.023438	0.291192	0.294174	0.291636	0.219521	0.218566	0.2094	0.211589	0.21211	0.218759	0.199675
25830	-1571.805	-1572.924	1.119737	0.290264	0.29919	0.295756	0.303169	0.294031	0.256715	0.276348	0.276264	0.279868	0.285799
25840	-1554.796	-1569.902	15.10662	0.284613	0.285365	0.289309	0.29153	0.288083	0.223767	0.229512	0.216851	0.218232	0.218111
25850	-1569.387	-1568.512	-0.8750727	0.254913	0.254914	0.267533	0.267657	0.267747	0.266252	0.26798	0.27205	0.289659	0.288093
25860	-1609.485	-1573.108	-36.37668	0.290625	0.265638	0.283707	0.299699	0.299195	0.304165	0.31076	0.213611	0.213606	0.269098
25870	-1577.796	-1566.087	-11.70896	0.238906	0.226181	0.183653	0.19498	0.197371	0.1963	0.192148	0.192543	0.190664	0.186832
25880	-1585.351	-1570.75	-14.60063	0.253745	0.20312	0.180038	0.150815	0.238894	0.2344	0.236052	0.26374	0.262886	0.234424
25890	-1577.389	-1566.48	-10.90927	0.262285	0.258036	0.248839	0.240375	0.230485	0.200868	0.201938	0.205196	0.243045	0.243282
25900	-1572.565	-1571.374	-1.191683	0.223041	0.223042	0.224702	0.236191	0.218122	0.206792	0.206653	0.206709	0.206525	0.207173
25910	-1541.596	-1568.329	26.73295	0.309469	0.308599	0.285819	0.245044	0.247418	0.242391	0.240666	0.216814	0.21545	0.215587
25920	-1570.041	-1568.575	-1.466335	0.29249	0.28132	0.194717	0.183531	0.183447	0.183084	0.175768	0.171375	0.166537	0.166602
25930	-1568.811	-1566.16	-2.65072	0.263643	0.263786	0.264441	0.27416	0.217497	0.200409	0.199428	0.198425	0.206587	0.400371
25940	-1593.342	-1567.082	-26.25992	0.264937	0.264429	0.231954	0.232599	0.246203	0.261917	0.323749	0.319642	0.320628	0.314771
25950	-1578.048	-1567.629	-10.41862	0.250396	0.259685	0.259619	0.253715	0.242099	0.250794	0.294042	0.208026	0.203617	0.204203
25960	-1561.277	-1567.825	6.548235	0.236093	0.26317	0.261902	0.267511	0.267074	0.254428	0.261112	0.272893	0.272876	0.273352
25970	-1552.407	-1569.101	16.69447	0.265768	0.264645	0.264895	0.267392	0.266253	0.267194	0.256961	0.256895	0.256532	0.227354
25980	-1539.282	-1574.119	34.83664	0.228098	0.229214	0.229135	0.227826	0.225339	0.228415	0.228115	0.228885	0.229043	0.229084
25990	-1536.85	-1571.601	34.75133	0.284643	0.284701	0.284499	0.284463	0.283922	0.26971	0.2696	0.269336	0.269356	0.269309
26000	-1554.957	-1566.99	12.03392	0.249522	0.249229	0.249058	0.249172	0.250345	0.248795	0.248949	0.248983	0.248796	0.251011
26010	-1578.903	-1566.983	-11.91967	0.278572	0.276872	0.276612	0.267302	0.270041	0.273291	0.267257	0.265073	0.291279	0.249552
26020	-1589.362	-1566.272	-23.09002	0.265168	0.273042	0.249248	0.230965	0.191392	0.191435	0.163806	0.162611	0.16087	0.156352
26030	-1571.022	-1568.09	-2.931964	0.277824	0.287753	0.151875	0.157765	0.151715	0.164322	0.14599	0.123571	0.127225	0.159122
26040	-1576.48	-1567.327	-9.153363	0.278977	0.301491	0.270856	0.243216	0.221828	0.230332	0.229709	0.27056	0.256155	0.253867
26050	-1583.607	-1568.086	-15.52147	0.263357	0.257339	0.251858	0.251854	0.219152	0.236441	0.225486	0.237102	0.195177	0.206874
26060	-1575.026	-1567.257	-7.769399	0.240078	0.241339	0.241452	0.233197	0.23327	0.232426	0.23336	0.233154	0.23307	0.233165
26070	-1555.383	-1568.108	12.72517	0.294637	0.294459	0.296199	0.296269	0.295448	0.295523	0.295541	0.295753	0.295815	0.295772
26080	-1530.112	-1567.166	37.05436	0.248976	0.248966	0.24874	0.248769	0.248769	0.249054	0.249055	0.249227	0.249009	0.249015
26090	-1550.145	-1565.929	15.78378	0.245327	0.245325	0.244422	0.244403	0.244119	0.242937	0.243904	0.24287	0.242603	0.242616
26100	-1578.184	-1564.869	-13.31474	0.218186	0.208557	0.230837	0.229513	0.148578	0.152191	0.143325	0.146059	0.150052	0.157416
26110	-1587.815	-1566.263	-21.55188	0.246383	0.29951	0.35098	0.35087	0.30823	0.296443	0.297926	0.289752	0.244048	0.235157
26120	-1565.03	-1566.326	1.295666	0.257017	0.258215	0.232277	0.233487	0.243928	0.204316	0.206828	0.200187	0.199248	0.209262
26130	-1591.38	-1566.983	-24.39762	0.234249	0.207967	0.184713	0.189642	0.185982	0.225782	0.230778	0.175327	0.157828	0.157848
26140	-1592.157	-1566.525	-25.63198	0.245326	0.236557	0.243695	0.208865	0.211207	0.210639	0.167114	0.159404	0.170708	0.151513
26150	-1553.616	-1565.846	12.23025	0.247946	0.247065	0.250968	0.251083	0.253442	0.252273	0.252897	0.254154	0.254306	0.232358
26160	-1565.05	-1567.133	2.082428	0.212849	0.213444	0.212427	0.216048	0.21644	0.216981	0.216513	0.212308	0.212817	0.210812
26170	-1588.8	-1569.169	-19.63177	0.247185	0.24376	0.242828	0.223532	0.162824	0.166857	0.177751	0.181976	0.200156	0.203432
26180	-1581.899	-1566.1	-15.7989	0.234784	0.21513	0.210785	0.212756	0.213307	0.206799	0.208782	0.214669	0.196074	0.197032
26190	-1583.052	-1568.58	-14.47201	0.232929	0.287869	0.291539	0.298172	0.300008	0.271237	0.272319	0.281788	0.260513	0.255757
26200	-1587.491	-1567.621	-19.86921	0.290913	0.285973	0.285383	0.280177	0.273213	0.251473	0.274418	0.277016	0.272635	0.166441
26210	-1569.289	-1568.862	-0.4271913	0.237531	0.241533	0.211087	0.215058	0.232982	0.229702	0.232557	0.220171	0.223444	0.191757
26220	-1586.497	-1570.019	-16.4781	0.275589	0.30705	0.253221	0.252072	0.251296	0.250625	0.24804	0.146963	0.148984	0.137578
26230	-1550.208	-1568.193	17.98514	0.283827	0.285179	0.285558	0.288218	0.288312	0.284343	0.277611	0.278221	0.27818	0.282785
26240	-1555.117	-1572.109	16.99134	0.246842	0.247039	0.228556	0.228837	0.205059	0.199401	0.199509	0.199402	0.345577	0.340307
26250	-1549.924	-1567.796	17.87242	0.264618	0.265162	0.207457	0.204319	0.20431	0.207741	0.208357	0.208879	0.176335	0.173587
26260	-1577.59	-1566.499	-11.09069	0.241302	0.239478	0.162524	0.165333	0.116623	0.118295	0.130916	0.131098	0.131699	0.197389
26270	-1575.037	-1567.624	-7.412709	0.26593	0.271763	0.219402	0.224867	0.152402	0.134774	0.134197	0.122471	0.115246	0.105173
26280	-1579.368	-1566.056	-13.31195	0.261079	0.261052	0.186742	0.184433	0.175015	0.0950792	0.174566	0.176433	0.183017	0.191384
26290	-1589.585	-1574.793	-14.79256	0.200355	0.201278	0.151788	0.182886	0.147027	0.158848	0.163599	0.211757	0.218033	0.215713
26300	-1580.055	-1567.93	-12.12583	0.200687	0.200785	0.146416	0.1228	0.0563046	0.0352358	0.0365914	0.0370279	0.0377548	0.0407143
26310	-1592.391	-1566.96	-25.43082	0.221779	0.224405	0.123126	0.138284	0.13022	0.104269	0.0996152	0.0983304	0.0986371	0.0982275
26320	-1610.797	-1572.766	-38.03024	0.243286	0.11723	0.119943	0.131013	0.11978	0.12411	0.0696237	0.0673251	0.0248816	0.0242571
26330	-1586.665	-1567.276	-19.38962	0.213785	0.194959	0.127171	0.140959	0.140319	0.0697581	0.0683904	0.040269	0.048628	0.0578821
26340	-1584.809	-1568.543	-16.26537	0.246251	0.185934	0.184338	0.158023	0.162905	0.044146	0.0416182	0.0415963	0.0403283	0.0432844
26350	-1614.706	-1568.843	-45.86252	0.22876	0.20551	0.188326	0.194363	0.21381	0.0496102	0.0491957	0.047821	0.0544842	0.0577703
26360	-1586.242	-1569.235	-17.00697	0.19719	0.234976	0.23107	0.23733	0.236981	0.241108	0.239827	0.16701	0.162525	0.153437
26370	-1599.47	-1566.785	-32.68542	0.227591	0.227928	0.208313	0.172444	0.180175	0.183682	0.255547	0.255879	0.251832	0.276195
26380	-1606.314	-1567.774	-38.53993	0.218238	0.162972	0.157766	0.160707	0.133305	0.0726425	0.0763623	0.0637333	0.0354199	0.0303458
26390	-1575.62	-1567.93	-7.690814	0.210764	0.205981	0.0860336	0.0844744	0.0463543	0.036757	0.0292308	0.035945	0.0365774	0.0418305
26400	-1585.066	-1568.09	-16.97677	0.230048	0.164645	0.124373	0.0622115	0.0659213	0.074246	0.0779398	0.0738453	0.0777243	0.0896729
26410	-1560.78	-1568.368	7.587428	0.225237	0.23001	0.146073	0.161728	0.13134	0.130298	0.123796	0.120041	0.0477224	0.0475649
26420	-1582.782	-1568.898	-13.88454	0.31613	0.305352	0.239979	0.249235	0.191528	0.177007	0.181679	0.279659	0.218804	0.223141
26430	-1570.924	-1567.743	-3.180518	0.281199	0.279708	0.277896	0.230235	0.166983	0.149086	0.17036	0.198196	0.286676	0.319276
26440	-1586.665	-1568.06	-18.60504	0.243004	0.242211	0.225647	0.233852	0.0972295	0.0970715	0.0893245	0.0920317	0.112313	0.0889969
26450	-1574.455	-1568.685	-5.770284	0.220252	0.22508	0.137333	0.123885	0.144007	0.128561	0.108081	0.111389	0.115167	0.0594972
26460	-1571.493	-1567.065	-4.428316	0.227376	0.22203	0.149376	0.114538	0.114177	0.112506	0.107265	0.0931525	0.0932648	0.0922408
26470	-1569.27	-1566.458	-2.811981	0.255551	0.218558	0.165863	0.166793	0.101535	0.111917	0.105456	0.114056	0.222393	0.107258
26480	-1549.581	-1571.935	22.35376	0.285332	0.270304	0.238897	0.244643	0.238455	0.182016	0.197331	0.197204	0.20815	0.307797
26490	-1574.357	-1568.128	-6.228887	0.264587	0.251389	0.24386	0.129888	0.117142	0.132298	0.145251	0.162694	0.199189	0.192511
26500	-1551.734	-1569.109	17.37517	0.250702	0.252924	0.254079	0.186145	0.182979	0.161294	0.171846	0.158226	0.168608	0.173921
26510	-1569.057	-1567.555	-1.502071	0.243751	0.206287	0.201704	0.180843	0.0796114	0.0851187	0.0839033	0.0815163	0.0334607	0.0333971
26520	-1596.057	-1567.954	-28.10293	0.235375	0.170965	0.174858	0.121323	0.122177	0.0425272	0.0426072	0.0445133	0.0527987	0.0528442
26530	-1612.618	-1566.165	-46.4529	0.25267	0.252478	0.193594	0.152067	0.107927	0.102869	0.0746821	0.0855603	0.0934031	0.114265
26540	-1606.141	-1566.128	-40.01337	0.228597	0.22883	0.160601	0.183847	0.115242	0.116002	0.133602	0.119903	0.106301	0.0947429
26550	-1551.761	-1566.044	14.28343	0.265577	0.266488	0.266943	0.26689	0.267752	0.267787	0.272742	0.27575	0.275745	0.283744
26560	-1549.613	-1567.15	17.53611	0.252661	0.252858	0.252873	0.240841	0.240728	0.240224	0.240239	0.240107	0.240439	0.240428
26570	-1550.204	-1568.549	18.34456	0.244398	0.244341	0.243942	0.243647	0.243206	0.243383	0.243478	0.24319	0.243218	0.243196
26580	-1566.103	-1567.135	1.031598	0.231615	0.232267	0.232161	0.226196	0.231422	0.235464	0.235654	0.234909	0.219587	0.219686
26590	-1556.629	-1567.35	10.7209	0.253506	0.253744	0.253705	0.253638	0.254054	0.248322	0.258026	0.257245	0.257767	0.257502
26600	-1556.822	-1566.439	9.61733	0.267226	0.240184	0.239671	0.239625	0.234507	0.227499	0.228096	0.227309	0.226888	0.227816
26610	-1569.247	-1567.046	-2.200604	0.266484	0.261661	0.222468	0.222125	0.222838	0.222112	0.214498	0.214209	0.215389	0.179917
26620	-1585.002	-1571.591	-13.41173	0.223311	0.224707	0.220035	0.215737	0.150615	0.163852	0.163903	0.187217	0.186682	0.1837
26630	-1603.071	-1571.948	-31.12262	0.319273	0.317922	0.275492	0.34414	0.3439	0.325644	0.314695	0.269681	0.276366	0.27759
26640	-1571.179	-1568.904	-2.275309	0.279332	0.264672	0.266294	0.24622	0.242767	0.206584	0.168076	0.164375	0.164486	0.166225
26650	-1572.479	-1569.334	-3.144644	0.305818	0.30393	0.276608	0.283181	0.272922	0.272949	0.246211	0.237237	0.242786	0.238506
26660	-1582.017	-1569.642	-12.37536	0.293417	0.282807	0.29612	0.303802	0.305247	0.292885	0.293549	0.28666	0.18974	0.201647
26670	-1544.247	-1570.404	26.15682	0.285107	0.284048	0.283919	0.278631	0.268413	0.265668	0.265617	0.266273	0.263197	0.26326
26680	-1523.068	-1571.568	48.50027	0.281385	0.281616	0.281726	0.281373	0.281235	0.281173	0.281485	0.280952	0.280945	0.280884
26690	-1583.577	-1566.966	-16.61073	0.282369	0.282471	0.283799	0.269741	0.268402	0.267111	0.25999	0.247304	0.241714	0.23959
26700	-1571.113	-1570.785	-0.3276058	0.247641	0.247461	0.24744	0.230345	0.20852	0.195314	0.167923	0.158943	0.157692	0.168777
26710	-1566.124	-1569.218	3.093625	0.281575	0.18429	0.177219	0.16964	0.16475	0.163928	0.14158	0.139871	0.142654	0.152748
26720	-1578.609	-1567.472	-11.13745	0.266836	0.266273	0.16202	0.16539	0.134353	0.129369	0.128824	0.102028	0.0966316	0.0980393
26730	-1586.094	-1566.479	-19.61545	0.233888	0.2063	0.129834	0.131245	0.120208	0.128358	0.114494	0.121219	0.0985793	0.206474
26740	-1599.343	-1568.361	-30.98267	0.243481	0.230801	0.229819	0.17174	0.155426	0.161883	0.148108	0.186255	0.0964309	0.115325
26750	-1577.216	-1566.418	-10.79813	0.255992	0.246368	0.248665	0.248458	0.244791	0.208364	0.208926	0.208237	0.206911	0.134779
26760	-1593.19	-1570.471	-22.71977	0.327858	0.327189	0.325789	0.242184	0.186136	0.189689	0.189524	0.188266	0.188199	0.190994
26770	-1552.814	-1569.191	16.37719	0.24771	0.228252	0.22238	0.233117	0.233582	0.122548	0.122799	0.117534	0.119888	0.12467
26780	-1585.01	-1565.307	-19.70251	0.230391	0.213567	0.204968	0.197161	0.114172	0.130054	0.141183	0.238389	0.157363	0.148214
26790	-1593.416	-1566.063	-27.35242	0.208804	0.221533	0.193835	0.194475	0.187857	0.188144	0.251558	0.243668	0.241456	0.220232
26800	-1580.737	-1565.366	-15.37124	0.203152	0.205604	0.208989	0.204908	0.209148	0.211467	0.16664	0.166585	0.165312	0.165297
26810	-1588.354	-1568.921	-19.43278	0.198403	0.199535	0.209408	0.21506	0.214394	0.199158	0.337558	0.329936	0.324883	0.324233
26820	-1572.123	-1565.438	-6.685077	0.218681	0.243453	0.246114	0.248186	0.249963	0.25169	0.244388	0.245904	0.247281	0.23751
26830	-1537.157	-1567.395	30.23707	0.201325	0.201123	0.201107	0.201349	0.201317	0.201406	0.201687	0.201565	0.20165	0.201666
26840	-1571.642	-1567.467	-4.174537	0.19298	0.191561	0.190642	0.190768	0.19154	0.191467	0.189506	0.188904	0.188603	0.193694
26850	-1583.257	-1566.638	-16.61894	0.230363	0.230557	0.229575	0.228672	0.229928	0.228233	0.219122	0.218029	0.207249	0.206869
26860	-1600.411	-1567.26	-33.15057	0.196398	0.196661	0.134451	0.150644	0.192746	0.190981	0.194672	0.193683	0.414666	0.397447
