Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]
7730	-1588.956	-1566.941	-22.01523	0.263404	0.242861	0.221259	0.232742	0.219529	0.193619	0.169587	0.169711	0.239591	0.236318
7740	-1586.674	-1570.718	-15.95616	0.220938	0.221472	0.220445	0.219307	0.238533	0.236944	0.235801	0.21876	0.230333	0.230264
7750	-1585.599	-1566.429	-19.16914	0.24459	0.227185	0.213333	0.209821	0.206719	0.218715	0.225661	0.232685	0.228662	0.107944
7760	-1561.448	-1566.194	4.74654	0.24983	0.247379	0.247759	0.258419	0.258361	0.255725	0.243752	0.245158	0.244498	0.243358
7770	-1569.197	-1566.902	-2.295628	0.230171	0.227896	0.232408	0.226602	0.227433	0.226098	0.223519	0.221025	0.223513	0.209496
7780	-1570.521	-1566.696	-3.824948	0.242554	0.240447	0.234416	0.231281	0.231169	0.227701	0.205093	0.204132	0.204059	0.204659
7790	-1574.266	-1567.458	-6.807799	0.240017	0.237157	0.235705	0.234761	0.233591	0.231808	0.234053	0.234065	0.250786	0.250056
7800	-1588.785	-1567.411	-21.3734	0.263694	0.263411	0.189676	0.191064	0.194979	0.197426	0.178539	0.18921	0.187107	0.191593
7810	-1590.61	-1570.323	-20.28698	0.253029	0.255076	0.264428	0.268566	0.242353	0.251274	0.2217	0.220359	0.217097	0.292425
7820	-1599.725	-1568.132	-31.59344	0.245112	0.207811	0.154843	0.154328	0.160186	0.167079	0.162287	0.135719	0.0207755	0.0216067
7830	-1586.047	-1569.419	-16.62751	0.294159	0.293521	0.293987	0.259652	0.259044	0.261326	0.261354	0.241328	0.242617	0.289654
7840	-1558.513	-1572.002	13.48905	0.272327	0.27344	0.27647	0.269129	0.270039	0.262152	0.252739	0.25239	0.248556	0.263036
7850	-1559.381	-1568.985	9.604034	0.310744	0.30669	0.295727	0.294554	0.247971	0.246683	0.251616	0.251959	0.178752	0.179317
7860	-1579.099	-1570.643	-8.456631	0.292491	0.377517	0.298895	0.196553	0.198109	0.19567	0.217291	0.217233	0.279869	0.238881
7870	-1595.091	-1568.905	-26.18558	0.280895	0.288712	0.270044	0.228297	0.198728	0.199669	0.308765	0.297592	0.217807	0.217991
7880	-1566.673	-1567.061	0.3880037	0.273184	0.271905	0.216373	0.230873	0.205791	0.202664	0.192519	0.191232	0.126625	0.130725
7890	-1569.622	-1567.41	-2.211934	0.264289	0.272207	0.27205	0.27243	0.19596	0.195777	0.201261	0.200903	0.169664	0.187742
7900	-1545.288	-1568.266	22.97773	0.288799	0.288092	0.202393	0.197978	0.19913	0.197264	0.147008	0.127436	0.26258	0.261975
7910	-1562.259	-1569.285	7.025842	0.263544	0.197484	0.19901	0.200578	0.202459	0.203158	0.171993	0.184546	0.178187	0.17743
7920	-1564.592	-1568.858	4.26586	0.248086	0.247168	0.113848	0.113609	0.119874	0.117226	0.126402	0.128693	0.120646	0.117891
7930	-1570.797	-1568.258	-2.538676	0.225227	0.149008	0.0767924	0.0755482	0.0757555	0.0740948	0.070344	0.0828614	0.0829933	0.0787314
7940	-1587.928	-1570.227	-17.70057	0.216053	0.126133	0.0645004	0.095888	0.0921135	0.0918716	0.080459	0.0748194	0.0731023	0.0974771
7950	-1582.645	-1569.508	-13.13651	0.195155	0.136657	0.132965	0.0603814	0.0638733	0.063259	0.0618782	0.0587588	0.0658711	0.0635648
7960	-1569.841	-1567.987	-1.853289	0.224427	0.141871	0.150552	0.102234	0.0686085	0.0479962	0.048232	0.0427878	0.0431207	0.0542364
7970	-1575.338	-1568.158	-7.17993	0.207874	0.20623	0.110484	0.110286	0.110152	0.0495312	0.0378131	0.0379424	0.0397077	0.0372759
7980	-1607.636	-1568.235	-39.40102	0.192785	0.192465	0.0911727	0.0914868	0.0211696	0.0230371	0.0298299	0.0297115	0.0344143	0.034436
7990	-1589.756	-1566.662	-23.09374	0.226889	0.154342	0.0734876	0.0714061	0.049273	0.0471143	0.043875	0.0409515	0.0393831	0.039206
8000	-1602.099	-1570.282	-31.8169	0.219122	0.168055	0.158015	0.0849823	0.0222231	0.0635209	0.0632122	0.0612967	0.0764569	0.0719738
8010	-1594.767	-1567.524	-27.24312	0.205122	0.118875	0.0923887	0.103171	0.0825815	0.0612283	0.0458458	0.0504999	0.0283328	0.04171
8020	-1607.236	-1568.168	-39.06784	0.217217	0.150604	0.102481	0.11284	0.048097	0.0430507	0.0115518	0.0333709	0.0447428	0.00238334
8030	-1578.539	-1571.248	-7.290042	0.178779	0.17222	0.147856	0.14278	0.0382616	0.0382409	0.0371129	0.0205461	0.0205748	0.0197096
8040	-1593.834	-1567.853	-25.98148	0.21214	0.155585	0.0611472	0.061004	0.0545407	0.0526057	0.0526003	0.0536879	0.0532583	0.046831
8050	-1578.917	-1572.284	-6.633162	0.218451	0.21647	0.100163	0.100207	0.0996592	0.0992399	0.102216	0.0995763	0.0995739	0.0950381
8060	-1620.017	-1568.046	-51.97046	0.215297	0.127234	0.104038	0.103131	0.0870715	0.0590644	0.038401	0.0229861	0.0374036	0.0261864
8070	-1609.833	-1569.144	-40.6894	0.216848	0.21645	0.135801	0.155312	0.0774642	0.0731826	0.112442	0.0964279	0.0733006	0.0741978
8080	-1649.274	-1567.208	-82.06638	0.212306	0.158381	0.110391	0.102165	0.0843696	0.0886303	0.0446647	0.0535458	0.0572624	0.0563834
8090	-1606.973	-1574.647	-32.32563	0.178767	0.178461	0.179468	0.1812	0.0504053	0.0500577	0.0500566	0.0499684	0.0620405	0.0613422
8100	-1632.519	-1570.549	-61.97055	0.198208	0.191206	0.0885362	0.0892403	0.0926386	0.0927269	0.0942263	0.0948681	0.0856255	0.0854735
8110	-1644.032	-1569.465	-74.56694	0.223294	0.183275	0.161794	0.0749745	0.0459033	0.0334081	0.0337128	0.0343612	0.042229	0.0450009
8120	-1621.814	-1567.615	-54.19917	0.230334	0.151654	0.100906	0.0932121	0.0668168	0.0669976	0.0779582	0.0910093	0.00718763	0.00710613
8130	-1621.813	-1567.578	-54.23452	0.2223	0.162437	0.0728862	0.055204	0.0591288	0.0417901	0.0549106	0.0604119	0.0609547	0.0568383
8140	-1608.862	-1566.778	-42.08398	0.207701	0.160185	0.0866281	0.0785565	0.070741	0.0714705	0.074686	0.0831326	0.0586318	0.060209
8150	-1608.023	-1567.939	-40.08403	0.228085	0.145273	0.0926607	0.09412	0.0912633	0.0981598	0.068429	0.060179	0.0382718	0.0352982
8160	-1597.355	-1568.825	-28.53025	0.21323	0.17071	0.171974	0.171983	0.171955	0.173089	0.0909648	0.0961088	0.089266	0.0892886
8170	-1577.035	-1565.276	-11.75877	0.23291	0.220593	0.219551	0.219456	0.215029	0.217599	0.217012	0.216604	0.206738	0.219879
8180	-1578.871	-1569.645	-9.22585	0.206495	0.206407	0.208615	0.200297	0.204586	0.199456	0.19801	0.202593	0.177202	0.176379
8190	-1587.446	-1565.216	-22.2303	0.227774	0.19443	0.19448	0.192751	0.185706	0.165987	0.166393	0.253696	0.252597	0.333684
8200	-1556.916	-1565.294	8.377983	0.218605	0.219875	0.226199	0.228901	0.233105	0.234375	0.238023	0.237681	0.256389	0.249178
8210	-1548.602	-1567.455	18.85363	0.202825	0.202566	0.202837	0.20261	0.190633	0.190114	0.187787	0.187493	0.187426	0.187417
8220	-1581.898	-1567.028	-14.86944	0.201447	0.204228	0.21371	0.212675	0.21289	0.208757	0.18369	0.18487	0.237617	0.212478
8230	-1592.693	-1565.078	-27.61519	0.207628	0.212293	0.209976	0.239955	0.1742	0.193704	0.174949	0.182892	0.23951	0.242793
8240	-1571.168	-1565.81	-5.357423	0.228785	0.230248	0.230394	0.231176	0.209641	0.212263	0.193053	0.195735	0.19359	0.168762
8250	-1585.07	-1564.776	-20.29395	0.221865	0.223765	0.202567	0.201079	0.206786	0.154491	0.154929	0.154654	0.154415	0.159256
8260	-1578.946	-1565.147	-13.79923	0.226859	0.228383	0.22852	0.231295	0.232103	0.213673	0.214268	0.221549	0.262481	0.272632
8270	-1571.122	-1565.666	-5.456125	0.213158	0.226053	0.231216	0.233845	0.252295	0.254799	0.251268	0.229762	0.238122	0.300356
8280	-1558.528	-1566.162	7.633623	0.226054	0.226387	0.227003	0.231844	0.231097	0.232895	0.23066	0.130979	0.131106	0.131077
8290	-1566.873	-1564.361	-2.512108	0.218407	0.217129	0.21889	0.204829	0.188098	0.188107	0.186425	0.182619	0.182128	0.186041
8300	-1558.005	-1565.022	7.016998	0.204294	0.207551	0.209608	0.20866	0.208685	0.208724	0.208854	0.208878	0.209623	0.212304
8310	-1587.248	-1566.85	-20.3977	0.22669	0.264144	0.258388	0.252556	0.248036	0.247974	0.256761	0.241849	0.240123	0.240973
8320	-1549.858	-1564.703	14.84461	0.224424	0.224774	0.227114	0.227541	0.228914	0.236509	0.236551	0.234295	0.235306	0.23588
8330	-1585.315	-1566.507	-18.80751	0.200224	0.200153	0.284929	0.263246	0.275949	0.217405	0.208617	0.2917	0.292199	0.285793
8340	-1563.245	-1567.008	3.763012	0.218224	0.213319	0.214279	0.213676	0.214402	0.219621	0.219586	0.226015	0.223113	0.22467
8350	-1597.221	-1568.169	-29.05204	0.186122	0.185391	0.175679	0.14695	0.156212	0.15265	0.152192	0.163015	0.228861	0.227367
8360	-1593.465	-1566.874	-26.59124	0.221612	0.225619	0.224289	0.228503	0.24222	0.240515	0.257047	0.315576	0.314296	0.3067
8370	-1575.617	-1564.836	-10.78075	0.216364	0.222341	0.22592	0.225909	0.226442	0.220663	0.222017	0.223924	0.228968	0.229365
8380	-1583.322	-1565.364	-17.95818	0.224691	0.224206	0.229629	0.215742	0.23473	0.239137	0.231434	0.232663	0.24433	0.381733
8390	-1610.617	-1570.986	-39.63143	0.222577	0.174087	0.0470195	0.0466842	0.0467725	0.0451247	0.0438989	0.0428217	0.0444411	0.0359605
8400	-1591.791	-1570.135	-21.6556	0.224031	0.122913	0.119654	0.119908	0.0847216	0.084068	0.0826748	0.0826118	0.0715985	0.0708559
8410	-1567.16	-1569.121	1.961054	0.211382	0.211302	0.199007	0.100815	0.0988265	0.0986337	0.0985456	0.0980969	0.0752778	0.0842811
8420	-1594.58	-1571.033	-23.54695	0.209341	0.206928	0.168375	0.165901	0.174123	0.179019	0.0996296	0.0965127	0.0780884	0.0780975
8430	-1582.028	-1569.943	-12.08488	0.186139	0.171564	0.139591	0.173428	0.0332844	0.0331205	0.03348	0.0336517	0.0302203	0.0338991
8440	-1584.284	-1567.788	-16.49592	0.251854	0.251821	0.156736	0.165725	0.0987101	0.101343	0.058673	0.060807	0.0651188	0.0636879
8450	-1548.513	-1571.24	22.72758	0.192366	0.192361	0.125797	0.113368	0.110354	0.0958014	0.0920541	0.0920205	0.0955563	0.0945493
8460	-1598.021	-1565.824	-32.19721	0.224804	0.184462	0.184105	0.174747	0.0996413	0.0981433	0.0989247	0.0992833	0.0978133	0.157062
8470	-1567.859	-1567.31	-0.5489439	0.227546	0.227574	0.113304	0.111415	0.112819	0.114589	0.106823	0.104427	0.107263	0.110937
8480	-1576.652	-1568.219	-8.432692	0.214679	0.157297	0.0840449	0.0573298	0.0330515	0.0329264	0.0356096	0.0211922	0.0134081	0.0198615
8490	-1605.693	-1567.068	-38.62506	0.231954	0.160872	0.0734938	0.0747634	0.0769821	0.0468057	0.0459096	0.0416874	0.0433193	0.0393122
8500	-1585.219	-1566.739	-18.48007	0.227868	0.209232	0.109625	0.101721	0.113011	0.0886185	0.090823	0.0792862	0.0611395	0.0635298
8510	-1574.354	-1568.285	-6.06966	0.205509	0.202248	0.0896623	0.0896217	0.0877263	0.0945608	0.0362527	0.035522	0.0367954	0.0359003
8520	-1561.588	-1567.087	5.498535	0.245348	0.195158	0.195193	0.135543	0.116443	0.111973	0.107884	0.107521	0.0955608	0.0972011
8530	-1572.79	-1570.819	-1.971008	0.222383	0.238293	0.235369	0.235348	0.235117	0.202921	0.201748	0.204382	0.205563	0.201418
8540	-1555.414	-1566.402	10.98756	0.250002	0.275039	0.263068	0.263572	0.263524	0.260114	0.267586	0.359192	0.359998	0.356212
8550	-1588.381	-1567.521	-20.86029	0.232175	0.232262	0.235232	0.218188	0.109092	0.114517	0.128289	0.135534	0.0636294	0.0732193
8560	-1589.913	-1569.249	-20.66414	0.224718	0.156969	0.156293	0.157388	0.154341	0.15442	0.156155	0.160283	0.15656	0.156115
8570	-1587.495	-1566.985	-20.51029	0.21976	0.218913	0.194349	0.194089	0.19091	0.203378	0.202715	0.124564	0.13484	0.152491
8580	-1614.543	-1567.633	-46.90937	0.192009	0.163349	0.0878435	0.0697993	0.0632873	0.0664738	0.0657201	0.0548015	0.0539019	0.0560155
8590	-1607.869	-1566.655	-41.21435	0.201501	0.179746	0.107252	0.110899	0.0547679	0.0547811	0.0563201	0.0584879	0.0680916	0.0623529
8600	-1577.826	-1567.021	-10.80563	0.216381	0.124552	0.115357	0.115549	0.0511701	0.0482063	0.0479838	0.0527575	0.0535982	0.0540205
8610	-1564.712	-1567.399	2.687687	0.219699	0.167185	0.0808897	0.0816365	0.070497	0.0720342	0.0857808	0.0535154	0.0596341	0.054786
8620	-1601.891	-1566.546	-35.34475	0.221523	0.15845	0.120071	0.119058	0.0466062	0.0496258	0.0559233	0.0842342	0.0580419	0.0663752
8630	-1597.267	-1566.988	-30.27875	0.212494	0.133488	0.124124	0.132227	0.0440672	0.0438669	0.0414543	0.0407756	0.0403093	0.112918
8640	-1605.969	-1568.552	-37.41706	0.241684	0.17068	0.0749883	0.066045	0.0679705	0.0516115	0.0524306	0.0519284	0.053162	0.0522376
8650	-1623.795	-1567.245	-56.55072	0.206308	0.173756	0.0739793	0.0779492	0.078562	0.0834348	0.0743701	0.0847548	0.0920263	0.0922943
8660	-1600.381	-1567.569	-32.81271	0.192635	0.154846	0.0894853	0.0895491	0.0849304	0.0699735	0.0653012	0.0787434	0.0492591	0.0483631
8670	-1620.124	-1569.475	-50.64856	0.201762	0.202611	0.0627034	0.0601764	0.0449497	0.0393505	0.0402544	0.0415228	0.0440241	0.0375306
8680	-1619.969	-1572.511	-47.45754	0.197516	0.199668	0.200987	0.142363	0.14631	0.129393	0.128355	0.13573	0.135818	0.146734
8690	-1571.448	-1567.276	-4.17151	0.223858	0.20781	0.122569	0.109131	0.10832	0.107322	0.0997884	0.100029	0.102458	0.102171
8700	-1594.216	-1566.54	-27.67636	0.257675	0.24996	0.28176	0.193601	0.187918	0.184156	0.185278	0.18557	0.18889	0.159748
8710	-1577.936	-1569.943	-7.993366	0.213129	0.230268	0.136607	0.134095	0.126092	0.125146	0.0821248	0.0836258	0.0845852	0.0786592
8720	-1576.378	-1571.796	-4.582299	0.206805	0.185772	0.0760944	0.0932073	0.109517	0.104686	0.101901	0.119522	0.122134	0.107576
8730	-1549.914	-1569	19.08548	0.296045	0.292344	0.260474	0.260429	0.260384	0.261768	0.262246	0.255081	0.258717	0.259639
8740	-1565.678	-1572.104	6.426373	0.292034	0.285878	0.288556	0.308409	0.313109	0.314768	0.316755	0.320952	0.314051	0.318353
8750	-1568.814	-1568.705	-0.1084593	0.239684	0.236495	0.239706	0.239654	0.238169	0.237971	0.244634	0.24464	0.251733	0.249483
8760	-1584.532	-1571.012	-13.52077	0.227529	0.226413	0.211235	0.212928	0.218228	0.208158	0.14135	0.0837957	0.0837247	0.0934356
8770	-1572.626	-1566.582	-6.043833	0.232975	0.238561	0.236462	0.220543	0.220419	0.213557	0.213764	0.207989	0.206633	0.202543
8780	-1580.392	-1564.959	-15.43268	0.22823	0.233501	0.226614	0.224869	0.230132	0.230211	0.246537	0.249069	0.25024	0.250635
8790	-1576.291	-1569.302	-6.989109	0.230177	0.226815	0.163604	0.163539	0.162277	0.151406	0.153575	0.154285	0.143793	0.144645
8800	-1588.72	-1572.524	-16.19604	0.23496	0.234877	0.2346	0.227668	0.220023	0.209003	0.104252	0.105948	0.105507	0.115937
8810	-1573.103	-1567.472	-5.6313	0.291087	0.286095	0.276511	0.263668	0.254931	0.257913	0.2565	0.2558	0.24223	0.244194
8820	-1582.44	-1567.682	-14.75823	0.222531	0.18085	0.158243	0.16971	0.162626	0.143478	0.148434	0.150191	0.0964056	0.0970358
8830	-1552.44	-1568.511	16.07112	0.241368	0.24014	0.230747	0.207222	0.208898	0.204278	0.206849	0.210901	0.211817	0.204298
8840	-1577.112	-1568.208	-8.904075	0.284402	0.280156	0.270682	0.252256	0.235747	0.220668	0.223956	0.21485	0.219018	0.218026
8850	-1556.889	-1572.799	15.90983	0.300938	0.302968	0.302916	0.303206	0.315975	0.313513	0.316715	0.318201	0.318184	0.318444
8860	-1550.514	-1566.93	16.41514	0.252053	0.252662	0.209372	0.213416	0.213919	0.213903	0.216895	0.215608	0.210257	0.206737
8870	-1607.174	-1568.878	-38.29562	0.293578	0.276661	0.258387	0.234123	0.184796	0.292272	0.299983	0.330865	0.306416	0.220113
8880	-1599.527	-1567.824	-31.70262	0.243255	0.221064	0.212596	0.135016	0.0927865	0.0930486	0.0935121	0.103359	0.124686	0.129188
8890	-1605.813	-1567.507	-38.30635	0.258834	0.274384	0.264697	0.267904	0.268917	0.260295	0.24777	0.247066	0.23097	0.22744
8900	-1591.733	-1566.833	-24.8997	0.239027	0.239377	0.239575	0.25269	0.241886	0.242167	0.240922	0.243333	0.242035	0.242208
8910	-1594.421	-1568.589	-25.832	0.257377	0.259386	0.255434	0.255588	0.25609	0.255401	0.255626	0.255911	0.253039	0.248157
8920	-1546.942	-1570.085	23.1436	0.247696	0.244431	0.243846	0.243986	0.244677	0.24523	0.244609	0.245526	0.245486	0.245113
8930	-1553.9	-1566.783	12.88303	0.271926	0.27156	0.270707	0.270157	0.252011	0.244162	0.233849	0.23735	0.236952	0.237022
8940	-1590.985	-1570.748	-20.23672	0.266849	0.265871	0.258206	0.275505	0.166574	0.17698	0.164281	0.169968	0.137222	0.134828
8950	-1573.64	-1567.428	-6.212255	0.209561	0.207733	0.204587	0.204539	0.1969	0.191749	0.177105	0.176506	0.174738	0.177095
8960	-1566.386	-1569.811	3.424154	0.218944	0.220842	0.221847	0.251036	0.244064	0.228363	0.228558	0.221721	0.239157	0.239506
8970	-1578.227	-1567.764	-10.46281	0.238691	0.239285	0.240372	0.231284	0.231079	0.22616	0.225727	0.225913	0.19119	0.197737
8980	-1572.978	-1567.002	-5.975558	0.238199	0.244615	0.240722	0.239261	0.232121	0.234732	0.234486	0.235849	0.227005	0.236749
8990	-1605.218	-1568.314	-36.9032	0.199422	0.201554	0.194125	0.209808	0.180732	0.183342	0.171045	0.245577	0.314683	0.301027
9000	-1595.167	-1566.815	-28.35143	0.248174	0.219892	0.204293	0.206373	0.220197	0.218105	0.201528	0.20082	0.137495	0.135627
9010	-1591.359	-1566.012	-25.34788	0.228994	0.230519	0.226463	0.225769	0.22463	0.229467	0.234952	0.226876	0.262241	0.256771
9020	-1562.962	-1567.463	4.500188	0.268664	0.267039	0.267106	0.270417	0.285917	0.286888	0.286853	0.295688	0.298097	0.294419
9030	-1563.192	-1566.708	3.516003	0.257882	0.258354	0.258908	0.258836	0.259653	0.260015	0.260536	0.260426	0.270258	0.270022
9040	-1580.166	-1567.532	-12.63406	0.308444	0.301649	0.301601	0.337484	0.321616	0.299994	0.295699	0.289214	0.281529	0.284094
9050	-1553.169	-1568.204	15.03463	0.251115	0.253271	0.253303	0.287788	0.28782	0.288281	0.288212	0.295199	0.292521	0.290812
9060	-1573.067	-1566.885	-6.182541	0.215082	0.219789	0.19592	0.196	0.193318	0.185659	0.184968	0.175169	0.175344	0.175605
9070	-1576.008	-1569.027	-6.981197	0.2253	0.205561	0.198305	0.196886	0.193174	0.148826	0.140816	0.286367	0.318395	0.327224
9080	-1559.494	-1565.986	6.491732	0.254738	0.249194	0.24281	0.249892	0.21257	0.206294	0.206204	0.207599	0.19022	0.208592
9090	-1565.856	-1572.696	6.839435	0.271769	0.279135	0.284868	0.281961	0.232497	0.256686	0.216266	0.216581	0.233358	0.224271
9100	-1595.173	-1571.38	-23.7936	0.278801	0.225695	0.220327	0.222102	0.210257	0.127651	0.126297	0.124095	0.188885	0.195522
9110	-1569.132	-1566.051	-3.081229	0.218505	0.179535	0.13946	0.142857	0.0808244	0.0797453	0.0755248	0.0752715	0.0944327	0.102402
9120	-1603.697	-1566.653	-37.04462	0.225101	0.208862	0.114781	0.11777	0.124182	0.0470351	0.0453614	0.0491721	0.0548851	0.0540837
9130	-1590.622	-1568.949	-21.67237	0.235467	0.202753	0.134724	0.136909	0.0617583	0.0617182	0.0142401	0.01443	0.0163203	0.0165689
9140	-1566.822	-1568.736	1.914713	0.248581	0.240668	0.230066	0.234972	0.1903	0.192022	0.192579	0.191846	0.192178	0.193018
9150	-1617.995	-1570.602	-47.39235	0.256985	0.258211	0.202912	0.213097	0.215073	0.22105	0.20416	0.187207	0.1889	0.162504
9160	-1575.2	-1569.096	-6.104419	0.251635	0.181663	0.181814	0.176994	0.179061	0.129198	0.128605	0.12867	0.153614	0.160765
9170	-1631.157	-1567.324	-63.83288	0.211604	0.172577	0.114451	0.114218	0.0570444	0.0570259	0.0724335	0.068526	0.0689062	0.0782917
9180	-1611.688	-1571.152	-40.53553	0.224277	0.147557	0.147088	0.101288	0.10127	0.0703357	0.0471261	0.0478399	0.000813348	0.00084032
9190	-1586.855	-1566.176	-20.67906	0.221575	0.134502	0.0861664	0.0738746	0.0593502	0.0295829	0.0297897	0.0510027	0.0453346	0.0476472
9200	-1597.553	-1566.755	-30.79797	0.212397	0.198127	0.0929028	0.0967528	0.0424078	0.0413706	0.034208	0.052866	0.0448463	0.045329
9210	-1609.894	-1567.29	-42.60417	0.191996	0.170186	0.129362	0.119177	0.0454064	0.0440069	0.0231815	0.0494691	0.0374369	0.0344025
9220	-1559.999	-1569.798	9.799528	0.226754	0.145106	0.145072	0.134228	0.0182426	0.0182136	0.0185258	0.0184815	0.0186036	0.0200544
9230	-1593.496	-1571.177	-22.31838	0.176108	0.16024	0.0735654	0.0728496	0.0764268	0.077312	0.0715148	0.0696668	0.0722252	0.0444394
9240	-1566.717	-1564.917	-1.800502	0.222003	0.22389	0.206678	0.206204	0.206437	0.216419	0.234687	0.236256	0.23978	0.238636
9250	-1563.068	-1565.461	2.393428	0.228933	0.228045	0.22802	0.229139	0.223711	0.225224	0.22623	0.226164	0.245662	0.245415
9260	-1560.328	-1565.101	4.772919	0.225394	0.22459	0.227049	0.228941	0.223899	0.224276	0.224804	0.227726	0.229169	0.228186
9270	-1546.141	-1565.857	19.71594	0.217671	0.217674	0.218724	0.218383	0.217388	0.216041	0.214434	0.214388	0.21469	0.210912
9280	-1562.476	-1565.13	2.653325	0.216204	0.216181	0.216779	0.201896	0.201858	0.195554	0.213753	0.211941	0.223335	0.233506
9290	-1567.601	-1565.553	-2.048376	0.199378	0.201144	0.200879	0.201254	0.20056	0.198006	0.197224	0.19769	0.198496	0.19858
9300	-1577.89	-1567.037	-10.85343	0.197903	0.197428	0.2022	0.211257	0.21111	0.192351	0.183839	0.184758	0.18543	0.191179
9310	-1576.828	-1564.782	-12.0455	0.20561	0.204155	0.202961	0.200034	0.21434	0.224277	0.224709	0.225248	0.22509	0.224592
9320	-1584.991	-1564.636	-20.35484	0.222431	0.225962	0.228263	0.233111	0.236696	0.242458	0.240762	0.233788	0.23029	0.198188
9330	-1562.497	-1566.521	4.023794	0.203075	0.209427	0.209704	0.210389	0.211479	0.208898	0.208933	0.209061	0.209362	0.213708
9340	-1567.095	-1565.457	-1.638305	0.233867	0.233557	0.233364	0.233412	0.232305	0.231678	0.224895	0.224392	0.221702	0.227136
9350	-1580.171	-1564.701	-15.46988	0.213358	0.206228	0.200892	0.204515	0.197858	0.156988	0.153445	0.157759	0.157838	0.159344
9360	-1588.35	-1566.966	-21.38337	0.202466	0.160297	0.137691	0.126604	0.126655	0.101829	0.0999559	0.106401	0.0973154	0.098748
9370	-1565.83	-1566.108	0.2774424	0.194967	0.194215	0.171562	0.169208	0.16935	0.171201	0.153692	0.15379	0.154651	0.154484
9380	-1568.872	-1565.115	-3.757629	0.214538	0.215631	0.217101	0.214778	0.218157	0.224273	0.219377	0.218451	0.218653	0.218916
9390	-1563.782	-1565.252	1.46999	0.233036	0.226504	0.225295	0.224543	0.238358	0.238145	0.237431	0.239581	0.239266	0.240687
9400	-1572.824	-1564.986	-7.837212	0.21485	0.23668	0.232595	0.220222	0.221259	0.221332	0.218285	0.229347	0.228878	0.241061
9410	-1570.959	-1568.308	-2.650466	0.216422	0.216721	0.210221	0.210504	0.212064	0.210467	0.211559	0.212234	0.209506	0.201715
9420	-1576.703	-1566.278	-10.42542	0.203964	0.196027	0.210947	0.171646	0.168393	0.167748	0.173186	0.172767	0.168538	0.168179
9430	-1569.549	-1565.019	-4.530184	0.232651	0.234066	0.239677	0.248406	0.236016	0.233182	0.235615	0.236347	0.236438	0.243307
9440	-1583.084	-1567.02	-16.06468	0.202721	0.177551	0.178708	0.179703	0.180446	0.180258	0.179056	0.177053	0.164373	0.158102
9450	-1585.025	-1567.528	-17.49685	0.19196	0.191365	0.160929	0.15912	0.156251	0.147037	0.152559	0.152662	0.191553	0.186754
9460	-1585.387	-1566.986	-18.40106	0.239585	0.248232	0.264326	0.234598	0.221091	0.221819	0.235055	0.239194	0.159717	0.159619
9470	-1566.339	-1564.769	-1.569722	0.230185	0.232463	0.231583	0.230542	0.22612	0.219569	0.219641	0.219684	0.221164	0.221661
9480	-1572.947	-1567.394	-5.5528	0.232714	0.235472	0.234833	0.253701	0.255734	0.251718	0.231008	0.243876	0.249581	0.225403
9490	-1588.539	-1567.605	-20.93445	0.245973	0.245595	0.245713	0.248347	0.244659	0.25137	0.248234	0.248847	0.248858	0.269158
9500	-1569.534	-1565.59	-3.944502	0.205301	0.209773	0.207855	0.205208	0.206957	0.201021	0.200582	0.200835	0.202165	0.204302
9510	-1583.767	-1566.539	-17.22832	0.265317	0.268664	0.27136	0.270347	0.271021	0.235951	0.23542	0.23481	0.234753	0.237116
9520	-1586.37	-1565.221	-21.14912	0.260605	0.257106	0.246586	0.214779	0.173609	0.14912	0.145967	0.146474	0.14573	0.148187
9530	-1597.841	-1566.942	-30.89859	0.216138	0.215537	0.201573	0.161458	0.142122	0.140309	0.148262	0.145895	0.143923	0.13007
9540	-1607.894	-1564.562	-43.33214	0.234728	0.236984	0.238506	0.237514	0.205983	0.275449	0.280865	0.302828	0.130567	0.178146
9550	-1564.876	-1564.808	-0.06854815	0.215611	0.215157	0.216164	0.215921	0.230185	0.214982	0.214699	0.212635	0.210515	0.210957
9560	-1566.63	-1566.556	-0.07335353	0.226631	0.226308	0.223121	0.169553	0.170401	0.168304	0.162015	0.161698	0.151503	0.150922
9570	-1561.128	-1566.797	5.668424	0.266217	0.263142	0.260964	0.261368	0.243897	0.242568	0.249577	0.272945	0.274026	0.29058
9580	-1569.705	-1568.216	-1.489077	0.194658	0.185067	0.186704	0.187162	0.184409	0.186598	0.181869	0.188064	0.172066	0.172398
9590	-1565.599	-1567.995	2.395384	0.194559	0.174868	0.175593	0.173053	0.173235	0.172672	0.17139	0.177158	0.176621	0.160682
9600	-1571.337	-1564.979	-6.358004	0.223473	0.218438	0.225808	0.242835	0.223677	0.222617	0.256136	0.255557	0.261532	0.261015
9610	-1569.289	-1565.181	-4.108009	0.217871	0.204212	0.199944	0.197568	0.197531	0.199219	0.201024	0.21127	0.20348	0.220834
9620	-1574.683	-1567.1	-7.582876	0.189682	0.186287	0.185756	0.187291	0.186783	0.187099	0.131358	0.131388	0.121547	0.122214
9630	-1606.36	-1569.013	-37.34653	0.234428	0.236611	0.228724	0.294931	0.300559	0.300674	0.250115	0.229727	0.23253	0.239704
