Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]
5646	0	-1574.781	-1566.507	-8.274106	0.0176038	0.178308	0.177336	0.163841	0.177943	0.153567	0.154873	0.148967	0.150294	0.131237
5647	1	-1589.729	-1570.093	-19.63615	0.171701	0.171244	0.170914	0.122361	0.120659	0.120805	0.11196	0.102631	0.0988127	0.100406
5648	0	-1586.873	-1565.008	-21.86476	0.0447754	0.180055	0.173066	0.16316	0.167741	0.249215	0.248481	0.251265	0.0912417	0.0910778
5649	1	-1573.028	-1568.582	-4.446333	0.145376	0.156118	0.160219	0.159819	0.159686	0.160002	0.16472	0.174785	0.174774	0.174667
5650	0	-1573.268	-1564.837	-8.430912	0.0475362	0.194992	0.190929	0.189735	0.214435	0.199858	0.206534	0.212421	0.197639	0.197869
5651	1	-1553.101	-1573.134	20.03237	0.0723842	0.0719606	0.0722165	0.0722037	0.0722213	0.071919	0.0716818	0.0714599	0.0714657	0.0714171
5652	0	-1600.492	-1569.746	-30.74589	0.0588183	0.0718715	0.0722361	0.171015	0.172571	0.180134	0.177259	0.168106	0.16514	0.155056
5653	1	-1571.166	-1569.824	-1.342351	0.0366637	0.0366351	0.0366869	0.036711	0.0363633	0.0328974	0.0329394	0.0329304	0.0329137	0.033014
5654	0	-1568.254	-1565.174	-3.079435	0.0237571	0.162243	0.17325	0.17309	0.191427	0.193613	0.237069	0.246404	0.246659	0.255364
5655	1	-1570.608	-1570.943	0.3348717	0.00936554	0.00932389	0.00930897	0.00845906	0.00868427	0.00880403	0.00870857	0.00870324	0.00869908	0.00876686
5656	0	-1550.046	-1564.888	14.84148	0.0247323	0.205596	0.193136	0.22819	0.2123	0.204623	0.213474	0.173673	0.188704	0.197235
5657	1	-1583.024	-1568.613	-14.41138	0.00795635	0.0076281	0.00832301	0.00832428	0.00785615	0.0078449	0.00767559	0.00763269	0.00775514	0.00757893
5658	0	-1566.445	-1566.025	-0.4200392	0.0250293	0.151261	0.20116	0.211502	0.20503	0.206328	0.195752	0.161104	0.262874	0.161145
5659	1	-1578.595	-1568.801	-9.794073	0.100505	0.102506	0.101619	0.100724	0.101876	0.101562	0.102468	0.0996437	0.0996765	0.205351
5660	0	-1597.845	-1566.663	-31.18219	0.0225135	0.193501	0.192688	0.262719	0.363673	0.167717	0.168171	0.192534	0.570774	0.285967
5661	1	-1557.01	-1569.798	12.78812	0.185883	0.188956	0.196469	0.197345	0.2009	0.200855	0.202409	0.203534	0.201603	0.200762
5662	0	-1581.689	-1565.593	-16.09562	0.0356831	0.139071	0.139061	0.206725	0.244161	0.230902	0.200351	0.0617651	0.256954	0.0664532
5663	1	-1550.749	-1572.073	21.32427	0.185372	0.186096	0.187191	0.188658	0.188984	0.187772	0.185697	0.185157	0.183889	0.183898
5664	0	-1600.789	-1565.31	-35.47841	0.0198918	0.180457	0.17985	0.148784	0.131394	0.149266	0.0936886	0.0779058	0.000321536	0.000236814
5665	1	-1536.231	-1569.946	33.71498	0.211439	0.20963	0.209519	0.211232	0.213751	0.217279	0.218955	0.223832	0.224707	0.224707
5666	0	-1593.2	-1564.578	-28.62215	0.016425	0.182106	0.199808	0.154554	0.295362	0.246597	0.215763	0.176049	0.252039	0.0450261
5667	1	-1569.045	-1568.24	-0.8044924	0.135921	0.152225	0.139616	0.141101	0.161587	0.161451	0.163364	0.181069	0.175573	0.174292
5668	0	-1598.099	-1565.252	-32.84741	0.0183552	0.209452	0.210324	0.266367	0.260329	0.259509	0.24614	0.212199	0.0990104	0.0103517
5669	1	-1577.122	-1568.525	-8.596861	0.0860003	0.0819616	0.080486	0.0805829	0.0818922	0.0730602	0.0729732	0.0727717	0.0759677	0.0762214
5670	0	-1601.155	-1566.907	-34.24803	0.0191743	0.217218	0.181381	0.184126	0.182332	0.215345	0.213188	0.141811	0.123536	0.081736
5671	1	-1554.933	-1566.357	11.42381	0.097871	0.0994554	0.0994171	0.116248	0.116501	0.119684	0.120013	0.120848	0.116097	0.114186
5672	0	-1600.558	-1567.392	-33.16658	0.00820806	0.0744337	0.0517428	0.0466359	0.0849063	0.111723	0.111037	0.113262	0.0680088	0.0297635
5673	1	-1572.432	-1566.976	-5.456095	0.0538435	0.0554309	0.0578601	0.0583613	0.0570342	0.0557427	0.0559009	0.0558213	0.0728913	0.0721647
5674	0	-1601.214	-1567.55	-33.66356	0.0110401	0.00962069	0.0113564	0.00977056	0.101621	0.110186	0.0719785	0.0739414	0.0711187	0.0759652
5675	1	-1564.915	-1569.488	4.572715	0.175358	0.174935	0.209423	0.209195	0.209223	0.20902	0.209051	0.218418	0.214594	0.209943
5676	0	-1600.977	-1573.042	-27.93483	0.00953599	0.0301531	0.0197527	0.0209409	0.0267796	0.026159	0.025974	0.024434	0.0240991	0.024295
5677	1	-1562.743	-1569.327	6.584058	0.175839	0.175107	0.174816	0.17438	0.179197	0.179497	0.189715	0.179492	0.179485	0.000294111
5678	0	-1565.41	-1567.151	1.741012	0.0361757	0.0352788	0.0353643	0.0353101	0.0356077	0.0355877	0.0353076	0.0352719	0.0352071	0.0352118
5679	1	-1577.245	-1567.652	-9.593763	0.151917	0.166893	0.161094	0.1691	0.187596	0.185109	0.188078	0.142069	0.139603	0.122805
5680	0	-1572.911	-1567.11	-5.801203	0.0255614	0.0257086	0.0254918	0.0250117	0.0242496	0.0268017	0.0268401	0.0268549	0.0243734	0.0272205
5681	1	-1597.735	-1570.09	-27.64462	0.0817584	0.0835038	0.0828722	0.0831867	0.127402	0.087145	0.0854434	0.0857266	0.0833298	0.0890482
5682	0	-1571.734	-1566.148	-5.585997	0.0397803	0.0394133	0.039064	0.0392616	0.0387857	0.0382344	0.0390169	0.038358	0.0384602	0.039271
5683	1	-1582.584	-1567.871	-14.7135	0.0882912	0.0941337	0.094155	0.0940771	0.130979	0.130625	0.141566	0.128476	0.132441	0.138043
5684	0	-1564.228	-1567.594	3.366417	0.0689865	0.0681643	0.0681358	0.068476	0.0684732	0.067065	0.0684133	0.066402	0.0674428	0.0688471
5685	1	-1569.366	-1568.086	-1.279796	0.0514978	0.05154	0.040686	0.0406779	0.041019	0.0411063	0.0411866	0.0412115	0.046082	0.0460991
5686	0	-1612.079	-1571.572	-40.50644	0.0239324	0.0193798	0.031424	0.0478255	0.0477665	0.0462918	0.0482524	0.265651	0.265013	0.234282
5687	1	-1560.144	-1569.637	9.493117	0.196919	0.196623	0.196694	0.19645	0.160571	0.1609	0.160974	0.1545	0.166196	0.171194
5688	0	-1581.308	-1565.749	-15.55865	0.0359315	0.144122	0.150608	0.149194	0.211977	0.200612	0.197727	0.218725	0.19003	0.193588
5689	1	-1558.953	-1568.913	9.959904	0.148596	0.142763	0.14008	0.136941	0.24763	0.247744	0.247965	0.247963	0.247414	0.26342
5690	0	-1560.902	-1564.779	3.87741	0.0395495	0.156587	0.157193	0.195037	0.218416	0.225463	0.247962	0.233966	0.107503	0.172549
5691	1	-1570.903	-1568.167	-2.736288	0.18376	0.21826	0.215552	0.21385	0.209704	0.209537	0.231587	0.233197	0.233209	0.234125
5692	0	-1572.566	-1569.808	-2.758129	0.0877098	0.0879295	0.168789	0.153236	0.155354	0.147699	0.141002	0.144704	0.0964822	0.10284
5693	1	-1563.032	-1569.148	6.116251	0.148431	0.148034	0.148488	0.148255	0.147782	0.145181	0.14554	0.14425	0.14631	0.147031
5694	0	-1584.67	-1570.488	-14.18207	0.0564932	0.112989	0.110597	0.112314	0.108918	0.108883	0.11567	0.131262	0.130791	0.133956
5695	1	-1583.464	-1567.934	-15.52956	0.115283	0.11979	0.126698	0.127279	0.128717	0.128721	0.129404	0.141163	0.155904	0.160984
5696	0	-1576.381	-1569.121	-7.260259	0.158359	0.155965	0.151683	0.153177	0.14788	0.1503	0.146138	0.100276	0.0998968	0.101763
5697	1	-1593.796	-1564.943	-28.85356	0.0638224	0.161845	0.212186	0.250664	0.261208	0.281096	0.073305	0.0735637	0.0714341	0.0721911
5698	0	-1574.44	-1570.303	-4.137141	0.0930789	0.093248	0.101319	0.100233	0.0998708	0.0990311	0.098537	0.0984917	0.0989481	0.0968385
5699	1	-1578.727	-1565.866	-12.86096	0.0488438	0.140412	0.142493	0.176414	0.179724	0.144789	0.153769	0.148935	0.15245	0.154761
5700	0	-1577.194	-1566.514	-10.67932	0.132546	0.139034	0.15198	0.152244	0.152042	0.0687499	0.0646897	0.0627967	0.0598381	0.0581859
5701	1	-1590.569	-1568.765	-21.80417	0.171522	0.145511	0.15426	0.183562	0.173384	0.181066	0.152751	0.142776	0.131279	0.124486
5702	0	-1574.946	-1568.627	-6.31869	0.151856	0.167309	0.167467	0.1612	0.215561	0.22284	0.228022	0.223325	0.220339	0.223058
5703	1	-1602.611	-1568.532	-34.07938	0.0387306	0.135379	0.0933482	0.0939242	0.0960068	0.0909603	0.0355737	0.118253	0.107273	0.0923721
5704	0	-1560.058	-1568.327	8.269237	0.112855	0.114131	0.121961	0.12254	0.133813	0.134302	0.140333	0.136355	0.137195	0.136886
5705	1	-1590.257	-1567.674	-22.58346	0.0119617	0.0120614	0.0118822	0.0114967	0.0115681	0.0116616	0.0104936	0.0100999	0.0112057	0.011132
5706	0	-1562.849	-1568.783	5.934181	0.0999312	0.10044	0.100293	0.101564	0.100944	0.0946119	0.0947565	0.101963	0.102024	0.101937
5707	1	-1625.345	-1568.56	-56.785	0.0575781	0.0198542	0.0211339	0.0222925	0.0819102	0.110777	0.0862791	0.128056	0.0960534	0.19858
5708	0	-1563.037	-1569.157	6.120016	0.00887255	0.00888097	0.00886808	0.00891395	0.00891396	0.00881828	0.00882516	0.00876168	0.00871192	0.00883681
5709	1	-1625.795	-1569.469	-56.3267	0.0586565	0.0816531	0.0680763	0.0640189	0.0157708	0.0162304	0.0187247	0.0190949	0.025003	0.0542442
5710	0	-1549.333	-1569.101	19.76798	0.0949413	0.0947832	0.0951703	0.0958096	0.0958658	0.0958197	0.0958232	0.0960177	0.0947015	0.0945917
5711	1	-1599.793	-1566.963	-32.82972	0.0364308	0.0372007	0.0343132	0.0342061	0.0304572	0.0236266	0.0275312	0.0336828	0.0347094	0.0267071
5712	0	-1556.496	-1566.762	10.26639	0.0906565	0.0906292	0.0906395	0.0906506	0.0906689	0.0908765	0.0910082	0.0911282	0.0911383	0.0911352
5713	1	-1593.545	-1566.395	-27.15018	0.041213	0.0402697	0.0423349	0.0292885	0.0271909	0.0308373	0.030536	0.0305135	0.0328633	0.0320095
5714	0	-1567.718	-1568.818	1.099417	0.114786	0.113481	0.113353	0.114031	0.112404	0.112308	0.110003	0.11084	0.109925	0.117226
5715	1	-1584.057	-1567.056	-17.00081	0.051259	0.0507079	0.0507487	0.049513	0.0492833	0.0353235	0.0361725	0.036524	0.0364997	0.0362861
5716	0	-1581.604	-1570.53	-11.07457	0.0249478	0.024516	0.0277864	0.0150099	0.0147021	0.0142595	0.000129761	0.000164109	0.000164972	0.00018312
5717	1	-1584.189	-1566.682	-17.50648	0.0709904	0.0708483	0.0707314	0.0705335	0.068755	0.0683854	0.0684595	0.068475	0.000348186	0.000348756
5718	0	-1598.289	-1568.251	-30.03771	0.0157216	0.0187134	0.0178132	0.0117605	0.00938774	0.00314233	0.00343541	0.00342165	0.00346337	0.00498627
5719	1	-1557.728	-1571.498	13.76982	0.197707	0.197296	0.201499	0.20357	0.201889	0.176844	0.176888	0.17805	0.17454	0.0786198
5720	0	-1627.606	-1567.471	-60.13523	0.016452	0.0178579	0.0212951	0.0212656	6.42288e-05	6.76403e-05	0.00397045	0.00488447	0.00488333	0.00572068
5721	1	-1580.425	-1566.931	-13.49407	0.120136	0.118847	0.117134	0.104196	0.104194	0.104886	0.105818	0.104699	0.10277	0.10717
5722	0	-1558.476	-1569.304	10.82775	0.128427	0.128772	0.129091	0.128046	0.127863	0.130172	0.131303	0.129346	0.131351	0.131994
5723	1	-1564.17	-1569.707	5.536662	0.233786	0.23644	0.237866	0.235662	0.234447	0.213468	0.213639	0.21562	0.215624	0.217586
5724	0	-1570.008	-1569.361	-0.6469897	0.111886	0.110728	0.110665	0.111347	0.110265	0.111646	0.111727	0.111929	0.111782	0.111932
5725	1	-1541.45	-1570.318	28.86819	0.229666	0.228833	0.228558	0.228891	0.228541	0.230359	0.229937	0.229831	0.21499	0.216073
5726	0	-1581.359	-1566.002	-15.35645	0.0983878	0.126244	0.126929	0.10566	0.134676	0.134327	0.137442	0.138327	0.136277	0.107893
5727	1	-1559.837	-1568.263	8.425936	0.156233	0.161163	0.161238	0.161249	0.161206	0.16006	0.160488	0.160332	0.159221	0.159363
5728	0	-1582.207	-1568.873	-13.33362	0.0529919	0.0601947	0.0564574	0.0499649	0.0498365	0.0480841	0.0465741	0.0418574	0.0275764	0.0291788
5729	1	-1577.638	-1572.308	-5.330665	0.0298292	0.0299052	0.0303305	0.0273408	0.0257595	0.0261881	0.0266765	0.0264024	0.0266237	0.0267624
5730	0	-1584.395	-1568.497	-15.89788	0.0661273	0.0656712	0.0674199	0.0698126	0.075479	0.0724123	0.0697666	0.0831331	0.0809556	0.0807387
5731	1	-1576.87	-1568.645	-8.225008	0.0224471	0.0224629	0.0271261	0.0273483	0.0294858	0.0326161	0.0322334	0.0323372	0.0322743	0.0326764
5732	0	-1594.616	-1567.944	-26.67173	0.0403479	0.0398413	0.0385537	0.0373349	0.0301596	0.0301968	0.0302014	0.0254987	0.0256844	0.0256483
5733	1	-1608.452	-1568.477	-39.97582	0.0187349	0.0407879	0.0445824	0.0427403	0.0434802	0.0409602	0.040183	0.0400118	0.0424124	0.0414764
5734	0	-1599.481	-1569.795	-29.68648	0.0764772	0.0908155	0.0980308	0.0966449	0.0932714	0.0883561	0.0418179	0.0676376	0.06873	0.0539561
5735	1	-1578.061	-1569.992	-8.068227	0.00120693	0.00121946	0.00131054	0.00129714	0.00129684	0.00129641	0.0013134	0.00129032	0.00129411	0.001309
5736	0	-1564.605	-1567.049	2.44379	0.0824486	0.0822212	0.0821019	0.0805644	0.0809441	0.0810001	0.0806925	0.0901562	0.087072	0.08737
5737	1	-1594.528	-1566.498	-28.03025	0.001993	0.00201318	0.00226996	0.00233141	0.00237871	0.00230915	0.00228515	0.00234261	0.0021561	0.00215588
5738	0	-1560.362	-1568.077	7.714606	0.0747458	0.076355	0.0763631	0.0790431	0.0788667	0.0892045	0.0893696	0.0893889	0.088191	0.0885716
5739	1	-1571.757	-1571.799	0.04252405	0.00086823	0.000862315	0.000883193	0.000876458	0.00104143	0.00105452	0.00106643	0.00102715	0.00103871	0.00120803
5740	0	-1574.943	-1567.284	-7.658221	0.108682	0.108738	0.109594	0.10912	0.109385	0.112307	0.113019	0.112531	0.311965	0.292353
5741	1	-1568.178	-1567.75	-0.427621	0.00178393	0.00179755	0.00176999	0.00180414	0.00180165	0.00180675	0.00172099	0.0017411	0.0017163	0.00171398
5742	0	-1553.776	-1569.024	15.24744	0.119857	0.121095	0.120633	0.120935	0.120265	0.123417	0.123136	0.131277	0.133922	0.134405
5743	1	-1585.066	-1568.616	-16.44999	0.0754214	0.0573773	0.0585322	0.0772309	0.0837519	0.0825965	0.0830005	0.0831998	0.0826861	0.0868471
5744	0	-1587.362	-1568.444	-18.91799	0.0158248	0.0158887	0.0162815	0.0155525	0.0163867	0.0176407	0.0174675	0.0178245	0.0175959	0.0215368
5745	1	-1596.744	-1565.973	-30.77144	0.116674	0.194324	0.19507	0.192593	0.18575	0.161365	0.204641	0.222884	0.242952	0.164693
5746	0	-1558.417	-1569.952	11.5351	0.0699557	0.0699661	0.0702501	0.0721909	0.0729637	0.0730444	0.0728917	0.0725138	0.071594	0.0716278
5747	1	-1577.32	-1567.946	-9.374153	0.054815	0.054003	0.0585658	0.0579872	0.0674655	0.0672091	0.0676278	0.0696251	0.0697977	0.0581033
5748	0	-1560.571	-1569.021	8.449862	0.106087	0.107445	0.126842	0.124063	0.123062	0.122131	0.15348	0.149786	0.1491	0.148982
5749	1	-1548.852	-1566.864	18.01145	0.105943	0.105796	0.105545	0.105502	0.107185	0.107226	0.10681	0.107074	0.107141	0.107586
5750	0	-1579.176	-1567.878	-11.29763	0.0899385	0.0885953	0.0899826	0.0831372	0.0804113	0.0818636	0.0815338	0.0698215	0.0891175	0.0878046
5751	1	-1577.992	-1567.468	-10.52413	0.150204	0.150344	0.149416	0.147024	0.14769	0.171461	0.16972	0.170297	0.170224	0.169734
5752	0	-1573.229	-1567.741	-5.488381	0.00935068	0.00876082	0.00725768	0.00586358	0.0057892	0.00569402	0.00575863	0.00575644	0.00561387	0.00564666
5753	1	-1575.574	-1567.975	-7.598287	0.128476	0.128571	0.127373	0.127083	0.127063	0.127041	0.127705	0.127601	0.129768	0.129231
5754	0	-1574.65	-1566.829	-7.820932	0.0112722	0.126574	0.148623	0.190062	0.180947	0.168735	0.20763	0.208843	0.184614	0.207446
5755	1	-1556.553	-1568.433	11.88056	0.0934451	0.0922684	0.0922888	0.097346	0.096054	0.0950258	0.0951562	0.0927755	0.0915374	0.0948792
5756	0	-1580.256	-1567.124	-13.13189	0.00637947	0.122119	0.121487	0.126616	0.127256	0.122223	0.125668	0.118806	0.118842	0.113327
5757	1	-1568.485	-1567.299	-1.186228	0.0950094	0.0953953	0.231285	0.231976	0.238269	0.232822	0.240231	0.220274	0.214876	0.202057
5758	0	-1581.31	-1566.269	-15.04108	0.00901681	0.0848702	0.0835986	0.0838975	0.084193	0.0836228	0.0816135	0.0762655	0.0763362	0.0865698
5759	1	-1591.644	-1566.907	-24.73749	0.0742399	0.145764	0.137545	0.173727	0.180852	0.164587	0.140779	0.138855	0.139647	0.139392
5760	0	-1568.935	-1564.856	-4.079035	0.0220947	0.176907	0.176711	0.186344	0.183004	0.175278	0.169348	0.161457	0.181089	0.198609
5761	1	-1589.747	-1568.023	-21.72381	0.117007	0.105035	0.173731	0.169192	0.207543	0.260799	0.222948	0.211063	0.168064	0.176392
5762	0	-1577.3	-1569.061	-8.238524	0.0183796	0.0201027	0.0840528	0.113396	0.121898	0.12201	0.124537	0.125229	0.125336	0.131488
5763	1	-1577.318	-1567.323	-9.995606	0.157393	0.16313	0.197784	0.194441	0.186579	0.187345	0.190076	0.182621	0.183323	0.168385
5764	0	-1555.249	-1569.818	14.56886	0.161611	0.162045	0.162341	0.16002	0.16598	0.170636	0.170744	0.197267	0.200134	0.196591
5765	1	-1575.422	-1568.994	-6.428012	0.176721	0.190611	0.19187	0.191361	0.191261	0.187716	0.189131	0.188732	0.190913	0.191006
5766	0	-1588.865	-1569.875	-18.98963	0.173097	0.177419	0.177117	0.188843	0.353869	0.382628	0.381405	0.397442	0.45181	0.452873
5767	1	-1587.444	-1569.85	-17.59346	0.16176	0.161803	0.160045	0.156794	0.156692	0.153538	0.152452	0.143844	0.140266	0.140524
5768	0	-1578.163	-1568.879	-9.283633	0.143788	0.143781	0.141813	0.140161	0.139409	0.138027	0.144715	0.14512	0.125068	0.127857
5769	1	-1566.744	-1570.025	3.280362	0.0756473	0.0756515	0.0756872	0.0754714	0.075609	0.0755469	0.0757501	0.0756976	0.0756704	0.075534
5770	0	-1581.804	-1566.226	-15.57824	0.0487092	0.0494021	0.0448591	0.045333	0.0734458	0.0972091	0.0961376	0.109244	0.10213	0.0985066
5771	1	-1532.642	-1566.85	34.20817	0.0667553	0.0668398	0.0668399	0.066854	0.0668673	0.0668637	0.0668595	0.066859	0.066853	0.0668119
5772	0	-1572.77	-1567.301	-5.46922	0.0216206	0.234272	0.237737	0.228214	0.228528	0.229167	0.243712	0.219791	0.221042	0.224018
5773	1	-1527.065	-1568.911	41.84664	0.202275	0.202357	0.202338	0.202426	0.202438	0.201883	0.20191	0.201958	0.201959	0.201889
5774	0	-1572.375	-1565.468	-6.90681	0.0161438	0.164994	0.168403	0.131506	0.129607	0.132565	0.159281	0.157922	0.0783739	0.0819525
5775	1	-1570.678	-1567.229	-3.448382	0.0993524	0.0993163	0.0993577	0.0998681	0.100321	0.101998	0.102019	0.102987	0.103847	0.106618
5776	0	-1566.944	-1565.254	-1.689711	0.0150184	0.143382	0.209181	0.219587	0.220471	0.226244	0.207945	0.214119	0.175934	0.0971679
5777	1	-1571.779	-1569.132	-2.647445	0.108353	0.123569	0.121201	0.114148	0.114168	0.120256	0.120967	0.121928	0.0809341	0.0874374
5778	0	-1597.172	-1565.179	-31.99269	0.0167132	0.14886	0.165909	0.151887	0.138099	0.136488	0.138448	0.140861	0.122054	0.127144
5779	1	-1579.761	-1565.917	-13.84403	0.0505901	0.193814	0.19866	0.192864	0.197248	0.193886	0.210795	0.220169	0.233837	0.281031
5780	0	-1581.756	-1565.518	-16.23813	0.0075778	0.141378	0.160929	0.136141	0.136731	0.168695	0.168754	0.162416	0.138027	0.13221
5781	1	-1598.935	-1567.954	-30.98121	0.0570704	0.0567532	0.0543686	0.0621739	0.069458	0.068678	0.0669146	0.0642205	0.0382408	0.0375986
5782	0	-1568.037	-1566.418	-1.619066	0.00328739	0.142083	0.14866	0.150936	0.2122	0.242685	0.224421	0.22096	0.212412	0.216924
5783	1	-1580.675	-1570.041	-10.63429	0.0316548	0.0413107	0.0821363	0.0815144	0.0837099	0.0732328	0.072941	0.0678772	0.0661784	0.0680854
5784	0	-1572.541	-1565.494	-7.047742	0.00499142	0.167805	0.177235	0.170773	0.165507	0.171177	0.166914	0.169206	0.160364	0.150871
5785	1	-1582.905	-1564.688	-18.21645	0.0205023	0.154113	0.120962	0.115757	0.115955	0.105747	0.101663	0.103061	0.108521	0.107644
5786	0	-1574.069	-1564.704	-9.364564	0.00353152	0.196288	0.193882	0.195828	0.192989	0.191154	0.190759	0.180757	0.17474	0.16647
5787	1	-1586.907	-1567.041	-19.86661	0.0123412	0.204617	0.203183	0.17169	0.189368	0.162933	0.172333	0.1717	0.177725	0.175989
5788	0	-1599.518	-1566.354	-33.1641	0.00264498	0.132369	0.132891	0.150511	0.15088	0.114037	0.0450207	0.0447453	0.0460315	0.052175
5789	1	-1587.844	-1564.176	-23.66791	0.0103979	0.190338	0.14972	0.150582	0.18784	0.201886	0.221672	0.102433	0.0953951	0.0878252
5790	0	-1593.628	-1572.114	-21.51323	0.00767113	0.00942933	0.0956335	0.110788	0.139836	0.12944	0.124569	0.12469	0.121751	0.0536076
5791	1	-1581.308	-1564.359	-16.94915	0.00863738	0.149282	0.147882	0.145485	0.18096	0.177265	0.165882	0.105709	0.105753	0.0985879
5792	0	-1590.246	-1568.205	-22.04121	0.0111393	0.199382	0.193476	0.196399	0.140614	0.138886	0.139911	0.154713	0.154688	0.167759
5793	1	-1594.466	-1567.583	-26.8827	0.00280764	0.144235	0.146703	0.142265	0.141159	0.149164	0.173824	0.291359	0.296338	0.297495
5794	0	-1567.397	-1564.829	-2.568262	0.00983969	0.16441	0.160541	0.159285	0.164862	0.197287	0.204193	0.163307	0.16213	0.156279
5795	1	-1570.966	-1564.879	-6.087033	0.00526378	0.238596	0.237219	0.231993	0.244309	0.248969	0.253084	0.259054	0.260702	0.260437
5796	0	-1569.761	-1568.616	-1.144307	0.00945883	0.107529	0.117188	0.118737	0.115989	0.117849	0.120843	0.127774	0.12582	0.128638
5797	1	-1595.629	-1564.792	-30.83718	0.0123387	0.181661	0.182189	0.17771	0.172212	0.143671	0.146867	0.139724	0.13473	0.142791
5798	0	-1558.011	-1565.414	7.403417	0.0138455	0.107884	0.15601	0.192444	0.189879	0.166714	0.1607	0.161185	0.197472	0.152775
5799	1	-1591.112	-1566.682	-24.42992	0.0163273	0.24619	0.162252	0.166572	0.18636	0.194088	0.206558	0.187085	0.175833	0.187384
5800	0	-1598.6	-1565.642	-32.95779	0.00516338	0.154724	0.146274	0.178526	0.192733	0.19699	0.211802	0.217691	0.218026	0.153146
5801	1	-1587.012	-1565.23	-21.78195	0.013935	0.217146	0.204327	0.206281	0.214578	0.173345	0.143007	0.151183	0.14936	0.148708
5802	0	-1579.398	-1565.705	-13.69314	0.0062689	0.152379	0.167886	0.163647	0.181044	0.181713	0.181007	0.224156	0.229566	0.205645
5803	1	-1592.098	-1566.385	-25.7121	0.0211387	0.173366	0.113963	0.108827	0.0956755	0.124058	0.103338	0.0686612	0.0692472	0.331115
5804	0	-1585.197	-1566.769	-18.42744	0.0058525	0.140326	0.140477	0.132073	0.138323	0.142537	0.135719	0.137987	0.138246	0.142986
5805	1	-1575.657	-1564.609	-11.04812	0.0124953	0.158738	0.151905	0.12249	0.198212	0.202383	0.169639	0.200794	0.226591	0.100189
5806	0	-1576.624	-1565.958	-10.66612	0.0111246	0.128834	0.129743	0.128132	0.130311	0.133883	0.130214	0.134906	0.133292	0.137484
5807	1	-1568.516	-1566.088	-2.427505	0.0166178	0.197224	0.122424	0.109236	0.15501	0.183122	0.18582	0.0639054	0.064374	0.054085
5808	0	-1562.438	-1568.461	6.022344	0.00397	0.110487	0.108361	0.108003	0.106292	0.105101	0.106507	0.106761	0.106407	0.105293
5809	1	-1573.89	-1570.978	-2.911617	0.0496631	0.124564	0.141992	0.165109	0.16518	0.164936	0.198736	0.271193	0.00286646	0.00341288
5810	0	-1565.58	-1565.642	0.0612178	0.00611407	0.167042	0.173309	0.256602	0.259561	0.259711	0.257758	0.260806	0.259944	0.259297
5811	1	-1556.351	-1566.708	10.35648	0.0443747	0.20028	0.199796	0.199441	0.211225	0.201953	0.198011	0.224788	0.256296	0.255077
5812	0	-1569.225	-1564.924	-4.300819	0.00797643	0.167739	0.174615	0.164159	0.188768	0.189592	0.191452	0.183515	0.180808	0.205165
5813	1	-1552.181	-1565.026	12.84551	0.0390066	0.177267	0.1785	0.178871	0.178762	0.178427	0.217378	0.216449	0.220199	0.219916
5814	0	-1584.791	-1567.698	-17.09276	0.0236509	0.223703	0.213876	0.22514	0.229953	0.227	0.223847	0.202286	0.192327	0.198495
5815	1	-1588.654	-1567.925	-20.72881	0.030249	0.126202	0.130874	0.134223	0.134891	0.145116	0.146761	0.145874	0.129844	0.0776112
5816	0	-1574.969	-1565.924	-9.045102	0.0226206	0.233601	0.213906	0.211512	0.173695	0.174618	0.183808	0.17199	0.172432	0.172049
5817	1	-1582.968	-1569.03	-13.93733	0.0460635	0.0457726	0.0644651	0.0630751	0.0679254	0.168472	0.166725	0.159971	0.160695	0.183706
5818	0	-1545.283	-1565.159	19.87509	0.0169882	0.184366	0.187822	0.188447	0.192562	0.191234	0.188468	0.192836	0.187208	0.156817
5819	1	-1588.84	-1567.088	-21.75183	0.0444284	0.0430084	0.0398541	0.0494276	0.0572215	0.0569005	0.070964	0.0726541	0.0758052	0.0762572
5820	0	-1553.852	-1565.02	11.16773	0.0203832	0.154181	0.157009	0.156965	0.156209	0.160807	0.161666	0.160879	0.159155	0.160193
5821	1	-1553.694	-1568.684	14.99022	0.087605	0.0876006	0.0876155	0.0875479	0.0875039	0.0864635	0.0864574	0.0864575	0.0864202	0.0860348
5822	0	-1551.423	-1564.778	13.35513	0.0223794	0.184145	0.180042	0.190409	0.189772	0.188468	0.18538	0.178217	0.179248	0.181408
5823	1	-1582.673	-1568.859	-13.81376	0.0554114	0.0514177	0.055523	0.0442884	0.058509	0.0595564	0.0629699	0.0393523	0.0365683	0.0360526
5824	0	-1575.081	-1565.523	-9.558698	0.0191735	0.14439	0.144058	0.151637	0.151407	0.12265	0.133731	0.158809	0.178492	0.202679
5825	1	-1585.325	-1567.648	-17.67716	0.0170693	0.0174006	0.0188684	0.0192282	0.0192738	0.0193597	0.0179003	0.0179693	0.0192619	0.0202134
5826	0	-1585.967	-1566.649	-19.31758	0.0262277	0.198814	0.201408	0.166487	0.152125	0.159262	0.170839	0.183971	0.0396992	0.0395706
