Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]
653	1	-1580.206	-1565.192	-15.01458	0.0447923	0.167072	0.171292	0.164914	0.157789	0.157341	0.162134	0.16198	0.161405	0.17481
654	0	-1597.066	-1569.857	-27.20867	0.0517512	0.0509827	0.0660923	0.0702653	0.0831396	0.0838874	0.0865281	0.000121026	0.000120905	0.000116564
655	1	-1560.714	-1568.706	7.992073	0.0457281	0.204276	0.209203	0.20843	0.2239	0.224167	0.226255	0.226583	0.206093	0.208511
656	0	-1588.837	-1567.823	-21.01416	0.056809	0.0541173	0.0560962	0.0553157	0.0577462	0.0570509	0.0552873	0.0555232	0.0563083	0.117101
657	1	-1562.953	-1564.578	1.625019	0.0404313	0.189695	0.181667	0.195048	0.193807	0.193562	0.189231	0.187487	0.190046	0.184405
658	0	-1569.548	-1568.507	-1.041117	0.130833	0.138285	0.148896	0.14935	0.149333	0.147139	0.143581	0.139185	0.138303	0.138485
659	1	-1586.173	-1565.936	-20.23671	0.0146388	0.0811062	0.0846049	0.0845295	0.0862706	0.0953308	0.0860404	0.0850868	0.0851942	0.0847656
660	0	-1575.807	-1568.862	-6.944794	0.0855141	0.0856487	0.085478	0.0855098	0.0859136	0.0858857	0.0860231	0.0737307	0.0757041	0.0773035
661	1	-1581.913	-1567.023	-14.89029	0.0315293	0.0323359	0.0297231	0.0302154	0.02882	0.0290522	0.0285187	0.0270247	0.0271423	0.0328235
662	0	-1571.707	-1565.588	-6.119198	0.00406368	0.0040573	0.00406962	0.00407246	0.00407506	0.00406365	0.00401923	0.00400845	0.00408163	0.00407233
663	1	-1585.529	-1568.872	-16.65741	0.01763	0.0175875	0.0178427	0.021488	0.021612	0.0218238	0.021742	0.0216141	0.0200629	0.0179421
664	0	-1580.945	-1568.777	-12.16862	0.0163303	0.0156709	0.0155998	0.0154747	0.0154112	0.0154113	0.0152985	0.0153138	0.0171263	0.0171065
665	1	-1579.404	-1568.153	-11.25156	0.0280681	0.122133	0.120205	0.120202	0.120721	0.131499	0.12066	0.134691	0.12397	0.124774
666	0	-1571.896	-1565.965	-5.931078	0.0181966	0.0180926	0.0180817	0.018965	0.0188764	0.0191238	0.0193417	0.0195722	0.0196268	0.0196924
667	1	-1569.332	-1567.777	-1.554787	0.0910654	0.0885192	0.0881938	0.0721372	0.0721232	0.0719562	0.0720617	0.0673159	0.0668412	0.0668896
668	0	-1599.167	-1568.817	-30.3493	0.0144142	0.0162536	0.0167032	0.0167451	0.0167751	0.0179954	0.0181861	0.0172525	0.0179857	0.0132072
669	1	-1610.683	-1565.362	-45.3201	0.0520495	0.0484787	0.0431602	0.0417727	0.0430004	0.00488507	0.00413123	0.00485874	0.00444887	0.00704906
670	0	-1572.004	-1566.381	-5.622865	0.0069148	0.00691542	0.0068981	0.00689487	0.00692632	0.0069419	0.00694281	0.00689084	0.00684324	0.00681897
671	1	-1565.015	-1570.372	5.356584	0.135538	0.267339	0.247887	0.180891	0.160116	0.208633	0.185936	0.194699	0.185757	0.280462
672	0	-1567.916	-1569.869	1.953646	0.00162706	0.00164126	0.00165704	0.00167195	0.00184776	0.00184445	0.00184448	0.001851	0.00183851	0.0018497
673	1	-1585.717	-1566.611	-19.10616	0.0858221	0.149293	0.15001	0.154495	0.168613	0.137382	0.140167	0.146852	0.124695	0.135446
674	0	-1586.067	-1568.923	-17.14396	0.00104266	0.001076	0.00106109	0.00106096	0.00104988	0.00104139	0.00102175	0.00102901	0.00110436	0.00107707
675	1	-1576.242	-1568.132	-8.11049	0.139923	0.14447	0.189557	0.189599	0.197238	0.19953	0.192657	0.188603	0.188913	0.169732
676	0	-1577.227	-1570.528	-6.699784	0.00437434	0.00386426	0.00386549	0.00386964	0.00381502	0.00381694	0.00373768	0.00393063	0.00394657	0.00392751
677	1	-1581.566	-1565.795	-15.77096	0.11399	0.121024	0.11989	0.137424	0.149326	0.148584	0.149076	0.139005	0.154891	0.155918
678	0	-1557.101	-1571.45	14.34834	0.000904719	0.000902224	0.000902242	0.000913344	0.000909153	0.000908208	0.000909343	0.000920514	0.000919485	0.000918903
679	1	-1586.437	-1568.912	-17.52505	0.14583	0.147048	0.137771	0.215026	0.215046	0.226077	0.296872	0.271698	0.272809	0.229736
680	0	-1557.443	-1566.306	8.862588	0.0540929	0.0537305	0.053763	0.0537182	0.0536885	0.0537112	0.0535635	0.0536573	0.0535253	0.0535049
681	1	-1582.555	-1566.164	-16.39121	0.0637201	0.0927235	0.0944973	0.103596	0.100529	0.0982145	0.0979692	0.0977874	0.119265	0.122892
682	0	-1591.498	-1570.875	-20.62289	0.101647	0.100193	0.102122	0.104051	0.0431264	0.0434396	0.0536175	0.0541792	0.0526414	0.0526855
683	1	-1580.516	-1569.186	-11.33012	0.0391176	0.0389787	0.040964	0.0409664	0.041051	0.037616	0.0407338	0.040644	0.0453644	0.0482684
684	0	-1601.392	-1567.396	-33.99661	0.0260897	0.0263547	0.0276561	0.0245941	0.0255114	0.00876762	0.00890962	0.0115266	0.0135875	0.0107738
685	1	-1573.062	-1566.982	-6.080517	0.0687618	0.0684619	0.0686118	0.068537	0.104885	0.102296	0.0877538	0.087541	0.0880912	0.0886217
686	0	-1568.42	-1568.075	-0.3454792	0.0630351	0.0631001	0.0630236	0.0661648	0.0675731	0.0685275	0.0704212	0.0733236	0.0739094	0.0778218
687	1	-1560.569	-1565.006	4.436569	0.0444517	0.194456	0.190719	0.192175	0.184224	0.190075	0.183851	0.181424	0.181312	0.183504
688	0	-1598.293	-1568.261	-30.03196	0.0585245	0.0705386	0.078155	0.0819474	0.0821044	0.0714728	0.0825516	0.0746689	0.0770583	0.0672746
689	1	-1570.265	-1565.55	-4.71492	0.0248224	0.179809	0.177334	0.179171	0.17738	0.177882	0.177991	0.173997	0.171437	0.177278
690	0	-1594.478	-1566.791	-27.68682	0.0629062	0.175716	0.178989	0.139539	0.0151866	0.015519	0.0166464	0.00240852	0.00242818	0.00233612
691	1	-1593.503	-1567.741	-25.76183	0.0418102	0.101793	0.102539	0.103183	0.101267	0.0997688	0.107889	0.138488	0.152009	0.15224
692	0	-1590.162	-1565.55	-24.61199	0.0685232	0.203813	0.199758	0.175866	0.272317	0.272945	0.288717	0.284501	0.304434	0.303845
693	1	-1582.216	-1569.641	-12.5752	0.104198	0.106938	0.116369	0.116277	0.119596	0.124778	0.124784	0.124739	0.128913	0.129301
694	0	-1585.196	-1567.513	-17.68331	0.0666804	0.122518	0.179654	0.170621	0.199684	0.202947	0.199767	0.228244	0.228786	0.019245
695	1	-1583.567	-1572.898	-10.66856	0.0230789	0.0226429	0.0223861	0.025464	0.0262902	0.0295607	0.0296519	0.0295889	0.0292525	0.0273438
696	0	-1586.69	-1568.426	-18.26441	0.0861496	0.11297	0.212104	0.212069	0.202063	0.181366	0.164181	0.147664	0.146259	0.22469
697	1	-1568.697	-1567.624	-1.073057	0.103146	0.103294	0.103754	0.109549	0.109548	0.109809	0.112335	0.112421	0.112142	0.11238
698	0	-1565.907	-1567.203	1.295807	0.0991526	0.112847	0.129268	0.126152	0.126147	0.127852	0.12767	0.13599	0.156852	0.0923826
699	1	-1551.882	-1567.314	15.43152	0.0619898	0.0640598	0.0640651	0.0640713	0.0637461	0.0638971	0.063915	0.0640185	0.0647047	0.064991
700	0	-1588.879	-1569.475	-19.4041	0.175364	0.176631	0.162932	0.162954	0.162681	0.160557	0.170711	0.174353	0.151125	0.151302
701	1	-1580.217	-1567.334	-12.88372	0.0227162	0.023	0.0223573	0.0226909	0.0228029	0.0229654	0.0229516	0.0204331	0.0202781	0.0204743
702	0	-1587.06	-1567.882	-19.17775	0.135464	0.137298	0.136175	0.135633	0.135459	0.13423	0.161938	0.168541	0.171724	0.114397
703	1	-1569.875	-1565.706	-4.168411	0.0397036	0.0396799	0.0420664	0.0421134	0.0420672	0.0421526	0.0422192	0.042198	0.042146	0.0420293
704	0	-1571.508	-1567.915	-3.593195	0.060949	0.0608664	0.0619494	0.0622482	0.0620906	0.0621679	0.0614239	0.061017	0.0609511	0.0624767
705	1	-1582.258	-1570.696	-11.56238	0.0743658	0.0743901	0.0741128	0.0738145	0.0737817	0.0738027	0.063655	0.0699543	0.069555	0.0738447
706	0	-1598.417	-1570.511	-27.90612	0.109059	0.111262	0.107572	0.10797	0.12121	0.0806128	0.0816573	0.0820519	0.081906	0.0839168
707	1	-1588.056	-1568.363	-19.69349	0.0178934	0.0189764	0.0183654	0.0175122	0.0175108	0.0174103	0.0174596	0.0171796	0.0175086	0.0177912
708	0	-1595.312	-1567.285	-28.02698	0.0041509	0.00422511	0.00416974	0.0042825	0.0042625	0.00422247	0.00432044	0.00432922	0.0043844	0.00450896
709	1	-1594.929	-1569.363	-25.56552	0.0471071	0.039317	0.0400884	0.0476887	0.0358308	0.0339395	0.0366601	0.0103769	0.0106296	0.0109452
710	0	-1562.951	-1568.328	5.37672	0.0841187	0.0861017	0.0858998	0.0859241	0.0919542	0.0922725	0.0923363	0.0929758	0.0928311	0.0929007
711	1	-1608.615	-1568.363	-40.25144	0.0738613	0.0821774	0.1635	0.165138	0.138042	0.111243	0.103004	0.143656	0.154916	0.282276
712	0	-1595.328	-1569.477	-25.85043	0.144506	0.145621	0.147588	0.17068	0.172962	0.170594	0.14644	0.116218	0.109118	0.117428
713	1	-1585.739	-1569.009	-16.72961	0.0699962	0.0698342	0.0678492	0.0691948	0.0699658	0.0699978	0.0741791	0.0723907	0.000288138	0.000287335
714	0	-1595.73	-1568.811	-26.91911	0.0192899	0.0188605	0.0188205	0.0185756	0.0176274	0.0191258	0.0183418	0.0181114	0.0178849	0.0181501
715	1	-1570.875	-1567.542	-3.33309	0.111412	0.111093	0.111315	0.107652	0.10594	0.104239	0.105134	0.105097	0.10506	0.102216
716	0	-1585.275	-1569.336	-15.93931	0.00442593	0.00427357	0.00339073	0.00328547	0.00323226	0.00342817	0.00355057	0.00351677	0.00363693	0.00435451
717	1	-1580.217	-1566.852	-13.36498	0.0811531	0.0823939	0.0848316	0.0810472	0.0807488	0.0809563	0.0809032	0.0773398	0.0686317	0.0487592
718	0	-1600.745	-1565.585	-35.16023	0.0360758	0.0610403	0.0612352	0.148706	0.129079	0.128821	0.107553	0.105926	0.107612	0.00517929
719	1	-1566.976	-1567.618	0.6421858	0.0413217	0.0413994	0.0363341	0.0532378	0.081059	0.0808175	0.0803168	0.0784252	0.0778108	0.0751303
720	0	-1589.058	-1567.755	-21.30235	0.0277546	0.0394175	0.0434697	0.0415769	0.125499	0.12583	0.120132	0.119529	0.115107	0.149314
721	1	-1604.83	-1571.056	-33.77434	0.0343357	0.0331977	0.0643033	0.0599409	0.0607078	0.0613086	0.0373047	0.0401275	0.0400306	0.0423618
722	0	-1568.121	-1568.412	0.2907157	0.0141841	0.014234	0.0140955	0.0126482	0.0131872	0.0131568	0.0130569	0.0131289	0.0135881	0.0136917
723	1	-1588.739	-1568.297	-20.44135	0.0905093	0.123339	0.124842	0.0988505	0.133161	0.134733	0.137506	0.137427	0.0959132	0.0871215
724	0	-1601.296	-1568.554	-32.74157	0.00267421	0.00246613	0.00246621	0.00269283	0.00275113	0.00277491	0.00254056	0.00256272	0.00237119	0.00110799
725	1	-1587.814	-1567.047	-20.76683	0.0627707	0.0762449	0.077149	0.081142	0.0811408	0.0826173	0.0834627	0.0816741	0.0866726	0.0899434
726	0	-1581.539	-1567.273	-14.26645	0.0319461	0.0640625	0.0632392	0.0635034	0.062392	0.0626377	0.0596615	0.060429	0.0605202	0.0628808
727	1	-1591.349	-1567.408	-23.94066	0.0726143	0.0702171	0.0698093	0.0698047	0.0701022	0.0757391	0.0757554	0.0796807	0.0944072	0.0934968
728	0	-1600.226	-1569.996	-30.22931	0.0650219	0.0728126	0.0699395	0.0587454	0.0360583	0.0371319	0.0341558	0.0336567	0.195372	0.254451
729	1	-1579.985	-1567.894	-12.09044	0.113708	0.111185	0.112812	0.111664	0.11161	0.11067	0.108697	0.100148	0.100069	0.0990914
730	0	-1565.299	-1568.595	3.296722	0.0288543	0.0287362	0.0287033	0.0283749	0.0284439	0.0273266	0.0272	0.0276667	0.0279773	0.0279162
731	1	-1566.206	-1566.236	0.03003298	0.0880985	0.158983	0.156943	0.154732	0.161364	0.156343	0.157426	0.158936	0.16625	0.166241
732	0	-1605.113	-1567.559	-37.55394	0.00400766	0.00398927	0.00400648	0.00398121	0.00433774	0.00435117	0.00483541	0.00452056	0.00517036	0.0049941
733	1	-1577.242	-1568.349	-8.892356	0.0839525	0.0841476	0.0793068	0.220805	0.170182	0.155688	0.159249	0.167479	0.159866	0.144811
734	0	-1595.773	-1567.556	-28.21631	0.000410676	0.000395372	0.000425929	0.000423113	0.0004226	0.000419428	0.000445823	0.000435883	0.000434158	0.000435283
735	1	-1586.334	-1566.829	-19.50541	0.0954442	0.172186	0.177018	0.268208	0.267432	0.360016	0.294432	0.276443	0.0280107	0.00955336
736	0	-1624.771	-1567.823	-56.94801	0.00964746	0.0133515	0.0241213	0.011407	0.00419113	0.00322902	0.00291129	0.00044065	0.000293418	0.000293534
737	1	-1553.824	-1567.767	13.94247	0.171804	0.175115	0.275652	0.26092	0.246348	0.244061	0.245089	0.234186	0.231434	0.231448
738	0	-1593.736	-1567.439	-26.29701	8.39044e-05	9.45051e-05	9.45349e-05	0.000104744	0.000119422	9.71885e-05	0.000108444	0.00010539	0.000103854	0.000165195
739	1	-1564.819	-1566.275	1.455645	0.12134	0.157516	0.197817	0.217145	0.220044	0.214704	0.209812	0.21351	0.201625	0.185577
740	0	-1588.913	-1568.275	-20.63887	0.000353937	0.000378584	0.000379732	0.000375735	0.000378799	0.000384924	0.000384196	0.00036322	0.000364478	0.000368669
741	1	-1554.657	-1569.066	14.40888	0.102525	0.141217	0.189212	0.215301	0.215193	0.212582	0.211955	0.206872	0.204571	0.576896
742	0	-1579.953	-1567.444	-12.50911	0.017537	0.0179468	0.0186406	0.017828	0.0178545	0.0177723	0.0177819	0.0178258	0.0178054	0.01769
743	1	-1551.18	-1569.309	18.12828	0.119615	0.126657	0.194201	0.176149	0.176368	0.172979	0.173952	0.172888	0.184822	0.208223
744	0	-1563.779	-1568.434	4.654603	0.116513	0.116321	0.200703	0.206887	0.199544	0.207997	0.210816	0.208173	0.206558	0.205909
745	1	-1568.225	-1567.515	-0.7095725	0.181467	0.231072	0.221217	0.245754	0.259517	0.292737	0.302996	0.300837	0.303376	0.28169
746	0	-1566.322	-1568.508	2.185361	0.114702	0.114919	0.12562	0.125604	0.126858	0.120532	0.129301	0.126828	0.136319	0.125039
747	1	-1578.165	-1568.042	-10.12273	0.151066	0.144254	0.147618	0.152707	0.130419	0.0885197	0.0882373	0.145734	0.167174	0.180192
748	0	-1592.494	-1569.618	-22.87612	0.114844	0.121817	0.164854	0.164882	0.161936	0.14476	0.145851	0.128253	0.0850006	0.096558
749	1	-1568.269	-1567.466	-0.8035858	0.161744	0.161991	0.158816	0.158458	0.158193	0.15991	0.15979	0.161104	0.160807	0.164686
750	0	-1560.084	-1570.259	10.17508	0.0494724	0.049327	0.0514303	0.0514303	0.0514423	0.0509549	0.0495122	0.0496656	0.0512157	0.0516876
751	1	-1571.102	-1569.354	-1.747553	0.129026	0.114955	0.151903	0.177892	0.19654	0.198816	0.202777	0.224712	0.203235	0.191045
752	0	-1572.02	-1568.025	-3.995318	0.0155767	0.0155008	0.0155063	0.0154776	0.0154442	0.0155171	0.0156134	0.0157845	0.0155997	0.0156553
753	1	-1576.784	-1568.52	-8.263884	0.171938	0.17831	0.193368	0.195242	0.199815	0.25226	0.162527	0.178959	0.175159	0.200334
754	0	-1583.526	-1569.556	-13.96963	0.00442691	0.00465977	0.00472926	0.00470059	0.00463287	0.00444293	0.00447074	0.00445711	0.00469317	0.00468003
755	1	-1558.685	-1570.989	12.30405	0.098415	0.0988143	0.0937696	0.094512	0.0961514	0.0936245	0.0929268	0.0928623	0.0964236	0.0963675
756	0	-1579.586	-1568.607	-10.97821	0.0477228	0.0476049	0.04799	0.0479604	0.0479555	0.0484762	0.0484527	0.048665	0.0508143	0.0508547
757	1	-1562.305	-1569.586	7.281201	0.1251	0.124088	0.140563	0.140484	0.140192	0.139763	0.139762	0.139807	0.139812	0.140076
758	0	-1585.273	-1565.876	-19.39725	0.00515974	0.00526397	0.00525231	0.00495808	0.00403159	0.00401677	0.00380413	0.00380793	0.00318646	0.0032141
759	1	-1576.71	-1567.331	-9.378979	0.0962479	0.0970049	0.0977385	0.0977248	0.0826013	0.0926501	0.0974887	0.102057	0.103177	0.100219
760	0	-1576.256	-1565.768	-10.48891	0.00454018	0.00443412	0.00447903	0.00477589	0.00713637	0.00642714	0.00475264	0.0047529	0.00477367	0.00474839
761	1	-1592.228	-1570.674	-21.55464	0.145835	0.148001	0.137615	0.135737	0.135583	0.165963	0.15074	0.150391	0.141944	0.150972
762	0	-1588.578	-1568.271	-20.30616	0.0916366	0.106	0.10687	0.111752	0.167379	0.192009	0.191401	0.185397	0.157618	0.156206
763	1	-1601.041	-1568.601	-32.44001	0.0470184	0.060145	0.179422	0.141757	0.1214	0.125041	0.139946	0.201872	0.220021	0.213391
764	0	-1587.204	-1569.065	-18.13908	0.13809	0.140726	0.135332	0.137154	0.12868	0.128102	0.133505	0.126982	0.12735	0.139833
765	1	-1592.481	-1571.175	-21.30628	0.10469	0.115879	0.236071	0.163817	0.154216	0.135603	0.134482	0.226105	0.163701	0.148726
766	0	-1578.095	-1569.127	-8.968143	0.13809	0.137108	0.118579	0.118406	0.119466	0.123559	0.123507	0.124885	0.120448	0.11809
767	1	-1581.821	-1566.641	-15.18049	0.0732126	0.226656	0.190117	0.200062	0.23346	0.245667	0.238197	0.0673075	0.0647483	0.0621143
768	0	-1568.504	-1566.248	-2.256155	0.0971778	0.140562	0.139534	0.140349	0.141291	0.142318	0.14469	0.145075	0.146207	0.168524
769	1	-1603.55	-1571.2	-32.35063	0.0677782	0.0713719	0.101076	0.101305	0.101397	0.174698	0.175324	0.173159	0.182414	0.241832
770	0	-1589.068	-1566.625	-22.44304	0.0144119	0.0146888	0.0153959	0.0155194	0.0168564	0.0280757	0.0295216	0.033585	0.0345249	0.0357272
771	1	-1590.796	-1567.111	-23.68405	0.0634563	0.0945725	0.0923175	0.258355	0.128439	0.0994158	0.230308	0.246352	0.0710047	0.0712183
772	0	-1597.545	-1568.797	-28.74852	5.33915e-05	5.03611e-05	5.10516e-05	5.1741e-05	4.34842e-05	6.78365e-05	7.05913e-05	6.85239e-05	6.3032e-05	5.51107e-05
773	1	-1563.701	-1567.275	3.573396	0.168721	0.177101	0.241874	0.243979	0.319207	0.288282	0.270523	0.284724	0.337205	0.0449071
774	0	-1574.381	-1567.137	-7.244671	0.000275218	0.000278134	0.000281983	0.000288167	0.000391809	0.000392714	0.000392925	0.000420787	0.000428782	0.000421963
775	1	-1585.477	-1570.815	-14.66266	0.136418	0.160263	0.140482	0.143732	0.144837	0.203164	0.226352	0.0878542	0.0664795	0.0780625
776	0	-1608.42	-1568.251	-40.16954	0.0625962	0.0558535	0.0596079	0.0615492	0.0331182	0.0301438	0.0296016	0.0320312	0.0403234	0.0417045
777	1	-1550.727	-1567.533	16.80603	0.165892	0.19623	0.233251	0.220209	0.239113	0.235965	0.253041	0.188123	0.212316	0.221446
778	0	-1590.845	-1565.936	-24.90895	0.0693128	0.0767376	0.0833976	0.0804081	0.0869406	0.0867544	0.0835496	0.0678739	0.0719152	0.0705706
779	1	-1589.496	-1568.403	-21.09284	0.1474	0.16603	0.229839	0.230607	0.228703	0.243478	0.287462	0.287056	0.274701	0.364227
780	0	-1604.804	-1569.213	-35.59156	0.0351505	0.0295768	0.0677144	0.0676774	0.0892006	0.00886182	0.006252	0.00615234	0.00684584	0.00671744
781	1	-1587.764	-1566.57	-21.19389	0.107956	0.17822	0.181962	0.176491	0.180515	0.18804	0.155088	0.150172	0.147451	0.0803135
782	0	-1603.04	-1567.155	-35.88466	6.38352e-05	6.25386e-05	6.61705e-05	0.00013218	0.000136102	0.000103828	0.000103883	0.000109031	5.16052e-05	5.06566e-05
783	1	-1594.625	-1568.285	-26.34031	0.0694776	0.0686725	0.0966008	0.0989629	0.0823907	0.0821488	0.0906542	0.0938163	0.0923746	0.0904976
784	0	-1578.247	-1565.587	-12.65965	4.92409e-05	4.92747e-05	4.90461e-05	4.83201e-05	4.96357e-05	5.01552e-05	5.40666e-05	5.40564e-05	5.41271e-05	5.38908e-05
785	1	-1567.73	-1566.161	-1.569325	0.0671243	0.182789	0.182324	0.181558	0.183861	0.182194	0.185753	0.181991	0.182951	0.172378
786	0	-1583.263	-1569.694	-13.5686	5.18932e-05	5.35731e-05	5.36096e-05	5.4742e-05	5.28332e-05	5.608e-05	9.17573e-05	9.14539e-05	9.04856e-05	7.67465e-05
787	1	-1574.321	-1567.758	-6.563638	0.168411	0.175775	0.16528	0.190096	0.280553	0.313727	0.234309	0.247808	0.250283	0.26655
788	0	-1601.326	-1567.662	-33.66363	6.85392e-05	6.81696e-05	5.93541e-05	6.4963e-05	7.95581e-05	7.80921e-05	7.80626e-05	5.12076e-05	4.6454e-05	5.76221e-05
789	1	-1572.849	-1571.722	-1.126982	0.122917	0.128101	0.202306	0.273507	0.283051	0.247567	0.241018	0.241591	0.241346	0.237194
790	0	-1583.768	-1566.791	-16.97706	0.000113716	0.000119327	0.000114597	0.000113486	0.000105529	0.00011349	0.000117407	7.03762e-05	7.61738e-05	7.61403e-05
791	1	-1559.62	-1570.699	11.0783	0.0882822	0.0866304	0.0868184	0.0871829	0.0867274	0.0605425	0.0606636	0.0604198	0.0604013	0.0602771
792	0	-1603.496	-1567.839	-35.65721	0.000220645	0.00017012	0.000218907	0.000192368	0.000168203	0.000114091	0.000102774	0.000124569	0.000365767	0.000330379
793	1	-1545.846	-1568.366	22.5196	0.0545317	0.054553	0.0544974	0.0544983	0.0545141	0.0544684	0.0544576	0.054153	0.0541842	0.0541776
794	0	-1578.366	-1567.082	-11.28434	0.00678715	0.0070389	0.00682569	0.00719503	0.0105392	0.0104587	0.0104482	0.0103946	0.0116908	0.0110212
795	1	-1579.562	-1568.714	-10.84745	0.0663809	0.077251	0.0778024	0.0829112	0.0844533	0.0810792	0.0821412	0.0834456	0.0876245	0.0887471
796	0	-1585.807	-1567.252	-18.55517	0.000194237	0.00019495	0.000185685	0.000166483	0.00016634	0.000178219	0.000167485	0.000155554	0.00015748	0.000166306
797	1	-1575.431	-1568.756	-6.675853	0.0382378	0.0387934	0.104089	0.104195	0.103964	0.102805	0.106796	0.137869	0.12365	0.119236
798	0	-1610.033	-1567.214	-42.81872	7.23727e-05	7.37108e-05	7.98878e-05	7.06737e-05	7.74413e-05	7.76061e-05	7.60549e-05	8.6659e-05	7.40532e-05	0.000105523
799	1	-1627.343	-1569.192	-58.1512	0.00922311	0.0113653	0.0118792	0.00388093	0.00322625	0.00348962	0.00156573	0.0011584	0.000352303	0.0035341
800	0	-1598.903	-1568.871	-30.03212	0.00516963	0.00516549	0.00514196	0.00613157	0.00603341	0.00886493	0.00911321	0.00924697	0.00899172	0.00889288
801	1	-1594.465	-1565.375	-29.0909	0.0262166	0.137501	0.182847	0.19855	0.19679	0.262202	0.26084	0.25704	0.264898	0.182107
802	0	-1580.415	-1567.223	-13.1913	0.00489525	0.00486741	0.00475366	0.00482093	0.00481828	0.00652634	0.00657185	0.00658412	0.00645802	0.00663985
803	1	-1574.29	-1565.624	-8.665931	0.0281613	0.151387	0.157565	0.180182	0.179263	0.19274	0.200375	0.205594	0.213577	0.179965
804	0	-1574.202	-1571.662	-2.539855	0.113451	0.114806	0.115012	0.11541	0.117498	0.11739	0.115916	0.109466	0.110057	0.110425
805	1	-1571.265	-1568.006	-3.259254	0.0257297	0.175479	0.166413	0.170438	0.0852156	0.0835789	0.0876162	0.0878235	0.087742	0.0902173
806	0	-1547.059	-1569.423	22.36362	0.0631871	0.0632286	0.063696	0.0629446	0.0644509	0.0643704	0.0644724	0.064436	0.0644303	0.0653304
807	1	-1597.75	-1571.522	-26.22754	0.002316	0.0205694	0.0205511	0.0252851	0.0255548	0.0279291	0.0282407	0.0292253	0.0307751	0.0311817
808	0	-1574.142	-1568.463	-5.679271	0.0932235	0.0949518	0.0951626	0.0937042	0.0973395	0.0985999	0.108487	0.107617	0.106682	0.10509
809	1	-1597.775	-1567.404	-30.37062	0.00475294	0.00080389	0.000827771	0.091342	0.0688443	0.0675757	0.0679895	0.0682325	0.0681554	0.0685643
810	0	-1579.98	-1572.067	-7.913644	0.000546898	0.000547873	0.000548278	0.000547526	0.00054655	0.000555144	0.000529283	0.000529444	0.000529565	0.000527032
811	1	-1595.067	-1570.192	-24.87519	0.00290878	0.00341646	0.00247757	0.00205991	0.00137697	0.0012994	0.00130235	0.00173785	0.00151915	0.00427771
812	0	-1562.439	-1569.75	7.311587	0.0412015	0.0419079	0.0419034	0.0428197	0.0431868	0.0427093	0.0426692	0.0426955	0.0426372	0.0425623
813	1	-1585.116	-1571.524	-13.59286	0.00681155	0.00644051	0.00638542	0.00633312	0.00661603	0.00665394	0.00661428	0.00651247	0.00657907	0.00656891
814	0	-1602.023	-1567.848	-34.17518	0.000698545	0.000713259	0.000670408	0.000673526	7.75472e-07	7.39502e-07	7.39595e-07	7.30605e-07	7.29639e-07	7.20931e-07
815	1	-1583.894	-1569.274	-14.6206	0.0240339	0.0240331	0.0241365	0.0241345	0.0249808	0.0249574	0.0249581	0.024966	0.0263383	0.0266395
816	0	-1621.105	-1568.731	-52.37413	0.00561976	0.00192345	0.00106747	0.000586321	0.000608449	0.000230375	0.00786494	0.00775704	0.00479769	0.00494366
817	1	-1585.805	-1567.019	-18.7861	0.0198603	0.0194049	0.0206817	0.0239418	0.010668	0.00985096	0.00962566	0.00958002	0.0101949	0.0096505
818	0	-1581.626	-1565.007	-16.61945	0.0417513	0.195369	0.193288	0.201805	0.242903	0.271093	0.272309	0.235153	0.245298	0.229841
819	1	-1559.462	-1566.513	7.051175	0.0458978	0.224258	0.222996	0.21428	0.19968	0.198496	0.157126	0.165362	0.164129	0.168352
820	0	-1595.714	-1567.905	-27.80838	0.0417513	0.051036	0.180722	0.188315	0.174422	0.180432	0.181299	0.181212	0.176152	0.172897
821	1	-1572.417	-1566.999	-5.418014	0.0603405	0.146524	0.154424	0.153451	0.176652	0.175021	0.158829	0.110467	0.105828	0.106215
822	0	-1578.46	-1567.063	-11.39749	0.0417513	0.170559	0.151179	0.160763	0.153907	0.156748	0.138561	0.140836	0.1655	0.161347
823	1	-1565.035	-1567.222	2.186739	0.0719372	0.131027	0.131539	0.108072	0.105143	0.100467	0.101889	0.10513	0.0944925	0.0910044
824	0	-1572.33	-1565.129	-7.200759	0.030577	0.186871	0.186208	0.187513	0.200726	0.204441	0.205276	0.202539	0.206068	0.259018
825	1	-1565.261	-1567.154	1.893167	0.107857	0.191021	0.190907	0.191191	0.202697	0.205377	0.210401	0.228647	0.148781	0.148825
826	0	-1579.808	-1564.956	-14.85214	0.030577	0.165727	0.160974	0.160884	0.1625	0.15394	0.154713	0.156229	0.15281	0.145892
827	1	-1561.078	-1567.154	6.075701	0.0814048	0.0814068	0.174207	0.199617	0.230526	0.227861	0.239379	0.243208	0.244808	0.249042
828	0	-1578.277	-1567.044	-11.23347	0.0738444	0.160423	0.163314	0.161969	0.16229	0.16441	0.163463	0.162048	0.161547	0.161734
829	1	-1553.102	-1571.272	18.17045	0.113319	0.113203	0.113793	0.157966	0.156422	0.154674	0.156025	0.153569	0.153639	0.153632
