Iteration	Replicate_ID	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	interval_times[7]	interval_times[8]	interval_times[9]
5135	1	-1537.706	-1566.252	28.54652	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5136	0	-1573.311	-1564.842	-8.468947	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5137	1	-1537.816	-1566.266	28.45033	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5138	0	-1581.383	-1568.539	-12.84381	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5139	1	-1565.573	-1567.16	1.587152	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5140	0	-1609.512	-1572.054	-37.45837	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5141	1	-1573.827	-1565.865	-7.961563	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5142	0	-1614.123	-1565.19	-48.93319	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5143	1	-1570.91	-1568.397	-2.512693	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5144	0	-1596.514	-1566.731	-29.78317	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5145	1	-1564.657	-1567.96	3.303001	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5146	0	-1582.47	-1566.299	-16.17067	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5147	1	-1553.442	-1565.47	12.02777	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5148	0	-1560.521	-1564.741	4.22022	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5149	1	-1594.048	-1570.247	-23.80051	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5150	0	-1557.526	-1564.718	7.191758	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5151	1	-1544.551	-1569.209	24.65884	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5152	0	-1563.562	-1564.635	1.072388	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5153	1	-1578.232	-1568.831	-9.400516	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5154	0	-1549.98	-1565.314	15.33356	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5155	1	-1544.165	-1568.858	24.69336	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5156	0	-1560.372	-1565.448	5.07526	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5157	1	-1553.627	-1567.468	13.84131	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5158	0	-1589.629	-1571.906	-17.72211	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5159	1	-1563.003	-1570.672	7.669016	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5160	0	-1573.664	-1572.647	-1.016545	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5161	1	-1593.782	-1569.343	-24.43826	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5162	0	-1568.889	-1567.279	-1.609709	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5163	1	-1595.117	-1571.784	-23.33291	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5164	0	-1568.335	-1569.715	1.380441	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5165	1	-1562.037	-1568.06	6.023438	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5166	0	-1595.604	-1567.703	-27.90053	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5167	1	-1571.805	-1572.924	1.119737	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5168	0	-1583.36	-1566.995	-16.36472	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5169	1	-1554.796	-1569.902	15.10662	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5170	0	-1575.357	-1566.444	-8.913222	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5171	1	-1569.387	-1568.512	-0.8750727	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5172	0	-1554.633	-1574.642	20.00928	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5173	1	-1609.485	-1573.108	-36.37668	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5174	0	-1569.504	-1569.241	-0.2629207	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5175	1	-1577.796	-1566.087	-11.70896	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5176	0	-1582.648	-1567.877	-14.77065	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5177	1	-1585.351	-1570.75	-14.60063	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5178	0	-1569.994	-1568.519	-1.474572	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5179	1	-1577.389	-1566.48	-10.90927	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5180	0	-1548.305	-1569.101	20.79522	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5181	1	-1572.565	-1571.374	-1.191683	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5182	0	-1545.761	-1567.9	22.13893	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5183	1	-1541.596	-1568.329	26.73295	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5184	0	-1612.915	-1568.805	-44.1099	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5185	1	-1570.041	-1568.575	-1.466335	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5186	0	-1595.017	-1567.371	-27.64654	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5187	1	-1568.811	-1566.16	-2.65072	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5188	0	-1623.252	-1572.469	-50.78274	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5189	1	-1593.342	-1567.082	-26.25992	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5190	0	-1588.37	-1569.344	-19.026	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5191	1	-1578.048	-1567.629	-10.41862	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5192	0	-1582.339	-1569.03	-13.30907	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5193	1	-1561.277	-1567.825	6.548235	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5194	0	-1581.807	-1566.957	-14.84955	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5195	1	-1552.407	-1569.101	16.69447	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5196	0	-1565.321	-1567.759	2.437397	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5197	1	-1539.282	-1574.119	34.83664	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5198	0	-1578.98	-1564.375	-14.60543	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5199	1	-1536.85	-1571.601	34.75133	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5200	0	-1601.141	-1568.191	-32.94933	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5201	1	-1554.957	-1566.99	12.03392	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5202	0	-1577.626	-1569.854	-7.772397	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5203	1	-1578.903	-1566.983	-11.91967	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5204	0	-1584.103	-1567.093	-17.00965	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5205	1	-1589.362	-1566.272	-23.09002	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5206	0	-1575.96	-1566.254	-9.706228	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5207	1	-1571.022	-1568.09	-2.931964	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5208	0	-1585.447	-1567.999	-17.44785	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5209	1	-1576.48	-1567.327	-9.153363	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5210	0	-1584.377	-1566.46	-17.91625	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5211	1	-1583.607	-1568.086	-15.52147	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5212	0	-1560.643	-1567.836	7.193629	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5213	1	-1575.026	-1567.257	-7.769399	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5214	0	-1580.028	-1566.721	-13.30739	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5215	1	-1555.383	-1568.108	12.72517	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5216	0	-1572.406	-1570.374	-2.031944	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5217	1	-1530.112	-1567.166	37.05436	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5218	0	-1601.993	-1567.116	-34.87646	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5219	1	-1550.145	-1565.929	15.78378	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5220	0	-1555.992	-1569.525	13.53263	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5221	1	-1578.184	-1564.869	-13.31474	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5222	0	-1590.659	-1568.495	-22.16391	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5223	1	-1587.815	-1566.263	-21.55188	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5224	0	-1581.008	-1567.07	-13.93838	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5225	1	-1565.03	-1566.326	1.295666	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5226	0	-1577.679	-1567.008	-10.67044	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5227	1	-1591.38	-1566.983	-24.39762	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5228	0	-1564.192	-1568.361	4.168715	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5229	1	-1592.157	-1566.525	-25.63198	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5230	0	-1566.457	-1567.937	1.480108	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5231	1	-1553.616	-1565.846	12.23025	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5232	0	-1577.639	-1567.792	-9.847271	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5233	1	-1565.05	-1567.133	2.082428	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5234	0	-1586.335	-1572.727	-13.60765	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5235	1	-1588.8	-1569.169	-19.63177	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5236	0	-1620.403	-1570.208	-50.19474	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5237	1	-1581.899	-1566.1	-15.7989	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5238	0	-1579.569	-1569.672	-9.897508	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5239	1	-1583.052	-1568.58	-14.47201	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5240	0	-1562.146	-1567.145	4.99828	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5241	1	-1587.491	-1567.621	-19.86921	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5242	0	-1585.911	-1566.799	-19.11156	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5243	1	-1569.289	-1568.862	-0.4271913	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5244	0	-1601.201	-1567.474	-33.72642	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5245	1	-1586.497	-1570.019	-16.4781	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5246	0	-1562.84	-1568.073	5.233483	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5247	1	-1550.208	-1568.193	17.98514	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5248	0	-1556.637	-1567.665	11.02788	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5249	1	-1555.117	-1572.109	16.99134	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5250	0	-1594.114	-1568.071	-26.04312	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5251	1	-1549.924	-1567.796	17.87242	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5252	0	-1582.321	-1567.919	-14.40261	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5253	1	-1577.59	-1566.499	-11.09069	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5254	0	-1596.793	-1566.374	-30.41909	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5255	1	-1575.037	-1567.624	-7.412709	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5256	0	-1596.648	-1568.415	-28.2334	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5257	1	-1579.368	-1566.056	-13.31195	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5258	0	-1567.304	-1567.747	0.4430278	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5259	1	-1589.585	-1574.793	-14.79256	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5260	0	-1550.055	-1568.231	18.17574	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5261	1	-1580.055	-1567.93	-12.12583	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5262	0	-1554.613	-1571.134	16.52116	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5263	1	-1592.391	-1566.96	-25.43082	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5264	0	-1521.53	-1568.914	47.38372	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5265	1	-1610.797	-1572.766	-38.03024	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5266	0	-1601.244	-1568.08	-33.16319	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5267	1	-1586.665	-1567.276	-19.38962	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5268	0	-1560.869	-1567.351	6.481454	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5269	1	-1584.809	-1568.543	-16.26537	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5270	0	-1596.046	-1572.435	-23.61138	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5271	1	-1614.706	-1568.843	-45.86252	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5272	0	-1591.212	-1566.733	-24.47963	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5273	1	-1586.242	-1569.235	-17.00697	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5274	0	-1587.98	-1566.618	-21.36217	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5275	1	-1599.47	-1566.785	-32.68542	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5276	0	-1591.152	-1569.096	-22.05542	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5277	1	-1606.314	-1567.774	-38.53993	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5278	0	-1579.93	-1567.861	-12.06945	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5279	1	-1575.62	-1567.93	-7.690814	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5280	0	-1586.863	-1568.559	-18.30394	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5281	1	-1585.066	-1568.09	-16.97677	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5282	0	-1595.338	-1567.986	-27.35239	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5283	1	-1560.78	-1568.368	7.587428	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5284	0	-1577.539	-1565.503	-12.03659	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5285	1	-1582.782	-1568.898	-13.88454	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5286	0	-1580.039	-1565.795	-14.24404	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5287	1	-1570.924	-1567.743	-3.180518	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5288	0	-1581.57	-1567.473	-14.0979	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5289	1	-1586.665	-1568.06	-18.60504	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5290	0	-1554.467	-1564.811	10.34403	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5291	1	-1574.455	-1568.685	-5.770284	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5292	0	-1566.428	-1564.902	-1.525612	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5293	1	-1571.493	-1567.065	-4.428316	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5294	0	-1574.453	-1567.664	-6.788653	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5295	1	-1569.27	-1566.458	-2.811981	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5296	0	-1581.152	-1564.997	-16.15501	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5297	1	-1549.581	-1571.935	22.35376	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5298	0	-1588.553	-1566.206	-22.34712	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5299	1	-1574.357	-1568.128	-6.228887	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5300	0	-1591.899	-1566.172	-25.72643	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5301	1	-1551.734	-1569.109	17.37517	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5302	0	-1602.743	-1566.13	-36.61212	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5303	1	-1569.057	-1567.555	-1.502071	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5304	0	-1601.964	-1565.205	-36.75874	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5305	1	-1596.057	-1567.954	-28.10293	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5306	0	-1612.195	-1566.054	-46.14104	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5307	1	-1612.618	-1566.165	-46.4529	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5308	0	-1602.997	-1566.941	-36.05572	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5309	1	-1606.141	-1566.128	-40.01337	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5310	0	-1592.173	-1565.56	-26.61306	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5311	1	-1551.761	-1566.044	14.28343	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5312	0	-1593.34	-1565.361	-27.97866	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5313	1	-1549.613	-1567.15	17.53611	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5314	0	-1603.896	-1566.4	-37.49615	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5315	1	-1550.204	-1568.549	18.34456	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5316	0	-1624.34	-1565.067	-59.27311	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5317	1	-1566.103	-1567.135	1.031598	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5318	0	-1629.326	-1567.016	-62.31076	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5319	1	-1556.629	-1567.35	10.7209	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5320	0	-1652.561	-1565.424	-87.13747	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5321	1	-1556.822	-1566.439	9.61733	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5322	0	-1647.463	-1566.132	-81.33065	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5323	1	-1569.247	-1567.046	-2.200604	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5324	0	-1632.551	-1566.932	-65.61909	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5325	1	-1585.002	-1571.591	-13.41173	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5326	0	-1600.133	-1568.793	-31.34033	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5327	1	-1603.071	-1571.948	-31.12262	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5328	0	-1552.825	-1568.607	15.7823	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5329	1	-1571.179	-1568.904	-2.275309	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5330	0	-1596.168	-1571.319	-24.84867	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5331	1	-1572.479	-1569.334	-3.144644	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5332	0	-1602.941	-1567.061	-35.87946	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5333	1	-1582.017	-1569.642	-12.37536	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5334	0	-1590.063	-1573.313	-16.7502	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5335	1	-1544.247	-1570.404	26.15682	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5336	0	-1584.199	-1567.338	-16.86069	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5337	1	-1523.068	-1571.568	48.50027	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5338	0	-1578.98	-1568.332	-10.64794	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5339	1	-1583.577	-1566.966	-16.61073	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5340	0	-1571.269	-1569.96	-1.309503	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5341	1	-1571.113	-1570.785	-0.3276058	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
5342	0	-1558.323	-1567.706	9.382549	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
