Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rate_multiplier[5]	branch_rate_multiplier[6]	branch_rate_multiplier[7]	branch_rate_multiplier[8]	branch_rate_multiplier[9]	branch_rate_multiplier[10]	branch_rate_multiplier[11]	branch_rate_multiplier[12]	branch_rate_multiplier[13]	branch_rate_multiplier[14]	branch_rate_multiplier[15]	branch_rate_multiplier[16]	branch_rate_multiplier[17]	branch_rate_multiplier[18]	branch_rate_multiplier[19]	branch_rate_multiplier[20]	branch_rate_multiplier[21]	branch_rate_multiplier[22]	branch_rate_multiplier[23]	branch_rate_multiplier[24]	branch_rate_multiplier[25]	branch_rate_multiplier[26]	branch_rate_multiplier[27]	branch_rate_multiplier[28]	branch_rate_multiplier[29]	branch_rate_multiplier[30]	branch_rate_multiplier[31]	branch_rate_multiplier[32]	branch_rate_multiplier[33]	branch_rate_multiplier[34]	branch_rate_multiplier[35]	branch_rate_multiplier[36]	branch_rate_multiplier[37]	branch_rate_multiplier[38]	branch_rate_multiplier[39]	branch_rate_multiplier[40]	branch_rate_multiplier[41]	branch_rate_multiplier[42]	branch_rate_multiplier[43]	branch_rate_multiplier[44]	branch_rate_multiplier[45]	branch_rate_multiplier[46]	branch_rate_multiplier[47]	branch_rate_multiplier[48]	branch_rate_multiplier[49]	branch_rate_multiplier[50]	branch_rate_multiplier[51]	branch_rate_multiplier[52]	branch_rate_multiplier[53]	branch_rate_multiplier[54]	branch_rate_multiplier[55]	branch_rate_multiplier[56]	branch_rate_multiplier[57]	branch_rate_multiplier[58]	branch_rate_multiplier[59]	branch_rate_multiplier[60]	branch_rate_multiplier[61]	branch_rate_multiplier[62]	branch_rate_multiplier[63]	branch_rate_multiplier[64]	branch_rate_multiplier[65]	branch_rate_multiplier[66]	branch_rate_multiplier[67]	branch_rate_multiplier[68]	branch_rate_multiplier[69]	branch_rate_multiplier[70]	branch_rate_multiplier[71]	branch_rate_multiplier[72]	branch_rate_multiplier[73]	branch_rate_multiplier[74]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	ingroup_older_island[4]	ingroup_older_island[5]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
5600	-2199.35	-2003.52	-195.835	0.4771872	0.210075	0.268665	0.249733	0.271526	0.880738	3.02599	0.703584	2.40788	0.11734	0.0774543	0.74903	1.56486	1.6444	0.868835	0.931221	1.33321	0.379859	0.335873	0.463196	0.31784	2.42651	0.506491	0.0418692	0.519986	0.265952	0.487826	1.3318	1.40208	0.320787	0.714122	2.45389	0.607957	2.5559	0.125125	0.849634	1.46703	0.643582	0.193922	0.167489	0.212797	1.09881	0.57664	0.551637	0.465481	0.0629157	1.30027	1.64175	1.03331	0.643357	0.4065	0.48853	1.22451	0.406325	2.22741	2.25896	1.28366	0.246126	0.999414	0.349883	0.168467	0.20861	0.3029	0.00763181	0.662344	2.63549	0.324126	0.369944	0.0979515	1.16967	3.91847	0.495866	0.284439	0.675728	0.0628932	1.41062	0.588129	3.36567	1.57404	0.722164	0.0270894	0.00629865	0.0215559	0.00105046	0.00069339	0.0067055	0.014009	0.014721	0.00777802	0.00833651	0.0119352	0.00340059	0.00300681	0.00414665	0.00284538	0.0217227	0.00453423	0.000374823	0.00465504	0.00238087	0.00436714	0.0119226	0.0125517	0.00287176	0.00639299	0.0219678	0.00544258	0.022881	0.00112015	0.00760613	0.0131332	0.0057615	0.00173604	0.00149941	0.00190501	0.00983682	0.00516222	0.00493839	0.0041671	0.000563237	0.0116403	0.0146973	0.00925044	0.00575949	0.00363909	0.00437343	0.0109621	0.00363752	0.0199403	0.0202228	0.0114916	0.00220338	0.008947	0.00313223	0.00150816	0.00186753	0.00271163	6.83218e-05	0.00592946	0.0235935	0.00290165	0.00331183	0.000876885	0.0104711	0.0350791	0.00443911	0.00254636	0.00604928	0.000563035	0.0126283	0.00526508	0.0301303	0.0140912	0.00646498	0.139899	0.860101	0.008442684	0.000486441	5.07072	2.41125	1.61946	0.580089	0	0.9244454	2.152333	0	0	1	1	1	3.687796	0.8601007	0.1398993	0.3733923	0.008952242	3.02905	0.0292414	0.236762	0.802932	2.93106
5700	-2245.55	-2015.99	-229.554	0.4694672	0.222847	0.225357	0.222806	0.328989	0.7886264	2.3772	1.93843	4.38756	1.37877	0.416084	0.280314	0.945948	0.0722806	4.41694	0.975795	1.18625	0.480227	0.461814	1.01613	0.190733	0.277306	0.180576	0.591895	0.676161	0.493473	0.374598	1.1716	1.23528	0.250628	0.0608441	1.70332	0.665972	0.443705	0.757341	1.1054	1.30582	0.922117	0.980916	0.225956	1.50615	0.902979	1.92621	1.8581	0.53296	0.65027	0.55878	2.80817	0.796703	1.93242	0.863077	0.166507	4.72855	0.486126	0.660657	2.57504	1.44166	0.719727	0.68374	0.233823	0.928796	1.46363	0.406497	0.0958622	1.2293	2.34614	0.116221	3.11351	1.18493	2.18777	0.0713955	0.150958	2.84122	0.368766	0.0449872	1.13528	1.03163	1.25496	2.35545	1.25903	0.0127589	0.0104039	0.0235488	0.00740009	0.00223319	0.00150449	0.00507707	0.000387943	0.0237065	0.00523727	0.00636679	0.00257746	0.00247864	0.00545375	0.0010237	0.00148835	0.000969183	0.0031768	0.00362908	0.00264856	0.00201053	0.00628819	0.00662995	0.00134516	0.000326561	0.009142	0.00357439	0.00238144	0.00406478	0.0059329	0.00700855	0.00494917	0.00526475	0.00121274	0.00808379	0.00484645	0.0103383	0.00997277	0.00286049	0.00349011	0.00299907	0.015072	0.00427604	0.0103716	0.00463229	0.000893672	0.0253789	0.00260912	0.00354586	0.0138207	0.00773766	0.0038629	0.00366975	0.00125497	0.00498501	0.00785555	0.00218174	0.000514509	0.00659786	0.0125921	0.000623779	0.0167108	0.00635974	0.0117421	0.000383192	0.000810219	0.0152493	0.00197923	0.000241454	0.00609325	0.00553694	0.00673561	0.0126421	0.00675743	0.249073	0.750927	0.4189946	0.001350564	5.12711	2.67011	1.65192	0.689222	0	4.753508	3.216466	0	1	1	1	1	3.042152	0.7509274	0.2490726	0.3852019	0.005367177	5.463618	0.027878	0.231516	0.796714	2.94389
5800	-2207.26	-2005.5	-201.764	0.6023303	0.204133	0.225674	0.260015	0.310178	0.7344941	2.33899	1.23139	2.89641	0.303323	0.523498	0.539889	0.929331	0.148027	1.72284	0.50495	1.49561	1.45485	0.135311	1.99432	0.197978	0.443951	0.164347	0.749547	0.391601	0.368837	0.977874	0.459499	0.823618	0.525333	0.221027	2.10173	0.35614	3.11612	0.29601	0.670384	0.671303	0.797802	0.496801	0.513026	0.927758	0.400542	3.31535	0.346369	0.446421	0.440903	1.10541	0.269872	0.731765	1.23245	0.477892	0.153208	2.21184	0.411805	1.49352	1.447	1.42174	2.20924	1.15733	0.566496	0.218755	1.63012	1.63478	0.198879	0.485921	0.181371	1.14007	1.35856	1.84305	0.591741	1.38725	0.198848	0.325248	0.54777	0.374989	2.44533	0.634139	0.195539	1.5614	0.591081	0.0173142	0.00911529	0.0214405	0.00224533	0.00387516	0.00399649	0.00687931	0.00109576	0.0127532	0.00373786	0.0110711	0.0107694	0.00100163	0.0147628	0.00146552	0.00328632	0.00121657	0.00554847	0.0028988	0.00273029	0.00723865	0.00340141	0.00609678	0.00388874	0.00163614	0.0155579	0.0026363	0.0230669	0.00219119	0.00496248	0.00496928	0.00590567	0.00367753	0.00379764	0.00686767	0.00296498	0.0245416	0.00256397	0.0033046	0.00326375	0.00818271	0.00199771	0.00541684	0.0091231	0.00353756	0.00113411	0.016373	0.00304836	0.0110557	0.0107113	0.0105244	0.0163538	0.00856707	0.00419345	0.00161932	0.0120669	0.0121014	0.00147219	0.003597	0.00134259	0.00843926	0.0100567	0.0136431	0.00438032	0.010269	0.00147196	0.00240762	0.00405483	0.00277583	0.0181014	0.00469417	0.00144746	0.0115581	0.00437544	0.309305	0.690695	0.05110681	0.001351191	5.07059	2.59707	1.64459	0.526064	0	2.323713	3.922636	0	1	1	1	1	3.570295	0.6906949	0.3093051	0.8997795	0.007402432	6.11264	0.053589	0.313565	0.882503	2.75034
5900	-2233.19	-2013.57	-219.616	0.4120799	0.181304	0.27464	0.236801	0.307256	0.7053962	2.00564	0.902957	3.88283	1.18929	0.304795	0.766884	1.24992	0.249181	1.62318	0.748677	1.12412	1.56048	0.741043	0.306262	1.28329	11.8674	0.436688	1.70604	0.940574	0.819239	0.272618	0.514062	0.269337	1.21518	0.217089	1.70083	0.57474	0.731123	0.105348	0.229928	0.344308	0.165294	0.128138	0.399679	0.0948681	0.824435	0.353825	1.88921	1.97826	0.376922	0.481077	0.540084	0.0791955	3.1534	0.0436716	0.211682	0.632769	0.131328	2.06478	5.8163	1.86504	0.427025	0.896247	0.435548	0.188558	0.4922	0.425676	0.474659	2.31234	3.61904	0.208983	1.56728	0.293792	0.98916	0.513321	1.29881	0.482478	0.379337	1.02507	2.76819	1.28879	2.41266	0.806052	0.646667	0.00955362	0.00430112	0.0184954	0.00566504	0.00145185	0.00365296	0.00595383	0.00118694	0.00773183	0.00356623	0.00535459	0.00743316	0.00352987	0.00145884	0.00611281	0.0565289	0.00208011	0.00812653	0.00448031	0.00390235	0.00129858	0.00244867	0.00128295	0.00578835	0.00103408	0.00810169	0.0027377	0.00348261	0.000501815	0.00109523	0.00164007	0.000787358	0.000610372	0.00190382	0.000451893	0.0039271	0.0016854	0.00899904	0.00942319	0.00179542	0.00229155	0.00257262	0.000377238	0.0150209	0.000208024	0.00100832	0.00301412	0.000625567	0.00983533	0.0277052	0.0088839	0.00203408	0.00426916	0.00207468	0.000898175	0.00234454	0.00202766	0.00226098	0.0110145	0.0172389	0.000995464	0.00746557	0.00139944	0.00471174	0.00244514	0.0061867	0.00229823	0.00180693	0.00488281	0.0131859	0.00613902	0.0114924	0.00383953	0.00308032	0.20296	0.79704	0.05122992	0.0007998264	5.1203	2.95995	1.41223	0.688788	0	1.807559	3.216449	0	1	1	1	1	3.821338	0.7970396	0.2029604	0.2517952	0.004763378	7.832814	0.018495	0.190721	0.744028	3.04676
6000	-2206.75	-2010.08	-196.669	0.3795381	0.205086	0.267533	0.230673	0.296708	1.23001	3.06635	0.805794	2.74149	0.300685	0.614079	0.396105	0.232078	0.390212	4.10184	0.269966	2.67253	0.297395	1.18426	0.182027	0.764188	1.70028	1.19208	0.822342	0.791063	0.863372	0.425383	1.67121	1.71319	0.201583	0.173268	1.75533	0.881696	0.617812	0.647132	0.143238	0.461127	0.244924	0.374496	0.928181	0.374351	0.624842	1.41085	4.47182	0.295754	0.43949	0.887861	0.128391	0.262649	1.54812	1.30544	0.574467	0.332952	0.689372	0.977746	7.53927	1.89907	0.311827	0.923574	0.878261	0.494246	0.873259	0.403842	0.673405	1.65043	0.692885	2.00388	0.313665	0.563043	0.185148	0.2601	0.336865	0.926766	0.400665	1.5266	1.35743	1.0182	4.77416	0.647104	0.384045	0.0240957	0.006332	0.0215429	0.00236281	0.00482549	0.00311263	0.00182369	0.00306632	0.0322326	0.00212141	0.021001	0.00233696	0.00930602	0.00143039	0.00600506	0.013361	0.00936746	0.00646204	0.00621624	0.00678445	0.0033427	0.0131325	0.0134624	0.00158406	0.00136156	0.0137936	0.00692845	0.00485482	0.00508522	0.00112558	0.00362358	0.00192464	0.00294282	0.00729373	0.00294169	0.00491007	0.0110866	0.0351399	0.00232406	0.00345355	0.00697689	0.00100891	0.00206392	0.0121653	0.0102583	0.00451422	0.00261637	0.00541714	0.00768321	0.0592443	0.014923	0.00245036	0.00725753	0.00690145	0.00388383	0.00686215	0.00317343	0.00529167	0.0129692	0.00544475	0.0157467	0.00246481	0.00442444	0.00145491	0.00204389	0.00264712	0.00728261	0.00314846	0.0119962	0.0106668	0.00800114	0.0375157	0.005085	0.00301786	0.0355629	0.964437	0.004831682	0.0008884552	5.11432	3.47509	1.46518	0.500814	0	1.761627	2.435259	0	0	1	1	1	3.031895	0.9644371	0.03556291	0.720872	0.007858089	3.395732	0.0138765	0.166313	0.708154	3.11166
6100	-2197.67	-2005.1	-192.565	0.4918241	0.205804	0.264572	0.247122	0.282502	0.7475381	3.33984	0.64908	2.32062	0.0922156	0.426431	0.0661279	0.210099	0.686828	9.88569	0.172093	0.378955	0.903669	0.759615	0.99872	0.557668	4.85429	0.449147	1.37057	0.197347	1.12378	0.570266	0.887151	1.29779	0.971933	0.33414	3.48285	0.561261	0.415944	0.400108	0.508002	1.22345	0.478283	0.453508	0.305561	1.37608	0.296917	0.841405	0.505004	0.168231	0.309326	0.411936	0.239646	1.49789	2.21241	1.01242	0.294163	0.465472	0.581849	0.822708	1.56771	0.537476	0.149289	1.07571	0.697629	0.16883	0.110899	0.53783	0.266338	1.05138	0.326987	0.342183	0.498219	0.179013	0.365669	0.241082	1.03337	0.330095	0.254998	0.143227	1.19235	0.305307	0.156467	4.27616	0.612094	0.0251263	0.00488315	0.0174585	0.000693756	0.00320812	0.000497493	0.00158062	0.00516714	0.074372	0.00129469	0.00285095	0.00679848	0.00571473	0.00751356	0.00419544	0.0365198	0.00337902	0.0103111	0.00148468	0.00845441	0.00429022	0.00667421	0.00976354	0.00731205	0.0025138	0.0262022	0.00422247	0.00312923	0.00301009	0.0038218	0.00920422	0.00359821	0.00341183	0.0022988	0.0103525	0.00223377	0.00633005	0.00379925	0.00126564	0.00232712	0.00309908	0.00180291	0.0112689	0.0166444	0.00761666	0.00221305	0.00350184	0.00437736	0.00618939	0.0117942	0.00404354	0.00112313	0.0080928	0.0052484	0.00127014	0.000834318	0.0040462	0.00200371	0.00790972	0.00245999	0.00257431	0.0037482	0.00134675	0.002751	0.00181371	0.00777421	0.00248337	0.0019184	0.00107752	0.0089703	0.00229688	0.00117713	0.0321704	0.0046049	0.955147	0.0448529	0.01933353	0.001557066	5.10089	2.91756	1.62464	0.567681	0	2.172159	4.114006	0	1	1	1	1	3.558913	0.0448529	0.9551471	0.3591022	0.007523196	4.395416	0.0318826	0.246545	0.814227	2.90735
6200	-2213.88	-2003.91	-209.963	0.4543973	0.238209	0.25368	0.216382	0.291729	0.6545723	4.32164	2.70453	4.80667	0.567707	0.805628	0.662756	0.374556	0.109158	1.01306	0.352656	0.60231	1.54367	0.267592	2.67198	0.484037	0.841023	0.729111	0.438788	0.190021	0.264098	0.250981	1.45859	0.708683	0.662013	0.389804	4.1162	0.672312	0.61176	0.500406	0.203652	2.35126	0.328541	0.288937	0.402809	0.133427	0.356933	1.24713	0.833454	0.362388	0.225275	0.827004	0.499684	0.332827	1.23463	1.8927	1.44955	0.484382	0.294896	7.02403	0.969246	1.24243	0.458756	1.57981	0.431588	0.580657	0.511876	0.244786	0.292358	1.23881	0.335625	2.19516	0.289987	0.544521	0.234437	0.0597066	0.236245	0.477645	0.801457	0.169197	1.73361	1.03674	1.27301	2.2189	0.826199	0.0192992	0.0120776	0.0214651	0.00253521	0.0035977	0.00295967	0.00167266	0.000487469	0.00452405	0.00157486	0.00268974	0.00689358	0.00119499	0.0119323	0.00216156	0.00375576	0.00325599	0.0019595	0.000848578	0.00117938	0.00112081	0.00651362	0.00316477	0.00295635	0.00174075	0.0183817	0.00300235	0.00273194	0.00223466	0.000909451	0.0105	0.00146716	0.00129031	0.00179882	0.000595847	0.00159396	0.00556929	0.00372196	0.00161831	0.00100601	0.00369315	0.00223144	0.00148631	0.0055135	0.00845222	0.00647327	0.00216311	0.00131692	0.0313672	0.00432836	0.00554831	0.00204867	0.00705498	0.00192734	0.00259304	0.00228589	0.00109314	0.00130558	0.00553215	0.0014988	0.00980292	0.001295	0.00243167	0.00104692	0.000266632	0.001055	0.00213302	0.00357907	0.000755583	0.00774177	0.00462977	0.0056849	0.00990894	0.00368956	0.767446	0.232554	0.02601997	0.0005267028	5.06466	2.45427	1.69229	0.665737	0	4.387609	4.433899	0	1	1	1	1	3.434635	0.2325545	0.7674455	0.2414109	0.004465702	5.467068	0.02528	0.221107	0.784025	2.96959
6300	-2201.23	-2003.29	-197.935	0.5651936	0.195489	0.240767	0.261422	0.302322	1.020133	3.78826	2.3991	2.64674	0.110784	0.69706	0.722376	0.375698	1.83624	0.84305	0.185707	1.57549	1.26256	0.048994	0.172521	0.236263	0.26451	0.161761	1.99439	2.4491	0.117016	0.95234	1.45891	0.607506	0.999066	0.129641	1.94462	0.713828	1.35256	1.16592	1.68776	0.10696	0.497551	0.533901	0.891658	0.165353	2.10012	1.24947	0.906892	0.668963	0.493172	0.598654	2.07379	0.221832	0.519613	0.131103	1.02326	0.828744	0.269285	1.19462	3.38827	0.463096	0.328155	0.89132	0.103302	0.840143	0.609526	0.379396	0.681971	0.676239	0.288818	0.948588	1.42449	0.34223	1.07902	0.876079	0.520422	0.374882	0.221958	0.528933	1.34721	1.02866	0.684808	1.57858	1.86031	0.0270659	0.0171408	0.0189101	0.000791518	0.00498027	0.00516115	0.00268424	0.0131194	0.00602332	0.00132682	0.0112564	0.00902062	0.000350046	0.00123261	0.00168803	0.00188984	0.00115573	0.0142492	0.017498	0.000836045	0.00680417	0.0104235	0.00434043	0.007138	0.000926243	0.0138937	0.00510007	0.00966361	0.00833009	0.0120585	0.000764196	0.00355484	0.00381455	0.00637062	0.0011814	0.0150047	0.00892704	0.00647945	0.00477953	0.00352356	0.00427719	0.0148166	0.00158492	0.00371247	0.00093669	0.00731088	0.00592111	0.00192395	0.00853515	0.0242081	0.00330868	0.00234456	0.0063682	0.000738061	0.00600255	0.00435487	0.00271066	0.00487247	0.00483152	0.00206351	0.00677736	0.0101775	0.00244513	0.00770925	0.0062593	0.00371825	0.00267841	0.00158582	0.00377906	0.00962541	0.00734941	0.00489273	0.0112784	0.0132913	0.423011	0.576989	0.08022771	0.0009063226	5.14483	3.54663	1.77862	0.591691	0	2.845953	2.522062	0	0	1	1	1	4.561269	0.5769885	0.4230115	0.4082125	0.007144681	4.136416	0.0460181	0.292362	0.862467	2.79915
6400	-2178.69	-2001.36	-177.328	0.6393897	0.195355	0.236742	0.244642	0.323261	1.120066	1.58374	2.06854	4.0484	0.767527	0.144667	0.333236	0.139521	1.60685	0.924257	0.797719	0.816439	0.367161	0.27324	1.54263	0.335939	0.137214	0.215903	0.901507	0.504559	1.68745	0.343193	0.715655	0.195888	0.18786	0.108436	0.543811	0.410151	0.990596	0.323094	0.799181	0.453887	0.470123	0.310551	0.333753	0.14306	0.857843	0.409367	1.32156	2.2126	1.26066	1.22141	1.31678	0.442528	1.35996	0.16551	0.360749	2.7205	0.321231	0.457927	1.11124	0.305761	0.418479	0.965103	1.09895	1.07247	0.126007	0.416057	0.404996	1.07125	0.197461	0.3195	0.381995	0.135802	0.984575	0.51541	0.67218	0.347241	0.350802	0.237753	1.0568	0.47873	2.65089	0.990744	0.263798	0.0163906	0.0214079	0.0418982	0.00794338	0.00149721	0.00344876	0.00144395	0.0166298	0.00956543	0.00825584	0.00844958	0.00379987	0.00282785	0.0159652	0.00347674	0.00142007	0.00223445	0.00932998	0.00522184	0.0174639	0.00355181	0.00740654	0.0020273	0.00194423	0.00112224	0.00562808	0.00424478	0.010252	0.0033438	0.00827097	0.00469742	0.00486545	0.00321399	0.00345412	0.00148057	0.00887809	0.00423667	0.0136773	0.0228989	0.013047	0.0126408	0.0136278	0.00457986	0.0140747	0.00171292	0.00373351	0.0281553	0.00332452	0.00473923	0.0115006	0.00316442	0.00433097	0.00998816	0.0113734	0.0110993	0.00130408	0.00430591	0.00419143	0.0110867	0.00204359	0.00330661	0.00395339	0.00140546	0.0101897	0.00533414	0.00695661	0.0035937	0.00363056	0.00246058	0.0109371	0.00495452	0.0274349	0.0102535	0.00273013	0.71907	0.28093	0.05704156	0.001479269	5.09123	3.63819	1.42552	0.663561	0	2.675853	2.525227	0	0	1	1	1	3.516726	0.2809299	0.7190701	0.3567396	0.01034932	3.94901	0.0613206	0.333472	0.900157	2.70505
6500	-2212.47	-2010.08	-202.39	0.7362867	0.21102	0.254452	0.224656	0.309872	1.019496	2.68408	0.953387	1.40821	0.88181	0.760304	0.234674	0.580496	0.298377	1.48136	1.16165	0.583372	0.923356	0.319676	0.588072	1.99191	0.0674677	0.268969	0.70259	0.652272	0.203745	0.0811146	0.48848	0.795032	1.04898	0.23812	5.3051	0.279178	1.80663	0.289922	0.42492	4.24732	0.3325	0.235735	0.610836	0.129765	0.263392	1.51655	0.758272	0.301507	0.662537	0.327773	0.511834	0.594328	1.38177	0.490639	0.143603	0.827787	1.86819	1.48238	2.25733	1.04414	0.389487	1.24156	0.312862	1.2008	0.660657	0.264898	0.394263	1.09046	0.307444	1.38388	0.0809433	0.347422	0.382998	0.383183	0.0480953	1.11255	0.285774	0.464565	2.10082	2.87334	0.191515	4.09897	1.8702	0.0148549	0.00527648	0.00779367	0.00488034	0.00420787	0.0012988	0.00321273	0.00165135	0.00819853	0.00642909	0.00322865	0.00511028	0.00176923	0.00325466	0.0110241	0.000373397	0.0014886	0.00388846	0.00360997	0.00112762	0.000448925	0.00270347	0.00440007	0.00580552	0.00131787	0.0293609	0.0015451	0.00999873	0.00160456	0.0023517	0.0235066	0.00184021	0.00130466	0.00338065	0.00071818	0.00145773	0.0083933	0.00419662	0.00166868	0.00366678	0.00181404	0.00283272	0.00328928	0.00764734	0.00271542	0.000794763	0.00458135	0.0103394	0.00820418	0.0124931	0.00577875	0.0021556	0.00687134	0.00173152	0.00664577	0.00365638	0.00146607	0.00218203	0.0060351	0.00170154	0.00765902	0.000447977	0.00192279	0.00211969	0.00212071	0.000266181	0.00615735	0.0015816	0.00257111	0.0116269	0.0159024	0.00105993	0.0226856	0.0103505	0.584205	0.415795	0.123939	0.0007489076	5.093	3.36744	1.64507	0.585889	0	3.043767	4.719066	0	1	1	1	1	4.035332	0.4157949	0.5842051	0.2267677	0.005534459	4.719066	0.0819498	0.38016	0.937607	2.60028
6600	-2201.12	-2009.16	-191.969	0.3952393	0.201802	0.236371	0.240787	0.32104	0.6800689	1.63004	0.961998	1.46325	0.174443	0.762802	0.526296	0.365884	0.306749	1.6441	0.528293	0.371565	1.91553	0.253126	0.520743	0.778804	3.15251	0.115266	1.26966	0.992938	3.20629	0.363407	1.94679	0.380796	0.460019	0.209192	1.32835	0.704302	0.501691	0.492428	0.506988	0.877799	0.17478	0.211489	0.357641	0.171147	0.928374	1.3313	0.551164	0.216691	0.112414	1.36933	0.422043	0.568955	0.967114	0.107764	0.284809	0.809985	0.357967	3.69448	2.50979	0.82879	0.141954	0.483736	1.28827	0.20997	0.601519	0.132593	0.326987	0.832516	0.211727	0.680304	0.553094	0.722394	0.340709	0.0406188	0.437482	0.877506	0.358668	0.66934	1.04297	0.471026	5.21494	1.5218	0.570989	0.010029	0.00591881	0.0090028	0.00107328	0.00469323	0.0032381	0.00225115	0.00188731	0.0101155	0.00325039	0.0022861	0.0117855	0.00155739	0.00320394	0.00479169	0.0193962	0.000709187	0.00781174	0.00610917	0.0197271	0.0022359	0.0119779	0.00234289	0.00283032	0.00128708	0.00817285	0.0043333	0.00308672	0.00302972	0.00311931	0.00540077	0.00107536	0.00130122	0.00220043	0.001053	0.00571194	0.00819101	0.0033911	0.00133322	0.000691643	0.00842497	0.00259667	0.00350057	0.00595029	0.000663028	0.00175233	0.00498353	0.00220244	0.0227307	0.0154418	0.00509923	0.000873388	0.00297625	0.00792623	0.00129187	0.00370092	0.000815797	0.00201183	0.00512216	0.00130268	0.00418565	0.00340298	0.00444462	0.00209625	0.000249912	0.00269166	0.00539897	0.00220675	0.0041182	0.00641698	0.00289805	0.0320855	0.00936306	0.00351308	0.762697	0.237303	0.02410704	0.003247342	5.10593	3.69184	1.41289	0.57661	0	1.290722	3.667024	0	0	1	1	1	3.660753	0.2373033	0.7626967	0.8177337	0.006152624	4.979485	0.0160336	0.178191	0.726077	3.0797
6700	-2199.64	-1997.66	-201.981	0.3443739	0.213482	0.23112	0.254723	0.300675	0.8761869	2.46245	1.40024	2.35394	0.43308	0.252412	0.106938	0.329934	0.105318	0.790636	1.3348	1.32544	0.154448	0.15097	0.0342887	0.471289	0.179441	1.40224	0.81882	3.94159	0.298966	0.0652269	1.13582	0.0965248	0.233201	0.933647	1.7134	0.977338	0.664066	0.64227	0.735593	0.924092	3.78347	0.603211	0.0760521	0.509796	0.272592	1.06371	1.04867	0.73038	0.351402	1.3024	0.554498	0.484847	0.875394	0.193122	0.173219	1.48115	0.227375	1.8856	3.1686	0.823616	0.931865	0.172301	1.21016	0.214211	0.224152	0.438119	0.356297	0.907526	0.52726	1.7846	0.056854	0.270049	1.05928	0.276506	1.10998	0.0929136	1.08366	0.0852136	2.67286	0.665403	2.51247	0.450569	0.810639	0.0135851	0.00772495	0.0129864	0.00238926	0.00139253	0.000589964	0.00182021	0.000581026	0.00436185	0.00736392	0.00731228	0.000852071	0.000832882	0.000189167	0.00260005	0.000989959	0.00773599	0.00451734	0.0217453	0.00164936	0.000359849	0.00626621	0.000532517	0.00128654	0.00515083	0.00945262	0.00539186	0.00366358	0.00354333	0.00405818	0.00509811	0.020873	0.00332785	0.000419571	0.00281249	0.00150386	0.00586839	0.0057854	0.00402943	0.00193865	0.00718521	0.0030591	0.00267485	0.00482945	0.00106543	0.000955628	0.00817133	0.0012544	0.0104026	0.0174808	0.0045438	0.00514099	0.000950563	0.00667634	0.00118178	0.00123662	0.00241705	0.00196565	0.00500672	0.00290884	0.00984543	0.000313657	0.00148983	0.00584394	0.00152545	0.00612363	0.000512594	0.00597841	0.000470114	0.0147459	0.00367095	0.013861	0.00248574	0.0044722	0.648843	0.351157	0.2029874	0.000716088	5.14001	2.45088	1.64786	0.576765	0	2.698302	3.340285	0	1	1	1	1	5.107036	0.3511566	0.6488434	0.3077599	0.005516889	4.962296	0.0095739	0.139175	0.663326	3.18793
