Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rate_multiplier[5]	branch_rate_multiplier[6]	branch_rate_multiplier[7]	branch_rate_multiplier[8]	branch_rate_multiplier[9]	branch_rate_multiplier[10]	branch_rate_multiplier[11]	branch_rate_multiplier[12]	branch_rate_multiplier[13]	branch_rate_multiplier[14]	branch_rate_multiplier[15]	branch_rate_multiplier[16]	branch_rate_multiplier[17]	branch_rate_multiplier[18]	branch_rate_multiplier[19]	branch_rate_multiplier[20]	branch_rate_multiplier[21]	branch_rate_multiplier[22]	branch_rate_multiplier[23]	branch_rate_multiplier[24]	branch_rate_multiplier[25]	branch_rate_multiplier[26]	branch_rate_multiplier[27]	branch_rate_multiplier[28]	branch_rate_multiplier[29]	branch_rate_multiplier[30]	branch_rate_multiplier[31]	branch_rate_multiplier[32]	branch_rate_multiplier[33]	branch_rate_multiplier[34]	branch_rate_multiplier[35]	branch_rate_multiplier[36]	branch_rate_multiplier[37]	branch_rate_multiplier[38]	branch_rate_multiplier[39]	branch_rate_multiplier[40]	branch_rate_multiplier[41]	branch_rate_multiplier[42]	branch_rate_multiplier[43]	branch_rate_multiplier[44]	branch_rate_multiplier[45]	branch_rate_multiplier[46]	branch_rate_multiplier[47]	branch_rate_multiplier[48]	branch_rate_multiplier[49]	branch_rate_multiplier[50]	branch_rate_multiplier[51]	branch_rate_multiplier[52]	branch_rate_multiplier[53]	branch_rate_multiplier[54]	branch_rate_multiplier[55]	branch_rate_multiplier[56]	branch_rate_multiplier[57]	branch_rate_multiplier[58]	branch_rate_multiplier[59]	branch_rate_multiplier[60]	branch_rate_multiplier[61]	branch_rate_multiplier[62]	branch_rate_multiplier[63]	branch_rate_multiplier[64]	branch_rate_multiplier[65]	branch_rate_multiplier[66]	branch_rate_multiplier[67]	branch_rate_multiplier[68]	branch_rate_multiplier[69]	branch_rate_multiplier[70]	branch_rate_multiplier[71]	branch_rate_multiplier[72]	branch_rate_multiplier[73]	branch_rate_multiplier[74]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	ingroup_older_island[4]	ingroup_older_island[5]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
21400	-2193.93	-2002.58	-191.358	0.3694182	0.195285	0.231072	0.266463	0.30718	1.050202	2.20151	0.92756	2.24475	1.6264	0.298614	1.08775	0.0418386	0.381315	1.02426	0.493893	1.91989	0.168116	0.142026	0.261067	0.535157	0.123466	1.04531	0.322238	0.579128	0.136316	0.702257	0.253959	0.404504	0.252577	0.205153	0.741705	0.631578	1.59882	0.598662	0.749346	0.291659	0.0590416	0.638694	0.174347	0.365973	0.956903	0.482866	0.226361	0.17114	0.686025	0.708821	0.421868	1.20247	0.115652	2.78397	0.448536	0.802061	0.930772	2.66413	2.33187	0.80074	0.19724	1.01633	0.949232	0.124645	1.43	0.345124	2.27014	2.05777	0.333909	0.385717	0.485513	0.405315	0.317054	0.863914	0.135949	3.36369	0.599849	0.373921	3.022	1.34898	1.12541	1.32373	0.778586	0.0166135	0.00699976	0.0169398	0.0122735	0.00225346	0.00820859	0.000315732	0.00287756	0.00772949	0.00372713	0.0144883	0.00126867	0.00107179	0.00197012	0.00403852	0.000931725	0.00788835	0.00243174	0.00437034	0.0010287	0.00529953	0.00191648	0.00305255	0.00190606	0.00154817	0.00559722	0.00476615	0.0120653	0.00451776	0.00565488	0.00220098	0.000445553	0.00481986	0.00131569	0.00276179	0.0072212	0.00364391	0.00170822	0.00129149	0.00517703	0.00534906	0.0031836	0.00907433	0.000872762	0.021009	0.00338484	0.00605269	0.007024	0.0201047	0.0175973	0.00604272	0.00148846	0.00766965	0.00716331	0.000940622	0.0107914	0.00260445	0.0171315	0.0155288	0.00251982	0.00291078	0.00366389	0.00305868	0.00239262	0.00651946	0.00102593	0.0253838	0.00452671	0.00282177	0.0228053	0.01018	0.00849281	0.00998943	0.00587554	0.483287	0.516713	0.08158228	0.0006205187	5.12561	3.20485	1.60433	0.534988	0	1.674989	2.499727	0	0	1	1	1	3.542642	0.5167127	0.4832873	0.2270729	0.007546422	5.973781	0.012561	0.15857	0.695947	3.13292
21500	-2215.55	-2019.49	-196.051	0.5879423	0.200234	0.233948	0.253012	0.312806	0.9403514	2.6653	1.22634	2.75165	2.94839	0.361633	0.956624	0.223558	0.3058	0.512338	0.480893	0.394572	0.37539	0.298348	1.07931	0.31083	3.11496	0.622901	0.982527	1.17492	0.212764	0.976071	1.02514	1.12607	0.49829	0.595019	2.03895	0.574485	0.763307	0.184468	0.613774	0.126161	0.712616	0.583793	0.258078	1.26154	1.33273	1.8103	0.177693	0.247227	0.507044	0.616395	0.0906758	0.339526	0.223769	0.489214	0.437465	0.216737	0.708276	2.67227	1.78858	1.01504	0.379105	1.20367	0.269174	0.672609	0.172101	0.238661	0.504861	0.582634	2.19845	0.725387	1.27897	0.27997	1.34667	0.428871	0.284152	0.265608	0.339281	0.670905	1.47751	0.732389	1.00628	2.86917	0.676308	0.0142569	0.00655977	0.0147188	0.0157712	0.0019344	0.00511706	0.00119583	0.00163575	0.00274054	0.00257233	0.0021106	0.00200799	0.00159589	0.00577334	0.00166265	0.0166622	0.00333195	0.00525562	0.00628473	0.00113809	0.00522108	0.00548356	0.00602342	0.00266539	0.00318281	0.0109065	0.00307297	0.00408299	0.000986736	0.00328313	0.000674844	0.00381184	0.00312275	0.00138048	0.0067481	0.00712888	0.00968345	0.000950497	0.00132244	0.00271222	0.00329715	0.000485032	0.00181615	0.00119696	0.00261685	0.00234003	0.00115935	0.00378863	0.0142942	0.00956725	0.00542955	0.00202787	0.00643852	0.00143983	0.00359784	0.000920584	0.00127662	0.00270054	0.00311655	0.0117597	0.00388016	0.00684131	0.00149758	0.00720343	0.00229407	0.00151995	0.00142076	0.00181484	0.00358872	0.00790334	0.00391761	0.0053827	0.0153474	0.00361762	0.651345	0.348655	0.1900223	0.001333176	5.05524	2.8668	1.73981	0.518312	0	1.609531	4.880962	0	1	1	1	1	3.606447	0.348655	0.651345	0.1989509	0.005349081	5.660169	0.050631	0.305503	0.875041	2.76883
21600	-2215.9	-2021.56	-194.343	0.702551	0.222107	0.24207	0.224754	0.311069	0.979918	4.23997	0.715898	2.05525	0.102984	0.861268	5.20496	1.71176	1.78739	0.823512	2.32091	2.11143	0.170495	0.34327	0.588447	0.232959	1.88333	0.19473	0.520613	0.195106	0.712935	0.456245	0.51696	2.26203	0.376816	0.945483	0.582423	0.477377	0.41857	0.422648	0.335091	0.500552	0.45509	0.268955	0.310258	0.555811	0.410306	2.32402	0.2965	0.323123	2.11093	0.527024	0.125943	0.809001	0.52904	0.430593	1.11468	0.511273	0.300296	1.23567	1.29325	0.461597	0.376747	0.961979	1.67594	1.64124	0.350645	0.704103	0.224621	0.508569	0.480624	0.268502	0.291913	2.29473	1.78292	0.270876	0.744867	0.807266	0.42376	0.197476	1.85204	0.322981	0.0737205	2.96361	1.04181	0.0345222	0.00582891	0.016734	0.000838501	0.00701252	0.0423793	0.0139373	0.0145531	0.00670511	0.0188971	0.0171915	0.00138818	0.00279494	0.00479119	0.00189677	0.0153343	0.00158551	0.00423888	0.00158857	0.00580478	0.00371479	0.00420913	0.0184177	0.00306807	0.0076982	0.00474214	0.00388684	0.00340804	0.00344124	0.00272834	0.00407553	0.00370538	0.00218986	0.00252615	0.00452546	0.00334074	0.0189224	0.00241413	0.0026309	0.0171874	0.00429107	0.00102544	0.00658695	0.00430749	0.00350593	0.0090758	0.00416283	0.00244504	0.0100609	0.0105297	0.00375837	0.00306751	0.00783252	0.0136456	0.0133631	0.00285498	0.00573286	0.00182889	0.00414081	0.00391328	0.00218616	0.00237678	0.0186839	0.0145167	0.0022055	0.00606477	0.00657283	0.00345029	0.00160786	0.0150795	0.00262974	0.000600239	0.02413	0.00848251	0.333745	0.666255	0.0159105	0.002264275	5.06634	3.45208	1.67784	0.570423	0	1.539759	2.974592	0	0	1	1	1	5.009613	0.6662547	0.3337453	0.6311115	0.008142087	3.403187	0.0747333	0.364731	0.92581	2.63473
21700	-2210	-2002.68	-207.314	0.4789409	0.207189	0.274584	0.238513	0.279713	0.9233624	3.02451	3.05899	11.3035	0.550847	0.370953	0.262909	0.43311	0.193386	1.39522	0.142553	0.604677	0.14983	0.131009	1.66428	0.429923	0.638378	0.759576	0.700957	0.428513	0.375861	0.719606	0.609939	0.18132	0.178931	0.291752	3.28293	1.48956	1.14146	1.02951	0.0684076	1.84597	0.499902	0.571981	0.13658	0.0889273	1.43987	0.706305	5.7059	0.857894	0.835466	0.682032	0.751559	2.73245	0.238093	0.979024	1.0119	1.87945	0.187663	0.800388	2.19678	1.17466	0.200453	1.59564	0.851227	0.106707	0.0649791	0.372896	0.362842	1.35772	2.40473	1.25764	0.61961	2.51525	1.3376	0.288756	0.188634	0.0959737	0.0874376	0.233701	2.18492	0.426314	0.756934	0.882255	1.285	0.0143932	0.0145572	0.0537914	0.0026214	0.00176531	0.00125114	0.0020611	0.000920293	0.00663964	0.000678386	0.00287756	0.000713017	0.000623451	0.00792005	0.00204594	0.00303794	0.0036147	0.00333575	0.00203923	0.00178866	0.00342449	0.0029026	0.000862873	0.000851503	0.0013884	0.0156229	0.00708858	0.00543201	0.00489929	0.000325541	0.00878468	0.00237895	0.00272197	0.000649961	0.000423191	0.0068521	0.00336119	0.0271535	0.00408258	0.00397585	0.00324569	0.00357655	0.0130033	0.00113305	0.00465902	0.00481547	0.008944	0.00089306	0.00380892	0.0104541	0.00559004	0.000953922	0.00759342	0.00405086	0.0005078	0.000309225	0.00177455	0.00172671	0.00646118	0.0114437	0.00598492	0.00294863	0.0119697	0.00636541	0.00137414	0.000897678	0.000456724	0.000416102	0.00111215	0.0103977	0.00202876	0.00360213	0.00419851	0.00611514	0.18344	0.81656	0.04221994	0.001183997	5.14799	2.78318	1.59012	0.597848	0	1.814528	3.445755	0	1	1	1	1	3.676727	0.8165601	0.1834399	0.2688154	0.004758842	6.021286	0.0295541	0.237946	0.804319	2.92818
21800	-2202.93	-1997.42	-205.502	0.5294951	0.206006	0.246567	0.255525	0.291903	0.8648341	2.89077	0.981062	2.51248	0.382002	0.517118	0.141855	0.206552	0.753493	0.99629	0.189339	0.430871	0.375447	0.314106	0.224023	0.865327	0.162294	2.25004	0.831903	0.40146	2.64315	0.24901	0.708473	0.298869	0.630058	0.494599	4.00586	0.437779	1.39438	0.468831	0.188454	1.71278	1.32274	0.504402	0.434307	0.490075	0.427552	4.319	0.636902	0.293511	0.251268	3.31393	1.1746	0.758223	0.253628	0.498583	0.316016	1.14151	0.441199	1.85333	1.17334	1.28555	0.618008	1.25583	0.472327	0.273628	0.432369	0.51195	0.235549	1.4359	2.03688	0.176913	0.191621	0.808224	1.49409	0.441026	0.199807	0.189621	1.57282	0.286088	0.863284	0.921682	0.703857	0.301835	4.94672	0.0134634	0.00456918	0.0117016	0.00177913	0.00240841	0.000660671	0.000961992	0.0035093	0.0046401	0.000881823	0.00200673	0.0017486	0.00146291	0.00104336	0.00403016	0.000755863	0.0104793	0.00387449	0.00186975	0.0123102	0.00115973	0.00329962	0.00139194	0.00293442	0.00230354	0.0186568	0.0020389	0.00649415	0.00218352	0.000877703	0.00797704	0.00616048	0.00234919	0.00202273	0.00228247	0.00199127	0.0201152	0.00296629	0.00136699	0.00117025	0.0154342	0.00547054	0.00353133	0.00118124	0.00232209	0.00147181	0.00531645	0.00205483	0.00863165	0.00546468	0.00598728	0.0028783	0.00584888	0.00219981	0.00127439	0.0020137	0.00238435	0.00109704	0.00668755	0.0094865	0.00082395	0.000892449	0.00376421	0.00695853	0.00205402	0.000930579	0.000883135	0.0073252	0.00133242	0.00402064	0.00429262	0.00327813	0.00140576	0.0230388	0.395272	0.604728	0.07218369	0.0009329679	5.08071	3.6653	1.53648	0.666012	0	4.456615	3.889344	0	1	1	1	1	4.000568	0.6047276	0.3952724	0.2495641	0.004657378	5.945864	0.0389762	0.270735	0.840597	2.84969
21900	-2200.3	-2003.47	-196.826	0.5172273	0.215905	0.258415	0.225696	0.299984	1.342125	2.26266	0.937942	1.27724	0.786633	0.73468	0.581195	0.231043	0.764144	1.15211	0.481641	0.149477	0.716281	1.24763	0.156448	0.725328	1.79011	0.065283	1.0677	0.525173	0.307542	0.231819	2.44288	2.31715	0.853045	0.0658373	6.27807	0.974871	0.184978	0.280207	1.92239	2.12441	0.360511	0.277489	0.0909021	0.200692	1.35008	0.793951	1.19459	0.621073	0.19717	0.461279	1.20277	0.0493184	0.790893	0.704627	0.678204	0.413953	0.733564	0.92924	2.75387	1.66655	0.992618	0.347749	1.54806	0.13155	0.57583	0.288803	0.111186	1.46071	3.13931	1.72222	1.16735	0.258524	1.11152	0.46174	0.227326	0.227221	0.592786	0.370413	1.07436	1.89314	2.38638	0.104123	1.57192	0.0172691	0.00715858	0.00974815	0.00600375	0.00560724	0.0044358	0.00176337	0.00583211	0.00879314	0.00367599	0.00114084	0.00546682	0.0095222	0.00119405	0.00553586	0.0136625	0.000498254	0.00814889	0.00400823	0.00234722	0.0017693	0.0186446	0.017685	0.00651063	0.000502484	0.0479156	0.00744043	0.00141179	0.0021386	0.0146721	0.0162139	0.0027515	0.00211786	0.000693785	0.00153173	0.0103041	0.00605961	0.00911738	0.00474017	0.00150485	0.00352058	0.00917984	0.000376409	0.00603627	0.00537787	0.0051762	0.00315938	0.00559872	0.00709216	0.0210181	0.0127195	0.00757588	0.0026541	0.0118151	0.00100402	0.00439486	0.00220421	0.0008486	0.0111485	0.0239599	0.0131444	0.00890947	0.00197311	0.00848337	0.0035241	0.001735	0.0017342	0.00452427	0.00282707	0.00819977	0.0144488	0.0182134	0.000794686	0.0119973	0.0280808	0.971919	0.05313352	0.0005745707	5.07852	3.39166	1.74781	0.584274	0	0.7617999	2.035286	0	0	1	1	1	3.267137	0.9719192	0.02808079	0.2410286	0.007632219	4.457641	0.0366235	0.263014	0.83241	2.86795
22000	-2192.75	-2001.21	-191.541	0.4485963	0.218299	0.270042	0.220437	0.291223	1.000082	2.2266	3.06551	3.5641	1.34233	0.655707	0.136482	2.40732	0.904404	1.12742	0.244901	0.967324	1.03857	2.14323	0.36301	0.0623622	0.118916	0.546428	0.340885	0.628206	0.0417287	0.152447	0.531721	1.1829	0.445782	0.134407	1.07758	0.779502	0.986203	0.535556	0.905884	0.623879	0.922296	0.40847	0.266026	0.2571	0.59822	2.75958	2.44283	0.218054	0.494173	0.725252	5.51776	1.2227	0.273006	0.612309	0.337258	1.96815	0.399321	1.80944	2.51399	0.764834	0.612592	0.509498	0.274962	0.275312	0.177169	0.545182	0.196891	1.82729	2.79603	0.0861997	0.452	2.32	0.303934	0.0739992	1.39921	0.0897557	0.440639	0.187068	1.71101	0.772382	0.471755	0.543874	0.886875	0.019212	0.0264505	0.0307525	0.0115821	0.0056577	0.00117762	0.0207713	0.00780356	0.00972785	0.0021131	0.00834645	0.00896121	0.0184926	0.00313219	0.000538086	0.00102605	0.0047148	0.00294129	0.00542041	0.000360052	0.00131537	0.0045879	0.0102066	0.00384639	0.00115972	0.00929779	0.00672585	0.00850935	0.00462099	0.00781632	0.00538307	0.00795793	0.00352444	0.00229538	0.00221836	0.00516168	0.0238107	0.0210777	0.00188146	0.00426392	0.00625776	0.0476094	0.0105499	0.0023556	0.00528324	0.00291	0.016982	0.0034455	0.0156125	0.0216917	0.00659929	0.00528568	0.00439615	0.00237248	0.0023755	0.00152869	0.00470405	0.00169885	0.0157666	0.0241253	0.000743765	0.00390003	0.0200179	0.00262246	0.000638495	0.0120729	0.000774447	0.00380201	0.0016141	0.0147633	0.00666442	0.00407049	0.00469276	0.0076523	0.265058	0.734942	0.004835061	0.001303184	5.05766	2.57481	1.32024	0.589599	0	0.6189154	2.007687	0	0	1	1	1	3.314675	0.734942	0.265058	0.2107609	0.008628395	3.803762	0.0243036	0.21704	0.778936	2.97972
22100	-2224.91	-2023.13	-201.778	0.9701982	0.190871	0.267621	0.222152	0.319356	0.6140621	1.86562	1.97877	3.05703	0.457376	0.796105	0.0854343	1.42311	0.0240307	1.01502	0.290641	0.290417	0.375375	0.62446	1.00319	1.47576	0.187803	1.87038	0.246754	0.152713	0.296269	0.262109	0.575249	0.326129	1.54867	0.339438	3.78821	0.418021	0.685539	0.573475	0.283313	0.653108	0.255167	0.0495288	0.135167	0.236993	0.730293	2.28943	0.200721	0.224993	0.267166	0.543923	0.146664	0.172431	0.42232	1.67487	0.37184	1.02528	1.79634	1.01501	1.10517	0.800302	1.22663	0.681145	0.451526	0.805488	0.690328	0.704121	1.41438	1.41465	2.20907	0.801748	0.215289	1.68393	0.381997	0.182775	0.924609	0.196177	0.441762	1.05805	1.26743	1.83522	0.588343	0.883048	0.309154	0.0101398	0.0107548	0.0166152	0.00248588	0.00432691	0.000464344	0.00773475	0.000130609	0.00551674	0.00157966	0.00157845	0.0020402	0.003394	0.00545245	0.00802088	0.00102073	0.0101657	0.00134113	0.000830011	0.00161025	0.00142459	0.00312653	0.00177254	0.00841719	0.00184488	0.0205893	0.00227199	0.00372597	0.00311689	0.00153983	0.0035497	0.00138686	0.000269194	0.000734647	0.00128808	0.00396922	0.0124433	0.00109094	0.00122286	0.00145207	0.00295627	0.000797131	0.000937179	0.00229535	0.00910307	0.00202099	0.00557251	0.00976327	0.00551669	0.00600671	0.00434972	0.00666684	0.00370209	0.00245409	0.00437791	0.003752	0.00382697	0.00768728	0.00768878	0.0120065	0.00435758	0.00117012	0.0091523	0.00207619	0.000993398	0.00502534	0.00106624	0.00240102	0.00575058	0.00688859	0.00997457	0.0031977	0.00479945	0.00168028	0.291096	0.708904	0.04388585	0.00169532	5.10766	2.58429	1.67806	0.590255	0	2.405517	3.909	0	1	1	1	1	4.960991	0.7089045	0.2910955	0.2776368	0.005435098	5.968628	0.13097	0.467607	0.994881	2.40654
22200	-2212.14	-1999.63	-212.512	0.5306213	0.19324	0.270943	0.224909	0.310909	0.7321904	2.45308	0.338069	1.71582	0.47269	0.286571	0.650473	0.520327	0.989934	1.2596	0.501997	1.22777	0.362249	0.723336	0.841052	1.2978	2.4327	0.284975	0.209826	0.0862834	1.76108	2.16792	1.64375	1.39588	0.807875	0.29343	10.2854	0.881762	0.394123	0.493214	0.646038	0.841979	0.249888	0.54	0.282103	0.271705	0.493207	0.45724	0.523102	0.163823	0.615244	0.54188	0.16021	0.912868	0.350901	0.476079	1.12859	3.13499	0.786238	4.37661	2.4715	0.928365	1.14345	0.9255	1.36975	0.287498	0.691957	0.381952	1.94864	1.64825	3.243	0.594349	3.4178	0.359396	0.15508	0.442265	0.582704	0.596359	0.763001	0.796676	6.62149	0.633654	0.593783	0.60932	1.95202	0.0107984	0.00148817	0.00755303	0.00208078	0.00126148	0.00286337	0.00229047	0.00435767	0.00554475	0.00220978	0.00540464	0.00159461	0.00318411	0.0037023	0.00571291	0.0107087	0.00125446	0.000923652	0.000379818	0.00775225	0.00954316	0.00723574	0.00614464	0.00355625	0.00129167	0.0452761	0.0038815	0.00173492	0.00217112	0.00284385	0.00370638	0.0011	0.00237707	0.00124181	0.00119604	0.00217109	0.00201276	0.00230269	0.000721148	0.00270829	0.00238535	0.00070524	0.00401843	0.00154466	0.00209569	0.00496804	0.0138002	0.00346101	0.0192658	0.0108795	0.00408665	0.00503346	0.00407404	0.0060296	0.00126556	0.00304598	0.00168135	0.00857788	0.00725556	0.0142756	0.00261631	0.0150451	0.00158205	0.000682659	0.00194684	0.00256505	0.00262516	0.00335872	0.00350695	0.0291477	0.00278933	0.00261382	0.00268222	0.00859276	0.392014	0.607986	0.0651065	0.000673145	5.09901	3.52528	1.3795	0.549704	0	1.993244	2.974563	0	0	1	1	1	3.343576	0.6079862	0.3920138	0.2026638	0.004401984	5.203277	0.0391941	0.271437	0.841331	2.84804
22300	-2194.16	-2001.93	-192.226	0.5088274	0.196044	0.250991	0.225716	0.327248	0.9865555	2.15327	1.16826	1.82639	0.469858	0.334279	0.289481	0.230456	0.26833	1.18212	0.458916	1.9406	0.198624	1.8385	0.551616	1.99094	0.229617	3.83639	0.260794	0.222109	0.622882	0.572286	1.33334	0.224791	0.702052	0.49783	1.04431	0.464439	0.570635	0.184016	0.266801	1.26617	0.0590122	0.473606	0.156247	0.381025	0.878584	1.04125	0.259737	0.219151	0.179346	0.54407	0.0880546	0.925486	1.27884	0.416449	0.227357	1.24514	0.13699	1.35059	1.49076	0.601945	0.624748	2.20817	0.73228	1.79952	0.44271	0.313448	1.24427	0.381627	1.66784	0.649533	0.633382	0.787065	0.156071	0.187013	0.381042	0.596671	0.361286	0.963418	1.55583	0.464208	0.228896	0.480161	1.62138	0.0167279	0.00907573	0.0141885	0.00365013	0.00259688	0.00224886	0.00179032	0.00208455	0.00918343	0.00356513	0.0150757	0.00154303	0.0142825	0.00428528	0.0154668	0.0017838	0.0298033	0.00202601	0.00172547	0.00483891	0.00444586	0.0103582	0.00174631	0.00545396	0.00386744	0.00811286	0.00360804	0.00443303	0.00142955	0.00207267	0.00983633	0.000458442	0.00367925	0.00121382	0.00296003	0.00682536	0.00808903	0.00201779	0.0017025	0.00139327	0.00422666	0.000684061	0.00718973	0.00993483	0.00323523	0.00176625	0.00967302	0.00106422	0.0104922	0.0115811	0.00467626	0.00485341	0.0171544	0.00568878	0.0139797	0.00343923	0.00243505	0.00966623	0.00296471	0.0129568	0.00504596	0.00492049	0.00611439	0.00121245	0.00145283	0.00296016	0.00463529	0.00280669	0.0074844	0.0120866	0.00360624	0.0017782	0.00373018	0.0125959	0.362793	0.637207	0.1125872	0.001323804	5.0957	2.36942	1.37269	0.598498	0	3.174554	3.31139	0	1	1	1	1	4.129659	0.6372069	0.3627931	0.219861	0.007768595	4.91576	0.0350353	0.25764	0.826587	2.88074
22400	-2203.55	-2007.04	-196.505	0.3075577	0.204828	0.241319	0.251931	0.301922	1.123987	4.17156	0.275418	1.93728	0.34845	0.228613	0.83178	0.447568	0.430323	1.51307	0.0656321	1.64049	0.398024	0.542711	0.0495734	0.0632398	1.17581	0.263374	0.804321	2.52529	0.151313	0.138448	0.660414	0.410446	0.486306	0.240376	2.08069	0.673624	0.612916	0.81734	0.523191	0.545625	0.646426	0.380027	0.361304	0.375112	1.05459	0.166296	0.371677	0.904735	0.929394	2.12126	1.08361	0.224291	0.336714	1.32802	0.951215	1.06599	0.702656	8.58476	2.35511	1.21797	0.86217	0.841378	1.09293	0.648152	1.03115	0.131013	0.537983	1.56933	1.06445	0.5396	1.22902	0.330999	2.06464	1.19021	1.03971	1.11428	0.502122	0.790976	2.09662	0.822907	0.0859057	0.192407	0.324793	0.0364962	0.00240958	0.0169489	0.00304853	0.00200009	0.00727709	0.00391569	0.00376482	0.0132376	0.000574203	0.0143523	0.00348224	0.00474807	0.000433709	0.000553273	0.0102869	0.00230421	0.00703686	0.0220933	0.00132381	0.00121125	0.00577783	0.00359091	0.0042546	0.002103	0.0182036	0.00589341	0.00536228	0.00715075	0.0045773	0.00477357	0.00565546	0.00332478	0.00316098	0.00328178	0.00922641	0.00145489	0.00325173	0.00791536	0.00813109	0.0185585	0.0094803	0.00196228	0.00294584	0.0116186	0.008322	0.00932614	0.00614741	0.0751064	0.0206044	0.0106558	0.00754296	0.00736106	0.00956181	0.00567056	0.00902131	0.00114621	0.00470671	0.0137297	0.00931266	0.00472086	0.0107525	0.00289585	0.0180631	0.0104129	0.00909619	0.00974866	0.00439297	0.0069201	0.0183429	0.00719946	0.000751573	0.00168333	0.00284155	0.675395	0.324605	0.1426003	0.001389417	5.10331	3.32872	1.64714	0.677753	0	1.725977	2.517108	0	0	1	1	1	2.810958	0.3246047	0.6753953	0.5518456	0.008748811	6.405827	0.00592838	0.110386	0.608279	3.27541
22500	-2213.02	-2004.66	-208.36	0.5307608	0.217607	0.2412	0.249032	0.292161	0.7358154	2.21018	0.767377	1.28108	0.666926	0.528131	1.4316	0.348831	0.733356	4.69075	0.585667	1.47101	0.547795	1.2219	0.310159	0.18681	0.472741	0.928095	0.397598	0.227447	0.262453	0.197809	1.71758	0.222019	1.62838	0.152023	0.421395	1.07565	0.517624	0.0288972	0.171523	0.49147	0.591421	2.57246	0.850942	0.195766	0.443989	1.12489	0.639952	0.32915	0.0993173	1.9311	0.446843	1.71977	0.0599539	0.825141	0.356802	0.969975	1.07116	2.23642	3.40627	1.69215	0.272788	1.72746	0.0288093	0.0844706	0.225292	0.148966	1.07733	1.24242	1.03815	1.9325	0.934099	0.982523	0.506838	0.538032	0.538805	0.322754	0.222314	0.486472	1.61084	1.34894	1.59297	1.24652	0.501641	0.0100419	0.00348656	0.00582056	0.00303016	0.00239955	0.00650443	0.00158491	0.00333199	0.0213123	0.00266096	0.00668348	0.00248889	0.00555169	0.0014092	0.000848766	0.00214789	0.00421678	0.00180648	0.0010334	0.00119245	0.00089874	0.0078038	0.00100874	0.00739851	0.000690714	0.0019146	0.00488721	0.00235181	0.000131294	0.000779312	0.00223298	0.00268711	0.0116879	0.00386624	0.000889458	0.00201726	0.00511091	0.00290761	0.00149549	0.000451246	0.00877391	0.00203022	0.00781372	0.000272399	0.00374901	0.00162112	0.00440706	0.00486678	0.0101611	0.0154763	0.00768825	0.00123941	0.00784868	0.000130895	0.00038379	0.00102361	0.000676824	0.00489482	0.00564492	0.00471681	0.00878026	0.00424406	0.00446407	0.00230281	0.00244454	0.00244805	0.00146642	0.00101008	0.00221028	0.00731882	0.00612887	0.00723764	0.00566353	0.00227919	0.143703	0.856297	0.1820766	0.001026541	5.14433	2.70632	1.61743	0.623506	0	1.458773	3.187666	0	1	1	1	1	3.791074	0.8562967	0.1437033	0.1981361	0.004543478	8.477764	0.0392211	0.271524	0.841422	2.84783
