Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
1770	-54.2665	-47.1845	-7.08196	0.0569005	0.9431	0.02681395	2.25791	1.74585	0.45575	0	0.9547114	0.9430995	0.05690049	27.29282
1780	-53.7332	-46.6581	-7.07503	0.451141	0.548859	0.02860632	2.49547	1.45811	0.480531	0	0.9150974	0.5488589	0.4511411	28.55451
1790	-52.512	-45.8975	-6.61447	0.279516	0.720484	0.02556103	2.50915	1.65459	0.377064	0	0.6450681	0.7204842	0.2795158	21.0546
1800	-53.015	-46.4066	-6.60838	0.741025	0.258975	0.02249897	2.49179	1.61002	0.688294	0	1.012698	0.2589748	0.7410252	15.62032
1810	-53.609	-46.269	-7.34004	0.684859	0.315141	0.03259893	2.83927	1.66408	0.525927	0	0.5465147	0.3151406	0.6848594	39.47501
1820	-53.0293	-46.0224	-7.00692	0.449556	0.550444	0.02260579	2.28253	1.76499	0.490217	0	0.4149473	0.5504442	0.4495558	18.88476
1830	-55.8944	-49.3185	-6.57596	0.118769	0.881231	0.01970442	2.83581	1.66433	0.596862	0	0.7967774	0.8812314	0.1187686	19.54947
1840	-51.49	-46.6517	-4.83825	0.469	0.531	0.0127842	2.66883	1.68595	0.557297	0	0.8171517	0.5309997	0.4690003	3.383923
1850	-52.5217	-46.4783	-6.0434	0.0456145	0.954386	0.01805262	2.39778	1.55894	0.427106	0	0.9041969	0.9543855	0.04561449	10.31519
1860	-54.7968	-48.0782	-6.71858	0.759445	0.240555	0.02864666	3.10159	1.44253	0.473043	0	1.140279	0.2405548	0.7594452	14.10668
1870	-52.5728	-45.9469	-6.62594	0.731416	0.268584	0.02464563	2.51667	1.41594	0.468154	0	0.6307711	0.2685837	0.7314163	21.15545
1880	-52.4272	-45.9275	-6.49972	0.678504	0.321496	0.02413564	2.7382	1.4493	0.603242	0	0.7308003	0.3214956	0.6785044	18.78158
1890	-53.9094	-47.1983	-6.71108	0.0696932	0.930307	0.02813113	2.3805	1.56924	0.621201	0	1.061189	0.9303068	0.06969324	16.02868
1900	-52.9631	-45.9472	-7.01587	0.316683	0.683317	0.02538884	2.32872	1.33881	0.405235	0	0.4273618	0.6833175	0.3166825	20.18777
1910	-52.4466	-45.9111	-6.53553	0.389161	0.610839	0.02347298	2.52898	1.70287	0.496165	0	0.927715	0.6108395	0.3891605	16.38321
1920	-55.6989	-48.1556	-7.54331	0.60778	0.39222	0.03647659	2.34165	1.69409	0.315487	0	0.4210833	0.3922197	0.6077803	33.24637
1930	-51.6275	-45.4564	-6.17113	0.183734	0.816266	0.02360754	2.85581	1.73264	0.578888	0	0.5629103	0.8162656	0.1837344	12.57998
1940	-53.3099	-46.5946	-6.71532	0.483098	0.516902	0.02656117	2.33334	1.31856	0.646587	0	0.9968439	0.5169025	0.4830975	17.805
1950	-52.4089	-45.9478	-6.46112	0.0450335	0.954967	0.02175346	2.7481	1.52412	0.551884	0	0.4319609	0.9549665	0.04503348	11.82764
1960	-51.874	-45.8926	-5.98133	0.667157	0.332843	0.01917357	3.39744	1.33256	0.625822	0	0.6623356	0.3328426	0.6671574	11.23776
1970	-52.2541	-46.41	-5.8442	0.992513	0.00748711	0.01673886	3.46843	1.4596	0.453075	0	1.097452	0.007487111	0.9925129	6.339843
1980	-53.1465	-47.3841	-5.76248	0.293381	0.706619	0.01434203	3.26545	1.35712	0.68876	0	0.5402673	0.7066191	0.2933809	8.063152
1990	-51.878	-45.837	-6.04105	0.227542	0.772458	0.01962372	2.57306	1.3172	0.602385	0	0.8356371	0.7724583	0.2275417	11.08229
2000	-52.0124	-46.3261	-5.68638	0.793259	0.206741	0.0201353	3.23922	1.5041	0.503395	0	0.9340118	0.2067415	0.7932585	6.951067
2010	-51.9866	-45.7187	-6.26788	0.762763	0.237237	0.02512351	2.75852	1.73395	0.567637	0	0.7937957	0.2372375	0.7627625	14.39751
2020	-56.1581	-48.4302	-7.72794	0.00683186	0.993168	0.03210717	2.67398	1.37132	0.515501	0	1.368773	0.9931681	0.006831864	25.01372
2030	-53.7161	-47.3845	-6.33164	0.25183	0.74817	0.0188435	3.33242	1.38305	0.491496	0	0.5959507	0.7481699	0.2518301	15.35844
2040	-52.6798	-47.3375	-5.34232	0.731248	0.268752	0.01603816	2.64081	1.31727	0.416992	0	0.5906757	0.2687521	0.7312479	5.680921
2050	-54.4489	-47.5118	-6.93704	0.654127	0.345873	0.03296005	2.565	1.48684	0.621006	0	0.4956329	0.345873	0.654127	23.6646
2060	-54.4733	-47.3876	-7.08564	0.871295	0.128705	0.02178245	3.33543	1.36608	0.463492	0	1.206715	0.1287055	0.8712945	18.04031
2070	-52.8067	-46.8358	-5.97093	0.334395	0.665605	0.01206042	3.40234	1.46133	0.522722	0	1.33657	0.665605	0.334395	4.603826
2080	-51.5228	-45.8685	-5.65427	0.0814795	0.918521	0.01883031	3.48444	1.3319	0.55865	0	0.7080493	0.9185205	0.08147948	8.110739
2090	-53.7485	-47.443	-6.30546	0.907388	0.0926116	0.01894207	2.83418	1.56688	0.575366	0	0.7637288	0.09261161	0.9073884	15.23981
2100	-52.2735	-46.2284	-6.04515	0.0676115	0.932388	0.0240321	2.87721	1.614	0.460299	0	0.7577328	0.9323885	0.06761151	11.78465
2110	-54.3659	-48.4982	-5.86769	0.5504	0.4496	0.0108	2.74179	1.35435	0.482423	0	1.200626	0.4496001	0.5503999	5.397828
2120	-52.3757	-46.5929	-5.78274	0.236472	0.763528	0.01693628	3.2765	1.53322	0.424685	0	0.7115292	0.7635276	0.2364724	9.216802
2130	-51.7697	-46.8111	-4.95859	0.254504	0.745496	0.01198689	3.21982	1.74954	0.493235	0	1.002324	0.7454962	0.2545038	3.048149
2140	-52.2187	-46.9076	-5.31107	0.951657	0.0483433	0.0150523	2.44847	1.71637	0.452418	0	0.8391299	0.0483433	0.9516567	5.323195
2150	-51.4594	-45.9042	-5.55521	0.0241753	0.975825	0.01873074	3.36542	1.71153	0.55032	0	0.7387766	0.9758247	0.02417528	7.28239
2160	-53.0887	-46.8189	-6.26982	0.226271	0.773729	0.02445101	3.67703	1.52659	0.493419	0	0.4257154	0.7737286	0.2262714	9.503465
2170	-53.1927	-46.276	-6.91669	0.507061	0.492939	0.02858672	3.25482	1.73916	0.383389	0	0.6817197	0.4929386	0.5070614	28.70996
2180	-53.7251	-47.1173	-6.60782	0.278424	0.721576	0.03044659	2.4004	1.76286	0.313289	0	0.6524273	0.721576	0.278424	20.97003
2190	-54.8512	-47.807	-7.04425	0.460915	0.539085	0.03238045	2.81842	1.70494	0.504766	0	1.033613	0.5390852	0.4609148	23.38065
2200	-53.2143	-47.0063	-6.20804	0.101727	0.898273	0.0184571	3.25073	1.70284	0.549254	0	1.452888	0.8982731	0.1017269	4.609235
2210	-51.543	-45.4646	-6.07838	0.407101	0.592899	0.02297694	2.36815	1.62714	0.69349	0	0.6692116	0.5928991	0.4071009	12.39936
2220	-51.9178	-45.6467	-6.27118	0.919061	0.0809389	0.02338858	2.66804	1.47955	0.694103	0	0.5806761	0.08093888	0.9190611	14.22561
2230	-53.4691	-46.2282	-7.24089	0.382713	0.617287	0.02089056	2.46485	1.48564	0.652676	0	0.2954717	0.6172873	0.3827127	9.547675
2240	-54.3329	-47.4887	-6.8442	0.895458	0.104542	0.01519273	3.2097	1.48945	0.445224	0	1.463504	0.1045417	0.8954583	8.519228
2250	-51.7393	-45.892	-5.84729	0.82638	0.17362	0.02213543	2.2267	1.67478	0.675786	0	0.64062	0.1736198	0.8263802	9.758035
2260	-53.7543	-48.1366	-5.61765	0.801878	0.198122	0.01983224	2.83446	1.79393	0.54973	0	1.204922	0.1981216	0.8018784	4.170204
2270	-51.6528	-46.2974	-5.35543	0.837664	0.162336	0.01399686	2.45689	1.71607	0.649756	0	0.9888185	0.1623363	0.8376637	4.625044
2280	-51.5778	-45.7466	-5.83115	0.491323	0.508677	0.02060634	2.66396	1.50538	0.56977	0	0.8753582	0.5086771	0.4913229	8.626391
2290	-52.0389	-46.5748	-5.46404	0.844172	0.155828	0.01556948	3.14082	1.66782	0.520638	0	0.6624871	0.1558277	0.8441723	6.69949
2300	-54.5036	-46.7749	-7.72877	0.200793	0.799207	0.02196525	3.48155	1.65722	0.54952	0	1.665817	0.7992072	0.2007928	13.4892
2310	-52.2098	-46.8334	-5.3764	0.287015	0.712985	0.01616262	3.21873	1.46189	0.52681	0	1.125225	0.7129846	0.2870154	3.784935
2320	-51.9561	-46.2912	-5.66484	0.517106	0.482894	0.01918908	3.52717	1.68323	0.355425	0	0.6618525	0.4828944	0.5171056	8.188162
2330	-52.5267	-46.2448	-6.28186	0.520536	0.479464	0.01696532	3.59933	1.77127	0.407907	0	1.338683	0.4794641	0.5205359	6.256446
2340	-51.7735	-46.2564	-5.51715	0.0724752	0.927525	0.01600271	3.56543	1.76182	0.464693	0	0.861696	0.9275248	0.0724752	6.395261
2350	-51.6659	-45.911	-5.75491	0.753151	0.246849	0.01973786	3.58285	1.66024	0.440531	0	0.728184	0.2468487	0.7531513	8.925523
2360	-54.5057	-47.3555	-7.15023	0.196162	0.803838	0.02875444	2.6276	1.69904	0.317178	0	0.8606314	0.8038377	0.1961623	32.77772
2370	-53.6727	-46.4252	-7.24746	0.893565	0.106435	0.02542277	2.27241	1.70034	0.561493	0	1.327758	0.1064348	0.8935652	16.79241
2380	-54.0154	-47.7534	-6.26205	0.0472825	0.952717	0.01511102	2.74042	1.72374	0.502565	0	1.121768	0.9527175	0.04728255	9.232407
2390	-52.5818	-46.6919	-5.88984	0.7271	0.2729	0.01938634	2.51197	1.34655	0.327931	0	0.9530073	0.2729003	0.7270997	8.304919
2400	-51.8647	-46.0488	-5.81583	0.310668	0.689332	0.02044906	3.04049	1.7727	0.386479	0	0.6117785	0.6893324	0.3106676	9.294582
2410	-53.3909	-48.2817	-5.1092	0.013258	0.986742	0.01569389	3.49153	1.76131	0.311373	0	0.7971107	0.986742	0.01325796	4.508383
2420	-52.6056	-47.5607	-5.04486	0.456668	0.543332	0.008709442	3.37494	1.61766	0.546946	0	1.330502	0.5433325	0.4566675	1.845731
2430	-52.7063	-47.527	-5.17926	0.261336	0.738664	0.01648063	3.21006	1.61053	0.522914	0	0.4813028	0.7386642	0.2613358	3.920067
2440	-52.1308	-46.2543	-5.87657	0.993098	0.0069015	0.01918128	3.62384	1.56672	0.397376	0	0.8272213	0.006901504	0.9930985	9.474207
2450	-52.4637	-46.7075	-5.75624	0.0850281	0.914972	0.0186975	3.49489	1.61752	0.448492	0	1.111558	0.9149719	0.08502813	5.667025
2460	-54.5816	-48.0705	-6.51109	0.539606	0.460394	0.01996936	2.94424	1.65394	0.664098	0	0.8732298	0.460394	0.539606	17.06641
2470	-53.3273	-48.3013	-5.02592	0.511315	0.488685	0.02098651	3.23002	1.73879	0.678407	0	0.830378	0.4886852	0.5113148	4.035275
2480	-52.8337	-46.0969	-6.73688	0.536793	0.463207	0.02660198	2.69343	1.40117	0.589492	0	0.6838126	0.4632071	0.5367929	23.98714
2490	-52.9641	-46.2373	-6.72679	0.738424	0.261576	0.02800145	3.07729	1.31552	0.364953	0	0.7124934	0.2615758	0.7384242	23.68605
2500	-52.9091	-46.185	-6.72404	0.948408	0.0515922	0.02632286	3.61078	1.44216	0.411164	0	0.7703437	0.05159223	0.9484078	23.07376
2510	-53.2113	-46.2186	-6.99276	0.39918	0.60082	0.01995761	3.16849	1.35158	0.585603	0	1.434851	0.6008204	0.3991796	10.48435
2520	-56.3262	-47.5111	-8.8151	0.482418	0.517582	0.02419161	2.35208	1.43426	0.631186	0	2.198445	0.5175822	0.4824178	12.83027
2530	-53.6146	-47.926	-5.68859	0.896358	0.103642	0.02270241	2.89413	1.43165	0.66218	0	1.013903	0.1036417	0.8963583	6.214854
2540	-55.2368	-47.142	-8.09476	0.480113	0.519887	0.0247378	3.49721	1.34311	0.606251	0	1.786452	0.5198869	0.4801131	15.03698
2550	-51.986	-45.8763	-6.10973	0.53588	0.46412	0.01820424	3.22408	1.59669	0.690509	0	1.033258	0.4641204	0.5358796	9.188534
2560	-55.046	-47.6468	-7.39921	0.503776	0.496224	0.02886928	2.90971	1.68285	0.630625	0	1.131002	0.4962235	0.5037765	28.32319
2570	-52.234	-46.0018	-6.23221	0.854686	0.145314	0.02644278	3.45881	1.59767	0.657589	0	0.6920228	0.1453136	0.8546864	14.48056
2580	-55.0879	-47.1232	-7.9647	0.547858	0.452142	0.0141359	2.3568	1.39308	0.5438	0	2.416438	0.4521418	0.5478582	3.468813
2590	-52.0039	-45.7277	-6.27624	0.886992	0.113008	0.02186999	2.34375	1.79974	0.56679	0	0.8246108	0.1130081	0.8869919	14.1621
2600	-52.7499	-46.5074	-6.24244	0.963063	0.0369366	0.01830751	2.93681	1.48875	0.353616	0	1.133522	0.03693658	0.9630634	8.868164
2610	-52.6611	-46.6313	-6.0298	0.784895	0.215105	0.01877374	3.63617	1.31338	0.339836	0	0.8593387	0.2151049	0.7848951	10.70458
2620	-56.2351	-48.1356	-8.09947	0.657045	0.342955	0.0309396	2.43858	1.35771	0.37326	0	1.373026	0.3429548	0.6570452	35.95917
2630	-55.825	-47.8922	-7.9328	0.685479	0.314521	0.02978793	2.55296	1.59966	0.647665	0	1.450671	0.3145215	0.6854785	25.98179
2640	-52.9378	-46.3238	-6.614	0.60092	0.39908	0.02942273	3.6665	1.54748	0.511653	0	0.7276398	0.3990799	0.6009201	21.07701
2650	-54.2675	-48.1198	-6.1477	0.532529	0.467471	0.02484514	3.3949	1.75431	0.320862	0	0.4374874	0.4674714	0.5325286	8.849086
2660	-55.874	-48.6321	-7.24196	0.666665	0.333335	0.01169796	3.496	1.70857	0.469974	0	1.804736	0.3333354	0.6666646	6.163254
2670	-51.288	-45.5295	-5.75847	0.590382	0.409618	0.01873986	3.40687	1.73709	0.568554	0	0.9130097	0.4096176	0.5903824	7.674131
2680	-52.078	-46.5143	-5.56368	0.598128	0.401872	0.01609396	3.1609	1.78002	0.421515	0	0.711641	0.4018721	0.5981279	7.403418
2690	-52.6413	-46.5232	-6.11813	0.731466	0.268534	0.01940213	3.3115	1.73282	0.340608	0	0.8638446	0.2685339	0.7314661	11.63791
2700	-51.7027	-46.5306	-5.17208	0.736199	0.263801	0.01407926	3.18917	1.72197	0.505949	0	0.9777396	0.2638005	0.7361995	3.912899
2710	-52.4717	-46.1869	-6.2848	0.309648	0.690352	0.0208558	3.13028	1.3829	0.397938	0	1.08221	0.6903515	0.3096485	10.10718
2720	-52.1205	-45.822	-6.29846	0.620051	0.379949	0.02301674	3.61305	1.30319	0.581819	0	0.9108094	0.3799495	0.6200505	13.20481
2730	-51.8823	-45.9965	-5.88587	0.447163	0.552837	0.02133691	3.43508	1.38	0.521859	0	0.5100492	0.5528369	0.4471631	8.573363
2740	-52.7083	-46.1534	-6.55489	0.610956	0.389044	0.02795402	2.20466	1.45133	0.529476	0	0.6012571	0.3890442	0.6109558	19.29431
2750	-53.4807	-47.6217	-5.85901	0.300967	0.699033	0.02352941	2.26653	1.41561	0.488667	0	0.9375578	0.6990328	0.3009672	8.222285
2760	-54.5115	-46.0588	-8.45268	0.480668	0.519332	0.03139926	2.76916	1.43465	0.360704	0	0.3236436	0.5193322	0.4806678	42.90609
2770	-51.9474	-45.9105	-6.03687	0.982618	0.0173821	0.02106248	2.23145	1.48112	0.494289	0	0.7130393	0.01738206	0.9826179	11.87997
2780	-53.5999	-47.0109	-6.58899	0.638057	0.361943	0.01977848	2.44396	1.33237	0.697103	0	1.080763	0.3619426	0.6380574	13.73382
2790	-51.908	-46.2258	-5.68217	0.332533	0.667467	0.01579146	3.24863	1.46179	0.696441	0	0.5792145	0.6674666	0.3325334	7.879963
2800	-53.1856	-46.3702	-6.8154	0.791865	0.208135	0.02899799	2.76469	1.30111	0.63881	0	0.6517279	0.2081353	0.7918647	25.80185
2810	-52.5598	-46.3661	-6.19364	0.559929	0.440071	0.01836215	2.89572	1.46022	0.655589	0	0.9583755	0.4400709	0.5599291	11.17011
2820	-51.8638	-46.0179	-5.84595	0.107225	0.892775	0.01542535	3.37706	1.42635	0.601066	0	1.109177	0.8927748	0.1072252	6.224448
2830	-55.8016	-47.0574	-8.74427	0.705539	0.294461	0.01524034	3.36274	1.56386	0.658013	0	2.492041	0.294461	0.705539	6.465894
2840	-52.5496	-45.913	-6.63654	0.44146	0.55854	0.02778573	3.1465	1.66866	0.487526	0	0.7496519	0.5585399	0.4414601	21.3732
2850	-55.5788	-47.7358	-7.84297	0.698261	0.301739	0.02630864	3.50637	1.42796	0.602296	0	0.2550649	0.3017392	0.6982608	10.16105
2860	-51.4862	-45.925	-5.56115	0.333341	0.666659	0.01702997	3.08037	1.40866	0.561966	0	0.9948004	0.6666593	0.3333407	5.631364
2870	-52.2957	-46.3947	-5.90094	0.726473	0.273527	0.01727643	2.7361	1.41991	0.623251	0	0.45776	0.2735268	0.7264732	7.472986
2880	-51.6572	-45.8953	-5.76193	0.495862	0.504138	0.02031792	2.35329	1.33612	0.583569	0	0.8072364	0.5041383	0.4958617	8.592322
2890	-53.842	-47.4063	-6.43571	0.00129706	0.998703	0.01330018	2.43844	1.44081	0.531694	0	1.752815	0.9987029	0.001297065	3.07522
2900	-57.5974	-51.5628	-6.03459	0.0684115	0.931588	0.005982824	2.33802	1.47241	0.691762	0	1.517586	0.9315885	0.06841153	3.388445
2910	-55.988	-48.3884	-7.59961	0.89193	0.10807	0.008744772	3.24331	1.50161	0.6297	0	2.240239	0.1080703	0.8919297	3.483444
2920	-51.6222	-46.0654	-5.55689	0.5611	0.4389	0.01641863	3.5376	1.30246	0.550966	0	0.7646562	0.4389002	0.5610998	7.205319
2930	-52.5329	-46.8847	-5.6482	0.10363	0.89637	0.01333267	2.79462	1.31847	0.501399	0	1.273012	0.89637	0.10363	3.777381
2940	-52.3015	-46.7032	-5.59833	0.82326	0.17674	0.01916828	2.8789	1.38781	0.392006	0	0.6601514	0.1767396	0.8232604	7.658138
2950	-53.9604	-47.4663	-6.49409	0.0894554	0.910545	0.01991944	3.64509	1.71055	0.428895	0	0.541947	0.9105446	0.08945538	16.80855
2960	-54.9274	-48.3178	-6.60967	0.196146	0.803854	0.02021317	3.67808	1.59468	0.448762	0	0.5830661	0.803854	0.196146	20.01081
2970	-53.6118	-46.4861	-7.12568	0.469829	0.530171	0.02407577	2.79531	1.47249	0.399158	0	1.302231	0.5301713	0.4698287	15.63527
2980	-53.9249	-46.8813	-7.04361	0.211658	0.788342	0.02362398	2.62086	1.36768	0.312364	0	0.4481803	0.7883418	0.2116582	22.61653
2990	-54.0884	-47.3993	-6.68914	0.287802	0.712198	0.02222257	2.21532	1.4735	0.426202	0	0.6197001	0.7121976	0.2878024	22.38504
3000	-54.0626	-46.8401	-7.2225	0.834605	0.165395	0.02166366	2.84358	1.55837	0.523285	0	1.35932	0.1653952	0.8346048	15.3787
3010	-51.9645	-45.9087	-6.05584	0.837307	0.162693	0.01966834	2.54568	1.72653	0.558378	0	0.6638752	0.1626928	0.8373072	12.11112
3020	-55.8623	-49.271	-6.59125	0.0758735	0.924127	0.01461938	3.68369	1.77104	0.400352	0	1.245613	0.9241265	0.07587346	10.22439
3030	-55.4306	-49.6738	-5.75682	0.294393	0.705607	0.01322895	2.88793	1.75486	0.354016	0	0.5977694	0.7056065	0.2943935	8.658642
3040	-53.0501	-47.8346	-5.2155	0.751171	0.248829	0.01002036	3.55236	1.75782	0.424166	0	1.164113	0.2488291	0.7511709	3.006618
3050	-52.6635	-48.1463	-4.51721	0.592607	0.407393	0.0115953	3.27071	1.53097	0.468372	0	0.6778523	0.4073928	0.5926072	2.605214
3060	-54.7584	-46.6677	-8.09062	0.366823	0.633177	0.01840465	3.18929	1.56351	0.476618	0	2.055695	0.6331766	0.3668234	8.419688
3070	-53.496	-47.6279	-5.86811	0.85838	0.14162	0.02603343	3.48389	1.64946	0.536395	0	0.5565276	0.1416198	0.8583802	9.204842
3080	-53.9467	-48.182	-5.76466	0.660412	0.339588	0.009982835	3.43328	1.37901	0.346405	0	1.524396	0.339588	0.660412	2.550299
3090	-51.8973	-45.881	-6.01628	0.395959	0.604041	0.01837645	3.34415	1.6234	0.53804	0	0.9215904	0.6040411	0.3959589	9.824333
3100	-51.6894	-45.936	-5.75342	0.78171	0.21829	0.02024124	3.44725	1.78791	0.594278	0	0.9841835	0.2182897	0.7817103	6.932799
3110	-52.7811	-45.9741	-6.80705	0.382175	0.617825	0.0239786	3.56792	1.68936	0.5132	0	0.3597841	0.617825	0.382175	11.13257
3120	-52.88	-46.0792	-6.8008	0.413888	0.586112	0.02280522	3.36165	1.77687	0.486282	0	1.244872	0.5861124	0.4138876	12.62579
3130	-54.6812	-46.5515	-8.12967	0.327156	0.672844	0.0169549	2.42073	1.51006	0.683835	0	2.180276	0.6728443	0.3271557	6.718377
3140	-51.5484	-45.8585	-5.68991	0.471029	0.528971	0.01698096	3.28211	1.6402	0.595724	0	0.641411	0.5289713	0.4710287	8.339958
3150	-51.7868	-45.6461	-6.14069	0.490192	0.509808	0.01921783	3.31978	1.7592	0.632636	0	0.506296	0.509808	0.490192	10.96335
3160	-54.394	-47.6917	-6.70231	0.317744	0.682256	0.02997044	3.14335	1.69172	0.367914	0	0.9895979	0.6822557	0.3177443	17.76466
3170	-58.5096	-50.0021	-8.50748	0.705961	0.294039	0.03924463	3.01945	1.56708	0.42518	0	1.252236	0.2940391	0.7059609	68.60325
3180	-52.4124	-46.1442	-6.26827	0.671844	0.328156	0.02642424	3.10745	1.46483	0.491559	0	0.6386127	0.3281556	0.6718444	14.85247
3190	-51.9581	-46.4643	-5.49382	0.780693	0.219307	0.01779071	2.82122	1.72681	0.402893	0	0.8574439	0.2193068	0.7806932	6.275504
3200	-51.9463	-45.8057	-6.14053	0.0243027	0.975697	0.01661364	2.79335	1.75861	0.685677	0	1.267466	0.9756973	0.02430271	6.246866
3210	-52.3076	-46.0151	-6.29259	0.561324	0.438676	0.02136972	2.6037	1.73665	0.56872	0	1.185446	0.4386758	0.5613242	8.490689
3220	-57.44	-48.2095	-9.23052	0.678281	0.321719	0.04051621	2.5904	1.68039	0.647891	0	0.2678249	0.321719	0.678281	49.15077
3230	-56.8636	-48.996	-7.86759	0.00900219	0.990998	0.03881386	2.33748	1.70694	0.512343	0	0.8564682	0.9909978	0.009002186	67.45248
3240	-52.9688	-46.1747	-6.79406	0.136689	0.863311	0.02979633	2.41085	1.74066	0.50919	0	0.7565927	0.863311	0.136689	24.9355
3250	-51.7791	-45.3608	-6.41836	0.20619	0.79381	0.02359159	2.53101	1.65498	0.627775	0	0.5273368	0.7938097	0.2061903	15.16048
3260	-51.7221	-45.7815	-5.94055	0.874984	0.125016	0.02291056	2.76375	1.64897	0.679464	0	0.765124	0.1250159	0.8749841	10.57217
3270	-52.7284	-46.5575	-6.17085	0.6395	0.3605	0.0207297	2.82636	1.78704	0.623465	0	0.3851712	0.3605004	0.6394996	6.965012
3280	-52.4266	-46.536	-5.89058	0.334826	0.665174	0.01998285	3.44441	1.79726	0.398556	0	1.102232	0.665174	0.334826	6.586789
3290	-51.9943	-45.695	-6.29929	0.762542	0.237458	0.02518742	3.28097	1.79143	0.538278	0	0.5232838	0.237458	0.762542	13.34749
3300	-51.5462	-45.4435	-6.10273	0.218242	0.781758	0.02266555	2.59425	1.63383	0.618435	0	0.712708	0.7817577	0.2182423	12.68963
3310	-51.4124	-45.592	-5.82037	0.734339	0.265661	0.0196277	3.12294	1.49489	0.601338	0	0.7595456	0.2656606	0.7343394	9.403398
3320	-51.6143	-45.9192	-5.69513	0.558027	0.441973	0.016808	3.15874	1.3235	0.60876	0	1.067036	0.4419733	0.5580267	5.747836
3330	-53.0233	-46.1611	-6.86219	0.8499	0.1501	0.02883815	3.2058	1.38628	0.60016	0	0.4507461	0.1501004	0.8498996	19.04803
3340	-52.3521	-46.6914	-5.66065	0.849248	0.150752	0.0224875	3.47307	1.41116	0.564686	0	0.8081888	0.1507516	0.8492484	7.758776
3350	-52.4105	-46.3316	-6.07895	0.706592	0.293408	0.01573074	3.68229	1.33554	0.638306	0	1.136652	0.2934075	0.7065925	7.489089
3360	-51.9526	-46.6255	-5.32704	0.786958	0.213042	0.01430357	3.01484	1.73787	0.695214	0	0.5705078	0.2130422	0.7869578	5.464999
3370	-52.9287	-46.0943	-6.83437	0.322741	0.677259	0.02921062	2.7021	1.65574	0.691284	0	0.5921745	0.677259	0.322741	25.29704
3380	-52.6038	-45.9588	-6.645	0.766242	0.233758	0.02732074	3.52199	1.64897	0.690736	0	0.6486546	0.2337579	0.7662421	21.73652
3390	-52.9247	-46.1235	-6.80122	0.441488	0.558512	0.02815564	2.52701	1.66266	0.505628	0	0.8659838	0.5585123	0.4414877	22.99049
3400	-52.2881	-45.9412	-6.34694	0.875293	0.124707	0.02209736	3.65667	1.60111	0.494319	0	0.630386	0.1247066	0.8752934	16.00173
3410	-51.9446	-45.6276	-6.31701	0.276822	0.723178	0.02468244	3.09857	1.55496	0.541402	0	0.7419115	0.7231783	0.2768217	15.58031
3420	-51.8964	-46.2428	-5.65356	0.241104	0.758896	0.01928471	3.36052	1.51886	0.464209	0	0.9518365	0.7588963	0.2411037	6.567718
3430	-51.4836	-46.0217	-5.46192	0.185468	0.814532	0.01677308	3.5511	1.40487	0.56542	0	0.6036598	0.8145315	0.1854685	6.481448
3440	-52.2715	-45.9537	-6.31779	0.761856	0.238144	0.01997813	2.79471	1.6064	0.499338	0	1.039835	0.2381441	0.7618559	11.19629
3450	-51.8746	-45.9553	-5.91926	0.659643	0.340357	0.01855973	2.49051	1.54353	0.547597	0	0.7041149	0.3403574	0.6596426	10.57808
3460	-54.3653	-47.9198	-6.44551	0.0856072	0.914393	0.02530658	2.69046	1.58548	0.637549	0	0.3840942	0.9143928	0.08560724	9.107139
3470	-54.8399	-47.6009	-7.239	0.978704	0.0212955	0.03545965	2.72124	1.61312	0.527486	0	0.4858044	0.02129555	0.9787045	31.15387
3480	-52.6169	-45.9152	-6.70176	0.140591	0.859409	0.0272464	2.32468	1.65115	0.511036	0	0.7488066	0.8594088	0.1405912	22.82265
3490	-52.8892	-45.9591	-6.93014	0.0388604	0.96114	0.02457442	3.24662	1.70407	0.440965	0	0.4510262	0.9611396	0.03886043	20.40865
3500	-55.3689	-47.8663	-7.50252	0.295828	0.704172	0.0226924	2.34929	1.75972	0.317439	0	1.395717	0.7041718	0.2958282	18.9069
3510	-52.9197	-46.2242	-6.69546	0.831373	0.168627	0.02736664	3.46972	1.74556	0.305178	0	0.6633399	0.1686272	0.8313728	22.9573
3520	-55.0715	-46.7746	-8.29694	0.100382	0.899618	0.0260172	2.58107	1.61399	0.394167	0	0.2629326	0.8996176	0.1003824	18.01383
3530	-52.8179	-46.4196	-6.3983	0.53783	0.46217	0.02700182	2.24331	1.33115	0.465588	0	0.6309431	0.4621698	0.5378302	16.85003
3540	-53.305	-46.4503	-6.85467	0.0566324	0.943368	0.01941691	2.90839	1.50431	0.457912	0	1.341985	0.9433676	0.05663242	11.0214
3550	-52.3966	-47.9411	-4.45554	0.400922	0.599078	0.01378949	3.63794	1.46627	0.587088	0	0.6951386	0.599078	0.400922	2.449718
3560	-53.6202	-46.5709	-7.04927	0.269679	0.730321	0.01758414	3.12149	1.37966	0.393478	0	1.630148	0.7303207	0.2696793	7.375072
3570	-53.3618	-46.2857	-7.07608	0.49411	0.50589	0.01662478	2.30234	1.6583	0.486109	0	1.722259	0.5058897	0.4941103	6.227543
3580	-51.723	-45.7229	-6.00013	0.379863	0.620137	0.02181468	2.83636	1.42623	0.493042	0	0.5880335	0.6201372	0.3798628	10.93713
