Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rate_multiplier[5]	branch_rate_multiplier[6]	branch_rate_multiplier[7]	branch_rate_multiplier[8]	branch_rate_multiplier[9]	branch_rate_multiplier[10]	branch_rate_multiplier[11]	branch_rate_multiplier[12]	branch_rate_multiplier[13]	branch_rate_multiplier[14]	branch_rate_multiplier[15]	branch_rate_multiplier[16]	branch_rate_multiplier[17]	branch_rate_multiplier[18]	branch_rate_multiplier[19]	branch_rate_multiplier[20]	branch_rate_multiplier[21]	branch_rate_multiplier[22]	branch_rate_multiplier[23]	branch_rate_multiplier[24]	branch_rate_multiplier[25]	branch_rate_multiplier[26]	branch_rate_multiplier[27]	branch_rate_multiplier[28]	branch_rate_multiplier[29]	branch_rate_multiplier[30]	branch_rate_multiplier[31]	branch_rate_multiplier[32]	branch_rate_multiplier[33]	branch_rate_multiplier[34]	branch_rate_multiplier[35]	branch_rate_multiplier[36]	branch_rate_multiplier[37]	branch_rate_multiplier[38]	branch_rate_multiplier[39]	branch_rate_multiplier[40]	branch_rate_multiplier[41]	branch_rate_multiplier[42]	branch_rate_multiplier[43]	branch_rate_multiplier[44]	branch_rate_multiplier[45]	branch_rate_multiplier[46]	branch_rate_multiplier[47]	branch_rate_multiplier[48]	branch_rate_multiplier[49]	branch_rate_multiplier[50]	branch_rate_multiplier[51]	branch_rate_multiplier[52]	branch_rate_multiplier[53]	branch_rate_multiplier[54]	branch_rate_multiplier[55]	branch_rate_multiplier[56]	branch_rate_multiplier[57]	branch_rate_multiplier[58]	branch_rate_multiplier[59]	branch_rate_multiplier[60]	branch_rate_multiplier[61]	branch_rate_multiplier[62]	branch_rate_multiplier[63]	branch_rate_multiplier[64]	branch_rate_multiplier[65]	branch_rate_multiplier[66]	branch_rate_multiplier[67]	branch_rate_multiplier[68]	branch_rate_multiplier[69]	branch_rate_multiplier[70]	branch_rate_multiplier[71]	branch_rate_multiplier[72]	branch_rate_multiplier[73]	branch_rate_multiplier[74]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	death	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	ingroup_older_island[4]	ingroup_older_island[5]	kappa	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
4800	-2253.04	-2016.72	-236.32	0.6860356	0.221433	0.210931	0.246101	0.321534	0.5000046	2.07107	3.60606	5.6725	0.70006	0.771532	0.561919	0.700982	1.75772	3.39764	0.247896	1.07756	0.193558	0.551059	0.152044	0.497429	0.530134	0.124871	0.399062	0.317281	0.308499	1.0126	0.593244	0.488163	0.889972	1.12586	1.55523	0.676111	0.523901	0.0407108	0.69195	0.919478	0.133973	0.117211	0.36388	2.23895	2.2672	0.484543	0.837321	0.172136	1.32404	0.484665	0.114422	0.249413	0.226642	2.18118	0.900641	0.648394	0.697327	1.47143	2.55269	2.55577	0.209223	1.23279	1.90629	0.2035	0.154382	0.460333	0.925409	1.15754	0.493943	0.476158	2.46982	0.482463	0.724753	0.42812	0.700481	0.330366	0.596226	0.680818	1.6696	0.79976	0.696263	1.90621	0.650058	0.00537161	0.00935281	0.0147124	0.0018157	0.00200107	0.00145741	0.00181809	0.00455889	0.00881225	0.000642951	0.00279481	0.000502018	0.00142925	0.000394347	0.00129015	0.00137498	0.000323871	0.00103502	0.000822911	0.000800134	0.00262631	0.00153866	0.00126612	0.00230826	0.00292006	0.0040337	0.00175358	0.00135881	0.000105589	0.00179467	0.00238479	0.000347477	0.000304002	0.000943771	0.00580701	0.00588029	0.00125673	0.00217171	0.000446457	0.00343408	0.00125704	0.00029677	0.000646887	0.000587827	0.00565718	0.00233593	0.0016817	0.00180861	0.00381634	0.00662075	0.00662874	0.000542648	0.00319741	0.00494423	0.000527805	0.00040041	0.00119393	0.00240017	0.00300224	0.00128111	0.00123498	0.00640581	0.00125133	0.00187974	0.00111039	0.00181679	0.00085685	0.00154639	0.00176579	0.00433033	0.00207429	0.00180585	0.00494401	0.00168601	0.08894459	5.09533	3.06629	1.54917	0.641738	0	0.7638499	6.273539	1	1	1	1	1	4.637323	0.07626291	0.002593635	11.6296	0.0712083	0.356866	0.919582	2.65234
4900	-2220.99	-2007.15	-213.837	0.7486525	0.236156	0.250471	0.230791	0.282582	0.5927159	2.37619	0.943431	1.88883	0.167587	1.08825	0.445858	0.330865	0.606302	0.327355	0.94176	1.0098	0.282768	0.425586	0.121351	0.254497	0.144843	0.109605	0.057288	0.769905	1.5759	0.32255	0.485089	0.546224	0.2703	0.0534383	2.43487	0.386618	2.3207	0.363897	0.225045	0.621263	0.088101	0.748877	0.213116	0.364515	0.61808	0.3626	0.597816	0.0445825	0.0836926	0.867148	0.813134	6.01128	0.270144	0.241331	0.383347	0.449957	0.212893	1.80308	1.65859	0.787209	0.459014	0.336705	1.39958	0.402771	0.128993	0.208102	0.562269	0.706908	0.289401	0.334298	2.16699	0.14233	1.5084	0.215858	0.202976	1.92263	0.612529	0.453138	1.35633	0.506469	0.505157	2.82586	0.586176	0.0109507	0.00434781	0.00870471	0.000772324	0.00501521	0.00205474	0.0015248	0.00279415	0.00150862	0.00434011	0.00465368	0.00130314	0.00196132	0.000559249	0.00117285	0.000667512	0.000505116	0.000264012	0.00354811	0.00726254	0.00148647	0.00223554	0.00251728	0.00124568	0.000246271	0.0112211	0.00178173	0.010695	0.00167702	0.00103712	0.0028631	0.000406015	0.00345121	0.000982148	0.00167987	0.00284843	0.00167105	0.00275504	0.000205459	0.000385698	0.00399626	0.00374734	0.027703	0.00124496	0.00111218	0.00176666	0.00207363	0.000981118	0.00830952	0.00764362	0.00362786	0.00211537	0.00155171	0.00645	0.00185617	0.000594465	0.00095904	0.00259122	0.00325779	0.00133371	0.00154062	0.00998658	0.000655929	0.00695146	0.000994786	0.000935419	0.00886047	0.00282285	0.00208829	0.00625066	0.00233407	0.00232802	0.013023	0.0027014	0.1408228	5.07986	3.10082	1.33512	0.561243	0	1.579126	6.718782	1	1	1	1	1	3.562073	0.0665488	0.004608511	8.954444	0.0845962	0.385609	0.941645	2.58815
5000	-2224.75	-1996.19	-228.566	0.4899296	0.218839	0.232104	0.238898	0.310159	0.7189868	3.47797	1.96843	2.95671	0.149814	0.588663	0.780823	0.135573	0.252409	1.44607	0.203269	1.39027	0.338095	0.428994	0.491258	0.3443	1.97603	0.403329	0.304355	0.588801	0.472789	0.0576608	1.18579	1.50831	6.53825	0.0765876	2.34479	0.286717	0.454542	0.317961	0.556726	0.857598	1.86898	0.154393	0.240269	0.103569	0.822462	1.55959	2.09831	0.437594	0.35	0.986506	1.14877	0.746303	3.54354	0.605272	0.203035	1.67686	1.14537	1.36819	3.16926	1.00287	0.577251	0.481133	5.9737	0.469331	0.765993	0.450406	0.330942	0.877658	0.467729	0.515327	0.0711049	0.168537	0.570025	0.270072	0.21565	0.161229	0.323297	0.994977	1.62813	0.334264	0.521012	1.3443	1.23732	0.0152662	0.00864025	0.0129782	0.000657596	0.00258388	0.00342735	0.000595087	0.00110793	0.00634739	0.00089223	0.00610245	0.00148404	0.00188303	0.00215633	0.00151127	0.00867358	0.00177037	0.00133594	0.00258448	0.00207526	0.000253097	0.00520492	0.00662058	0.028699	0.000336174	0.0102923	0.00125852	0.00199517	0.00139566	0.0024437	0.00376435	0.00820372	0.000677696	0.00105464	0.000454607	0.00361012	0.00684568	0.00921034	0.00192078	0.00153629	0.00433018	0.00504243	0.00327583	0.0155541	0.00265678	0.000891204	0.00736044	0.0050275	0.00600554	0.0139112	0.004402	0.00253379	0.00211189	0.026221	0.00206009	0.00336225	0.00197701	0.00145264	0.0038524	0.00205305	0.00226198	0.000312108	0.000739778	0.00250207	0.00118546	0.000946576	0.000707698	0.00141908	0.00436736	0.0071465	0.00146722	0.00228693	0.00590067	0.00543111	0.1305383	5.06411	2.30335	1.35487	0.536362	0	1.702566	6.134446	1	1	1	1	1	3.324331	0.07145756	0.004389406	7.163978	0.0315368	0.245291	0.8128	2.91037
5100	-2221.65	-2008.5	-213.141	0.3946303	0.225832	0.225763	0.246532	0.301873	0.4259047	1.83439	0.793749	1.95423	1.11532	0.226232	0.454442	1.48443	0.114488	1.02861	0.949906	0.313444	0.375882	0.0877451	0.026865	0.401689	0.765795	0.751794	1.52849	0.972076	0.2905	0.527589	0.663211	0.371302	0.347876	0.0579527	3.53075	0.158411	0.33987	0.52392	0.334876	0.352247	0.978835	0.2913	0.320411	0.186703	0.955149	0.0882249	0.657363	0.287456	0.10586	0.525331	0.989298	0.225026	0.381367	0.23005	0.925983	1.06157	0.54667	1.7499	0.440977	0.690788	1.09082	1.05562	1.14197	0.928997	0.780405	0.312532	0.184767	0.776113	0.598666	0.184872	0.388162	2.17114	0.143994	0.690866	0.716494	0.296568	0.427359	0.248499	0.453422	0.448707	0.738127	0.551879	3.02021	0.00738771	0.0031967	0.00787037	0.00449177	0.000911116	0.0018302	0.0059783	0.000461082	0.00414255	0.0038256	0.00126235	0.00151381	0.00035338	0.000108195	0.00161774	0.00308412	0.00302774	0.00615576	0.00391489	0.00116995	0.00212478	0.00267098	0.00149536	0.00140102	0.000233396	0.0142196	0.000637974	0.00136877	0.00211001	0.00134866	0.00141862	0.00394211	0.00117317	0.0012904	0.000751918	0.00384672	0.000355312	0.00264743	0.00115768	0.000426336	0.00211569	0.00398425	0.000906259	0.0015359	0.000926492	0.00372925	0.00427529	0.00220163	0.00704746	0.00177597	0.00278204	0.0043931	0.00425136	0.0045991	0.00374139	0.00314296	0.00125867	0.000744122	0.00312568	0.00241103	0.000744545	0.00156326	0.00874392	0.000579912	0.00278236	0.00288557	0.00119438	0.00172112	0.00100079	0.00182609	0.0018071	0.00297269	0.00222261	0.0121634	0.1254134	5.06364	3.30544	1.70166	0.62654	0	0.4726444	7.288197	1	1	1	1	1	3.354143	0.02075068	0.004027347	8.251246	0.0159474	0.177734	0.725404	3.08092
5200	-2243.6	-2015.27	-228.329	0.3166965	0.204142	0.264006	0.227112	0.30474	0.5136131	0.949374	0.869894	1.87281	3.65861	0.326186	2.07797	2.11645	0.212674	0.445015	1.20862	1.08391	0.510224	0.141609	0.979467	0.262698	2.13548	0.758639	0.584399	2.0093	0.24495	0.506096	1.26347	0.405937	0.820962	0.279823	1.05816	0.449209	0.537289	0.467775	0.295024	0.258695	0.364785	0.307277	0.941547	0.497102	0.609749	0.637289	0.439214	0.695661	0.359638	0.608827	0.826987	1.73818	2.08567	0.181673	0.988302	1.31897	0.262261	3.2486	1.8193	2.90094	0.473798	1.1158	0.293337	0.852754	0.0647734	0.286989	1.29718	0.875227	0.796325	0.076157	0.282615	0.207052	1.14351	0.551891	0.041317	0.19565	1.26213	0.173749	0.54965	0.58397	0.666032	0.264197	5.83803	0.0036442	0.00333911	0.00718881	0.0140436	0.00125207	0.00797636	0.00812406	0.000816353	0.0017082	0.00463932	0.00416061	0.00195851	0.000543569	0.00375971	0.00100837	0.00819711	0.00291205	0.00224323	0.00771274	0.000940246	0.00194266	0.00484986	0.0015582	0.00315128	0.00107411	0.00406176	0.0017243	0.0020624	0.00179556	0.00113246	0.000993009	0.00140024	0.00117949	0.00361415	0.00190814	0.00234054	0.00244625	0.00168593	0.00267031	0.00138048	0.002337	0.00317441	0.00667205	0.00800589	0.000697355	0.00379362	0.00506288	0.00100669	0.0124698	0.00698345	0.0111353	0.00181868	0.00428303	0.00112598	0.00327332	0.000248634	0.00110162	0.00497925	0.00335958	0.00305671	0.000292331	0.00108482	0.000794776	0.00438939	0.00211845	0.000158596	0.000751009	0.00484471	0.000666941	0.00210985	0.00224158	0.00255658	0.00101413	0.0224094	0.1387958	5.10029	2.49855	1.52244	0.539672	0	0.722709	5.879972	1	1	1	1	1	4.663038	0.03828961	0.003838525	8.635479	0.00674708	0.117531	0.622806	3.25292
5300	-2218.97	-2003.82	-215.151	1.131257	0.188904	0.254518	0.226317	0.330261	0.614072	1.89922	1.94757	2.67563	0.681317	0.628208	0.989148	0.498817	0.335815	0.239414	0.327628	0.864987	0.234519	0.888793	0.21845	0.270473	0.221013	0.432145	1.79632	1.36977	0.877831	0.181092	0.259702	0.702778	0.564435	0.15282	2.13179	0.335226	1.21527	0.148787	0.63104	0.511456	0.878258	0.451349	0.188366	1.41264	0.47443	2.79104	0.861292	0.0873594	0.248326	0.779745	0.402168	1.44447	0.2943	0.135311	0.433348	0.736096	0.107381	0.957842	2.54494	0.774149	0.22208	0.866198	0.668368	0.101693	0.567991	0.634436	0.645639	0.438958	1.2088	0.340996	0.308547	0.243328	0.67053	0.184491	0.0253215	0.0525767	0.477008	0.186684	1.09633	0.740353	8.515	0.20063	0.488821	0.00918146	0.00941518	0.0129348	0.00329371	0.00303696	0.00478186	0.00241144	0.00162344	0.00115741	0.00158386	0.00418163	0.00113374	0.00429671	0.00105606	0.00130756	0.00106845	0.00208913	0.00868401	0.00662191	0.00424372	0.000875457	0.00125549	0.00339746	0.00272866	0.000738783	0.0103058	0.00162059	0.005875	0.000719285	0.00305065	0.00247255	0.00424579	0.00218197	0.000910621	0.00682916	0.00229355	0.0134928	0.00416377	0.000422324	0.00120049	0.00376954	0.00194421	0.00698303	0.00142274	0.00065414	0.00209495	0.00355853	0.000519116	0.00463052	0.0123031	0.00374249	0.00107361	0.00418748	0.00323111	0.000491618	0.00274585	0.00306707	0.00312123	0.00212207	0.00584374	0.00164849	0.00149162	0.00117633	0.00324156	0.000891892	0.000122412	0.000254173	0.00230601	0.000902493	0.00530002	0.00357911	0.0411643	0.000969912	0.00236312	0.1169403	5.13233	2.60786	1.54171	0.571615	0	1.01436	5.639608	1	1	1	1	1	4.464861	0.02920065	0.004834326	11.30267	0.162374	0.512937	1.01875	2.30594
5400	-2228.54	-1998.87	-229.671	0.5225978	0.20643	0.211005	0.247314	0.335251	0.5237302	3.2942	0.970316	2.23797	0.179658	0.152263	1.48232	0.106376	0.170195	0.606448	0.64421	2.35309	0.628769	1.0816	0.0441132	0.0736636	0.157112	0.4096	0.16159	0.887005	0.170696	0.440404	1.47594	0.823508	0.346768	0.40065	6.31991	0.51647	0.628414	0.937802	0.206763	0.626269	1.20877	0.238996	0.414684	0.228258	1.63202	1.40149	0.233015	0.127146	0.103202	0.997073	1.08926	0.171065	0.204453	1.52841	0.286298	1.14943	0.200689	10.862	2.12755	2.14157	0.0904798	0.79824	4.09655	0.507036	0.349761	0.313018	0.389745	0.848753	0.881327	0.388529	0.522349	0.689433	1.24732	0.432123	0.878302	0.318595	0.566476	0.146701	1.41689	0.727104	0.655895	3.28253	0.610582	0.00994876	0.00293043	0.00675885	0.000542582	0.000459847	0.00447672	0.000321263	0.000514003	0.00183152	0.00194556	0.00710653	0.00189893	0.00326651	0.000133225	0.00022247	0.00047449	0.00123702	0.000488013	0.00267883	0.000515515	0.00133005	0.00445745	0.00248706	0.00104727	0.00121	0.0190866	0.00155978	0.00189786	0.00283224	0.00062444	0.00189138	0.00365058	0.000721786	0.00125238	0.000689357	0.00492882	0.00423261	0.000703722	0.00038399	0.000311678	0.00301124	0.00328966	0.000516631	0.000617466	0.00461591	0.000864643	0.00347136	0.000606095	0.0328042	0.00642537	0.0064677	0.000273256	0.00241075	0.0123719	0.00153129	0.00105631	0.000945341	0.00117706	0.0025633	0.00266168	0.00117339	0.00157754	0.00208214	0.003767	0.00130505	0.00265254	0.000962181	0.0017108	0.000443049	0.00427913	0.00219591	0.00198086	0.00991351	0.00184401	0.1629314	5.08654	3.59583	1.41885	0.637254	0	0.6988937	6.118994	1	1	1	1	1	2.700971	0.03627699	0.003020079	7.681131	0.0376487	0.266412	0.836039	2.8599
5500	-2232.09	-2005.22	-226.87	0.3519436	0.203166	0.249961	0.24182	0.305053	0.4828744	1.96907	1.80836	1.64618	0.199449	0.642833	0.317717	0.380299	0.81247	1.67471	1.27658	0.752371	0.236694	0.248159	0.0880279	0.119112	0.33981	0.656773	0.207607	0.612029	0.324269	0.784806	0.936952	0.168633	0.269503	0.0961747	2.01818	0.309567	0.619399	0.595605	0.684107	0.722242	0.52568	0.203721	0.303863	0.233418	1.65758	0.648378	0.197498	0.3295	0.363934	0.32013	0.703384	0.970402	0.214552	2.36406	0.241685	0.443194	0.0230071	1.32034	0.948163	1.66746	0.641123	0.833531	4.30463	0.466931	0.181102	1.27976	0.435725	0.508531	0.744117	0.888022	0.471569	0.866293	0.612545	0.322171	0.462325	0.735428	0.741462	0.264141	0.541398	0.90127	0.164061	1.74983	0.959051	0.00534828	0.00491177	0.00447128	0.000541733	0.00174603	0.000862968	0.00103295	0.00220679	0.00454876	0.00346737	0.00204355	0.000642896	0.000674036	0.000239097	0.000323527	0.000922976	0.0017839	0.000563891	0.00166236	0.000880764	0.00213165	0.0025449	0.000458032	0.000732011	0.000261225	0.00548168	0.00084083	0.00168238	0.00161775	0.00185814	0.00196172	0.00142783	0.000553338	0.000825339	0.000633997	0.00450224	0.00176109	0.000536433	0.00089497	0.0009885	0.000869521	0.0019105	0.00263576	0.000582756	0.00642115	0.000656452	0.00120378	6.24908e-05	0.00358624	0.00257535	0.00452907	0.00174139	0.002264	0.011692	0.00126826	0.000491901	0.00347601	0.0011835	0.00138125	0.00202113	0.002412	0.00128085	0.00235298	0.00166376	0.000875066	0.00125574	0.00199753	0.00201392	0.000717447	0.00147052	0.00244799	0.000445613	0.00475281	0.00260493	0.1681776	5.0804	2.37202	1.66106	0.55492	0	0.810044	9.965661	1	1	1	1	1	3.909721	0.02455784	0.002716151	11.49815	0.0104352	0.145066	0.673566	3.17093
5600	-2223.37	-2014.89	-208.48	0.3666663	0.195434	0.224873	0.281046	0.298647	0.5558899	1.79409	0.411231	1.56645	0.244809	0.0663585	0.132416	1.29281	0.237877	0.818548	0.679042	2.07318	0.317025	0.666605	0.203091	0.411946	0.74461	0.464475	0.906641	1.03456	0.273849	1.75425	0.927092	1.50838	0.393915	0.782558	0.549332	0.532637	0.466172	0.361233	0.580206	1.20665	0.093775	0.303223	0.496498	0.155851	0.541238	0.513723	0.17674	0.19591	0.206857	0.676322	1.85013	1.10361	0.301315	0.234063	1.48556	0.732704	0.0683774	0.621	2.72705	1.2272	0.0540404	0.5349	0.666191	0.816827	0.202606	1.4217	0.239653	1.59772	0.439584	0.313909	0.251705	3.93224	0.174481	0.301191	1.23927	0.49563	3.18031	0.175196	0.685921	1.86232	0.417745	0.928725	1.1007	0.00949851	0.0021772	0.00829334	0.0012961	0.000351324	0.000701057	0.00684459	0.0012594	0.00433367	0.00359508	0.0109761	0.00167844	0.00352923	0.00107523	0.00218098	0.00394222	0.00245909	0.00480007	0.00547731	0.00144985	0.00928758	0.00490834	0.0079859	0.00208552	0.00414313	0.00290835	0.00281996	0.00246808	0.00191249	0.00307181	0.00638843	0.000496477	0.00160537	0.00262863	0.000825129	0.0028655	0.00271982	0.000935724	0.00103722	0.00109517	0.00358068	0.00979523	0.00584291	0.00159527	0.00123921	0.00786504	0.00387918	0.000362013	0.00328779	0.0144379	0.0064972	0.000286108	0.00283194	0.00352704	0.00432456	0.00107267	0.00752695	0.0012688	0.00845885	0.0023273	0.00166194	0.00133261	0.0208186	0.000923763	0.00159461	0.00656111	0.00262404	0.0168377	0.000927546	0.0036315	0.00985974	0.00221168	0.00491699	0.00582751	0.01184075	5.05693	2.58839	1.41119	0.587179	0	0.6255204	4.702565	0	1	1	1	1	3.596377	0.03743857	0.005294341	7.770641	0.0122138	0.156454	0.692535	3.1388
5700	-2228.96	-2012.44	-216.514	0.8123079	0.205181	0.210108	0.258618	0.326093	0.3285538	1.03987	0.619164	1.17483	0.266448	0.257626	0.0621464	0.13348	0.291384	0.683258	0.227161	0.530504	0.535148	0.299731	0.32489	0.120778	0.440237	0.0209508	0.24293	0.267483	0.584861	0.269176	0.715485	0.95765	1.20838	0.530505	0.576281	0.587107	0.396874	0.706735	0.388358	0.4406	0.307844	0.481136	0.400048	0.250393	0.29695	0.549941	0.142435	1.03055	1.46147	0.754772	0.124678	1.15128	1.57074	0.469966	0.681419	0.372528	0.760383	0.817741	1.13009	0.684335	0.452551	0.745494	1.70367	0.12881	0.208917	1.32877	0.373358	0.749481	1.75117	0.277594	1.54466	2.2252	0.723185	0.16581	0.316919	1.38156	0.269278	0.233593	1.18101	0.536598	0.400918	0.33196	0.856776	0.00460236	0.00274036	0.00519967	0.00117927	0.00114023	0.000275054	0.000590768	0.00128964	0.00302403	0.00100539	0.00234795	0.00236851	0.00132658	0.00143793	0.000534553	0.00194845	9.27262e-05	0.00107518	0.00118385	0.00258853	0.00119135	0.00316667	0.00423846	0.00534818	0.00234796	0.00255056	0.00259848	0.00175652	0.00312794	0.00171883	0.00195005	0.00136249	0.00212946	0.00177057	0.00110821	0.00131427	0.00243398	0.000630401	0.0045611	0.00646832	0.00334054	0.000551812	0.00509547	0.00695193	0.00208002	0.00301589	0.00164877	0.00336538	0.00361924	0.00500167	0.0030288	0.00200294	0.00329948	0.00754028	0.000570101	0.000924645	0.00588099	0.00165244	0.00331712	0.00775049	0.0012286	0.00683652	0.00984851	0.00320074	0.000733858	0.00140265	0.00611466	0.0011918	0.00103386	0.00522701	0.00237493	0.00177442	0.00146922	0.003792	0.04596885	5.1204	3.594	1.42185	0.63596	0	2.017428	7.931335	1	1	1	1	1	4.17316	0.03871058	0.004425898	11.75736	0.0981749	0.412042	0.960308	2.52947
5800	-2199.01	-2001.04	-197.969	0.5702325	0.215494	0.23939	0.229937	0.315178	1.069062	2.5964	1.4604	2.50557	0.583957	0.111499	0.22266	0.217721	0.469187	0.149404	1.0514	0.801975	0.16956	0.333505	0.453905	0.399286	1.37424	0.574014	0.614439	0.375407	0.235722	0.122085	1.15314	0.32317	0.658157	0.153658	0.548714	0.363864	0.594451	0.255356	0.40512	0.723173	3.38969	1.55232	0.317076	0.240001	1.13278	0.450393	0.214706	0.420286	1.04831	1.34796	1.86784	0.139403	0.238153	1.72478	6.48793	1.81054	0.182205	1.0775	2.97795	1.38257	0.883848	0.520288	0.558028	0.744525	0.415497	0.252195	0.586357	0.787069	0.134851	0.365951	0.237632	0.188435	4.3601	0.659567	0.140632	0.176743	0.518766	0.16423	2.58975	0.175238	0.496095	1.13713	2.32739	0.0184613	0.010384	0.0178155	0.00415215	0.000792797	0.00158319	0.00154807	0.00333609	0.00106232	0.00747585	0.00570233	0.00120563	0.00237134	0.00322743	0.00283907	0.00977131	0.00408144	0.00436888	0.00266928	0.00167607	0.000868066	0.00819926	0.00229786	0.00467973	0.00109256	0.00390155	0.0025872	0.00422676	0.00181567	0.00288055	0.00514202	0.0241019	0.0110375	0.00225452	0.00170649	0.00805447	0.00320246	0.00152664	0.00298838	0.00745389	0.00958445	0.013281	0.000991203	0.00169335	0.0122638	0.0461315	0.0128736	0.00129555	0.00766145	0.0211743	0.00983057	0.00628448	0.00369943	0.00396778	0.00529384	0.00295433	0.0017932	0.00416921	0.00559634	0.000958841	0.00260204	0.00168965	0.00133984	0.0310019	0.00468976	0.000999947	0.00125671	0.00368862	0.00116774	0.0184141	0.00124601	0.00352741	0.00808541	0.0165486	0.01975938	5.09376	2.70921	1.3812	0.61322	0	0.8950255	3.856852	0	1	1	1	1	4.055312	0.06582687	0.007110361	3.856852	0.0470324	0.295315	0.865338	2.79231
5900	-2235.77	-2007.26	-228.51	0.685638	0.228092	0.249412	0.221395	0.301101	0.6653897	3.60538	1.36539	7.13989	0.548332	0.0581954	0.856416	0.16995	1.04793	0.93131	0.339443	0.371029	2.34378	0.166853	0.714838	0.275609	1.67797	0.938207	0.219021	0.6765	0.428968	0.572629	0.398345	0.869289	2.00752	0.340191	0.724784	0.387119	0.701765	0.377066	0.0878719	0.15756	0.4214	0.409742	2.05739	0.203788	0.63345	1.42262	1.16574	0.396158	0.0613734	6.77365	0.638079	1.06943	0.152477	1.16359	0.527302	0.395055	0.0287589	1.67315	1.47926	1.24131	0.298789	0.745834	0.189872	0.658919	0.366744	0.233	0.265525	0.851062	1.36912	0.0516087	0.221504	2.06961	0.59485	0.967051	0.225477	0.321502	0.174346	0.196239	0.959339	0.379125	0.414437	0.576989	1.54678	0.0105964	0.00401293	0.0209845	0.00161157	0.000171039	0.00251704	0.000499489	0.0030799	0.00273716	0.000997639	0.00109047	0.00688846	0.000490389	0.00210094	0.000810027	0.00493164	0.00275743	0.000643712	0.00198826	0.00126075	0.00168298	0.00117075	0.00255488	0.0059002	0.000999837	0.00213017	0.00113776	0.00206252	0.00110821	0.000258259	0.000463074	0.00123851	0.00120425	0.00604677	0.000598942	0.00186174	0.00418115	0.00342617	0.00116433	0.000180379	0.0199081	0.00187534	0.00314309	0.000448138	0.00341984	0.00154976	0.00116109	8.45237e-05	0.00491747	0.00434762	0.00364827	0.000878152	0.00219204	0.000558041	0.00193659	0.00107788	0.000684798	0.000780389	0.00250131	0.00402391	0.00015168	0.000651009	0.00608268	0.00174829	0.0028422	0.000662687	0.000944908	0.000512409	0.000576754	0.00281954	0.00111427	0.00121805	0.0016958	0.00454605	0.2573117	5.12976	2.41209	1.52897	0.576916	0	0.7332102	7.90867	1	1	1	1	1	3.472646	0.03227241	0.002939044	8.674731	0.0711235	0.356674	0.919428	2.65277
